feature_name,raw_name,shortest_path_length,Co-occurrence Count,Cooccurrence P-Value,Odds Ratio,Query Count,feature_importance,p_val,corr,MutualInfoTarget,cui,Target,boring_pred,boring_cot,boring
Osteoporosis NOS,Osteoporosis NOS,1,241,1.0,3.519,109458,0.004,0.313,-0.001,0.0,C0029456,Gout,B,"Osteoporosis NOS is a condition characterized by reduced bone density and structural deterioration of bone microarchitecture, leading to fragility and increased risk of fractures. Gout is a condition caused by prolonged hyperuricemia, leading to joint inflammation. While osteoporosis is a risk factor for fractures, which can be a consequence of gout, there is no direct correlation between osteoporosis and gout. Osteoporosis is a separate entity from gout, and its presence does not directly increase the risk of developing gout. Therefore, the association between osteoporosis NOS and gout is not well known or explained by existing knowledge.",False
Enthesopathy,Enthesopathy,1,24,1.0,32.172,1206,0.002,0.033,0.008,0.0,C0242490,Gout,A,"Enthesopathy is a condition characterized by inflammation of the entheses, which are the sites where tendons or ligaments attach to bone. The association between enthesopathy and gout is well established in the medical literature. Enthesopathy is often seen in patients with gout, particularly those with seronegative spondyloarthropathies, such as ankylosing spondylitis. The development of enthesopathy in these patients is thought to be due to the deposition of monosodium urate crystals, which can lead to inflammation and damage to the entheses. This association is supported by studies that have shown a higher prevalence of enthesopathy in patients with gout compared to those without the condition. Therefore, enthesopathy is considered a known risk factor for gout.",True
hypertension,"Non-cancer illness code, self-reported | Array 4__hypertension",1,1918,1.0,4.916,662699,0.0,0.027,0.007,0.0,C0020538,Gout,A,"The association between hypertension and gout is well established in medical literature. Hypertension is a known risk factor for gout, as it can lead to increased uric acid production and deposition in the joints, which can cause gout attacks. This relationship is supported by various studies and is a key aspect of gout pathophysiology. Therefore, the feature 'Non-cancer illness code, self-reported | Array 4--hypertension' is a known risk factor for the target disease 'Gout'.",True
Myocardial infarction,Myocardial infarction,1,310,1.0,1.678,294250,0.001,0.023,-0.005,0.0,C0027051,Gout,B,"The relationship between myocardial infarction and gout is not directly related. Myocardial infarction is a condition that occurs when the blood flow to the heart is blocked, causing damage to the heart muscle. Gout, on the other hand, is a type of arthritis characterized by sudden, severe attacks of pain, swelling, and tenderness in the joints, often the big toe. The two conditions have different underlying causes and mechanisms. Myocardial infarction is primarily related to cardiovascular disease, while gout is related to uric acid metabolism and crystal deposition. There is no established link between myocardial infarction and gout that would suggest a negative correlation.",False
spine arthritis,"Non-cancer illness code, self-reported | Array 4__spine arthritis",1,774,1.0,33.592,38457,0.0,0.015,0.008,0.0,C0949690,Gout,B,"The association between the feature'spine arthritis' and 'Gout' is not directly related. Spine arthritis is more commonly associated with conditions such as osteoarthritis, ankylosing spondylitis, or psoriatic arthritis, rather than gout. Gout is primarily associated with the deposition of monosodium urate crystals in the joints, which is not directly related to spine arthritis. Therefore, the association between the feature'spine arthritis' and 'Gout' is not well known or explained by existing knowledge.",False
Alcohol intake frequency.,Alcohol intake frequency._None,1,166,1.0,4.745,55852,0.0,0.014,0.008,0.0,C0001948,Gout,A,"The association between alcohol intake frequency and gout is well established in medical literature. Alcohol consumption is a known risk factor for gout, and excessive drinking can lead to hyperuricemia, which is a major risk factor for gout. The relationship between alcohol intake frequency and gout is supported by multiple studies and is considered a key factor in the development of gout. Therefore, the association between the feature 'Alcohol intake frequency' and 'Gout' is well known and explained by existing knowledge.",True
hypothyroidism,"Non-cancer illness code, self-reported | Array 4__hypothyroidism",1,100,1.0,2.909,54672,0.0,0.013,0.008,0.0,C0020676,Gout,B,"The association between hypothyroidism and gout is not directly related to the provided documents. However, considering the information from Document [2], hypothyroidism is mentioned as one of the conditions that increase the risk of developing trigger thumb, which is associated with gout. Additionally, Document [1] mentions that hypothyroidism is a potential correlation with an increased risk of cardiovascular disease, which is also a risk factor for gout. Therefore, while the direct association between hypothyroidism and gout is not explicitly stated, there is an indirect connection through shared risk factors.",False
osteoporosis,"Non-cancer illness code, self-reported | Array 1__osteoporosis",1,241,1.0,3.518,109478,0.0,0.008,-0.009,0.002,C0029456,Gout,B,"The relationship between osteoporosis and gout is not directly related. Osteoporosis is a condition characterized by a decrease in bone mass and density, leading to an increased risk of fractures, while gout is a form of inflammatory arthritis caused by the deposition of uric acid crystals in the joints. The two conditions have different underlying mechanisms and risk factors. Osteoporosis is often associated with risk factors such as age, gender, family history, and certain medical conditions, while gout is associated with factors such as diet, obesity, and kidney function. There is no established link between osteoporosis and gout that would suggest that osteoporosis is a risk factor for gout or that gout is a risk factor for osteoporosis.",False
pain,"Non-cancer illness code, self-reported | Array 6__pain",1,1916,1.0,3.008,1068642,0.0,0.008,0.009,0.0,C0030193,Gout,A,"The feature 'Non-cancer illness code, self-reported | Array 6--pain' is related to predicting the target disease 'Gout'. The association between this feature and 'Gout' is well known and explained by existing knowledge. Gout is a form of inflammatory arthritis characterized by sudden, severe attacks of pain, swelling, and tenderness in one or more joints, most often in the big toe. The feature 'Non-cancer illness code, self-reported | Array 6--pain' is a risk factor for Gout, as it indicates the presence of pain, which is a symptom of Gout. This association is supported by the fact that Gout is a condition where uric acid crystals accumulate in joints, causing inflammation and pain. Therefore, the presence of pain is a known risk factor for Gout.",True
other renal,"Non-cancer illness code, self-reported | Array 4__other renal",1,589,1.0,7.384,129664,0.0,0.006,0.009,0.0,C0022646,Gout,A,"The association between the feature 'other renal' and 'Gout' is related to the fact that gout is a condition characterized by the deposition of uric acid crystals in the joints, and the kidneys play a role in the metabolism and excretion of uric acid. The 'other renal' feature is likely related to kidney function or disease, which can affect uric acid levels and increase the risk of gout. This association is supported by the fact that hyperuricemia, or elevated uric acid levels, is a known risk factor for gout. Additionally, the 'other renal' feature may be related to conditions such as kidney stones, which are also associated with an increased risk of gout. Therefore, the association between the 'other renal' feature and 'Gout' is well-known and explained by existing knowledge.",True
Coronary atherosclerosis,Coronary atherosclerosis,1,245,1.0,1.734,224940,0.0,0.004,-0.006,0.0,C0010054,Gout,B,"The relationship between coronary atherosclerosis and gout is not directly related. However, both conditions share a common underlying factor, inflammation. Gout is an inflammatory condition caused by the deposition of uric acid crystals, which can lead to chronic inflammation. Coronary atherosclerosis is also an inflammatory condition characterized by the deposition of cholesterol and other substances in the arterial walls, leading to inflammation. While there is no direct correlation between the two conditions, the underlying inflammatory processes may contribute to the development of both conditions. However, the provided documents do not explicitly state a direct relationship between coronary atherosclerosis and gout.",False
"Medication for cholesterol, blood pressure, diabetes, or take exogenous hormones Oral contraceptive pill or minipill","Medication for cholesterol, blood pressure, diabetes, or take exogenous hormones_Oral contraceptive pill or minipill",1,20,1.0,3.801,8355,0.0,0.002,-0.01,0.0,C0011847,Gout,A,"The association between the feature 'Medication for cholesterol, blood pressure, diabetes, or take exogenous hormones Oral contraceptive pill or minipill' and 'Gout' is related to the impact of oral contraceptive pills on lipid metabolism, which can result in significant alterations in the lipoprotein profile. Oral contraceptive pills can increase the risk of gout by affecting the levels of plasma triglycerides and HDL cholesterol. This is because the progestin component of oral contraceptive pills can decrease HDL cholesterol levels, which can lead to an increased risk of gout. Additionally, the use of oral contraceptive pills can also increase the risk of hyperuricemia, which is a known risk factor for gout. Therefore, the association between the feature 'Medication for cholesterol, blood pressure, diabetes, or take exogenous hormones Oral contraceptive pill or minipill' and 'Gout' is well known and explained by existing knowledge.",True
diabetes,"Non-cancer illness code, self-reported | Array 4__diabetes",1,2105,1.0,3.6,992085,0.0,0.001,0.011,0.0,C0011847,Gout,A,"The association between the feature 'diabetes' and 'Gout' is well known and explained by existing knowledge. Diabetes is a known risk factor for gout, as it can lead to hyperuricemia, which is a major risk factor for gout. The relationship between diabetes and gout is supported by various studies and is a common topic in medical literature. Therefore, the association is not new or surprising, but rather a well-established fact.",True
joint disorder,"Non-cancer illness code, self-reported | Array 4__joint disorder",1,15571,1.0,146.693,512705,0.0,0.001,0.011,0.0,C0022408,Gout,A,"The association between the feature 'joint disorder' and 'Gout' is well known and explained by existing knowledge. Gout is a form of inflammatory arthritis characterized by sudden, severe attacks of pain, swelling, and tenderness in one or more joints, most often in the big toe. Joint disorders, such as arthritis, are a known risk factor for developing gout. The presence of joint disorders can lead to hyperuricemia, which is the leading cause of gout. Therefore, the association between the feature 'joint disorder' and 'Gout' is a well-known and obvious relationship.",True
psoriasis,"Non-cancer illness code, self-reported | Array 4__psoriasis",1,362,1.0,8.751,66750,0.0,0.001,0.011,0.002,C0033860,Gout,A,"Psoriasis is a chronic inflammatory skin condition that has been associated with various comorbidities, including gout. The exact mechanism of this association is not fully understood, but it is believed to be related to the chronic inflammatory state and the production of uric acid. Studies have shown that patients with psoriasis are at an increased risk of developing gout, and that the presence of psoriasis can be a risk factor for the development of gout. Therefore, the association between psoriasis and gout is well known and is part of the known risk factors.",True
atrial fibrillation,"Non-cancer illness code, self-reported | Array 2__atrial fibrillation",1,115,1.0,1.601,114027,0.0,0.0,0.019,0.0,C0004238,Gout,A,"The association between 'atrial fibrillation' and 'Gout' is not directly related to the provided documents. However, the documents do mention that atrial fibrillation is a risk factor for stroke, and gout is associated with an increased risk of cardiovascular disease, including stroke. Additionally, the document [26] mentions that allopurinol, a medication used to treat gout, has been associated with a reduced risk of cardiovascular and all-cause mortality, including a lower risk of developing incident atrial fibrillation. Therefore, while the direct association between atrial fibrillation and gout is not explicitly stated, the relationship between gout and cardiovascular disease, including atrial fibrillation, is well established.",True
"Medication for cholesterol, blood pressure, diabetes, or take exogenous hormones","Medication for cholesterol, blood pressure, diabetes, or take exogenous hormones_None",1,20,1.0,3.924,8092,0.004,0.0,0.033,0.016,C0011847,Gout,B,"The feature 'Medication for cholesterol, blood pressure, diabetes, or take exogenous hormones' is related to the management of various health conditions, including cardiovascular diseases, diabetes, and hypertension. However, there is no direct association between this feature and the target disease 'Gout'. Gout is a type of inflammatory arthritis characterized by sudden, severe attacks of pain, swelling, and tenderness in the joints, most often the big toe. The risk factors for gout include genetic predisposition, obesity, diet, and certain medical conditions such as kidney disease, high blood pressure, and diabetes. While medications for cholesterol, blood pressure, diabetes, or exogenous hormones may be used to manage these underlying conditions, they are not directly related to the development of gout. Therefore, the association between this feature and the target disease 'Gout' is not well known or explained by existing knowledge.",False
"Medication for cholesterol, blood pressure, diabetes, or take exogenous hormones Hormone replacement therapy","Medication for cholesterol, blood pressure, diabetes, or take exogenous hormones_Hormone replacement therapy",1,20,1.0,4.039,7864,0.0,0.0,-0.014,0.0,C0011847,Gout,A,"The relationship between 'Medication for cholesterol, blood pressure, diabetes, or take exogenous hormones-Hormone replacement therapy' and 'Gout' is not directly related. However, certain medications can affect uric acid levels, which is a risk factor for gout. For instance, diuretics like hydrochlorothiazide can increase uric acid levels, while certain medications like allopurinol are used to treat gout by reducing uric acid levels. Additionally, hormone replacement therapy can affect lipid profiles, which may indirectly influence the risk of gout. Therefore, while the association is not direct, it is part of known risk factors and related pathways.",True
"Osteoarthrosis, localized, primary","missing_Osteoarthrosis, localized, primary",1,12,1.0,18.151,1059,0.003,0.0,-0.024,0.004,C0029408,Gout,B,"The relationship between osteoarthrosis, localized, primary and gout is not directly related. Osteoarthrosis is a degenerative joint disease characterized by the breakdown of cartilage, whereas gout is caused by the deposition of uric acid crystals in the joints. The primary risk factors for gout include hyperuricemia, genetic predisposition, obesity, and certain medical conditions, but osteoarthrosis is not a known risk factor for gout. Therefore, the association between the feature 'Osteoarthrosis, localized, primary' and 'Gout' is not well known or explained by existing knowledge.",False
Diabetes diagnosed by doctor,Diabetes diagnosed by doctor_No,1,37,1.0,4.309,13646,0.0,0.0,-0.039,0.014,C0011847,Gout,A,"The association between 'Diabetes diagnosed by doctor' and 'Gout' is well known and explained by existing knowledge. Diabetes is a known risk factor for gout, and the relationship between the two conditions is established in medical literature. The presence of diabetes increases the risk of developing gout, and this association is supported by various studies and clinical evidence.",True
Age high blood pressure diagnosed,Age high blood pressure diagnosed_None,1,385,1.0,5.175,119743,0.022,0.0,-0.113,0.023,C0001779,Gout,A,"The association between 'Age high blood pressure diagnosed' and 'Gout' is well known and explained by existing knowledge. High blood pressure is a known risk factor for gout, and the relationship between age and blood pressure is also well established. Furthermore, the provided documents mention that the young age of presentation of gout is suggestive of an enzymopathy of purine metabolism, and that being overweight or obese is a risk factor for gout. Therefore, it is reasonable to conclude that 'Age high blood pressure diagnosed' is a known risk factor for 'Gout'.",True
Arthropathy NOS,missing_Arthropathy NOS,1,15552,1.0,150.787,497622,0.014,0.0,-0.03,0.005,C0022408,Gout,A,"The feature 'Arthropathy NOS' is related to the broader category of arthropathies, which includes conditions such as osteoarthritis, rheumatoid arthritis, and gout. While 'Arthropathy NOS' is a non-specific term, it is part of the broader category of arthropathies, which is a known risk factor for gout. The relationship between arthropathies and gout is well established in medical literature, and it is a common comorbidity. Therefore, the association between 'Arthropathy NOS' and 'Gout' is not surprising and is part of known risk factors.",True
Heart failure NOS,missing_Heart failure NOS,1,445,1.0,2.153,330959,0.005,0.0,-0.059,0.003,C0018801,Gout,A,"The relationship between 'Heart failure NOS' and 'Gout' is not directly related. However, considering the provided documents, we can infer that both conditions share common risk factors such as hypertension, diabetes, and obesity. These risk factors can lead to both heart failure and gout. Additionally, the documents mention that gout increases the risk of developing renal stones, which can further lead to kidney disease, a known risk factor for heart failure. Therefore, while the direct association between 'Heart failure NOS' and 'Gout' is not explicitly stated, the underlying risk factors and mechanisms suggest a potential indirect relationship.",True
Hypercholesterolemia,missing_Hypercholesterolemia,1,135,1.0,4.223,50957,0.004,0.0,-0.044,0.006,C0020443,Gout,A,"Hypercholesterolemia is a known risk factor for atherosclerosis and cardiovascular disease, which is also associated with gout. The relationship between hypercholesterolemia and gout is not direct, but rather through the development of atherosclerosis. Hypercholesterolemia can lead to the formation of atherosclerotic plaques, which can increase the risk of cardiovascular events, including gout. Therefore, the association between hypercholesterolemia and gout is well-known and explained by existing knowledge.",True
"Medication for cholesterol, blood pressure or diabetes","Medication for cholesterol, blood pressure or diabetes_None",1,2135,1.0,3.618,1002264,0.034,0.0,-0.03,0.003,C0011847,Gout,B,"The feature 'Medication for cholesterol, blood pressure or diabetes_None' is related to the management and treatment of conditions such as high cholesterol, hypertension, and diabetes. These conditions are not directly related to the development of gout. Gout is a type of inflammatory arthritis caused by the deposition of monosodium urate crystals in the joints, and its risk factors include genetic predisposition, obesity, diet, and kidney function. The management of cholesterol, blood pressure, and diabetes is not directly linked to the prevention or treatment of gout. Therefore, the association between this feature and the target disease 'Gout' is not well known or explained by existing knowledge.",False
"Medication for cholesterol, blood pressure or diabetes Medication","Medication for cholesterol, blood pressure or diabetes Medication_None",1,973,1.0,4.139,385243,0.034,0.0,-0.03,0.003,C0011847,Gout,B,"The feature 'Medication for cholesterol, blood pressure or diabetes Medication_None' is related to the management and treatment of cardiovascular diseases, diabetes, and hypertension. The association between this feature and 'Gout' is not directly related to the pathophysiology or risk factors of gout. Gout is a type of inflammatory arthritis caused by the deposition of monosodium urate crystals in the joints, and its risk factors include genetic predisposition, diet, obesity, and kidney disease. The management of gout involves medications such as NSAIDs, colchicine, and allopurinol, which are not directly related to the feature 'Medication for cholesterol, blood pressure or diabetes Medication'. Therefore, the association between this feature and 'Gout' is not well known or explained by existing knowledge.",False
Obesity,missing_Obesity,1,1152,1.0,3.947,480805,0.002,0.0,-0.03,0.004,C0028754,Gout,A,"The association between the feature 'Obesity' and 'Gout' is well established in medical literature. Obesity is a known risk factor for gout, and it is associated with an increased risk of developing gout. This is because obesity can lead to hyperuricemia, which is a major risk factor for gout. Additionally, obesity is also linked to other comorbidities such as hypertension, diabetes, and kidney disease, which can further increase the risk of developing gout. Therefore, the association between 'Obesity' and 'Gout' is not new or surprising, but rather a well-established and well-known relationship.",True
Urate,Urate,1,9525,1.0,596.425,52159,0.782,0.0,0.175,0.037,C0729829,Gout,A,"The association between the feature 'Urate' and 'Gout' is well established in medical literature. Hyperuricemia, or elevated uric acid levels, is a known risk factor for developing gout. The relationship between serum urate levels and the risk of gout has been extensively studied, and it is widely accepted that individuals with higher serum urate levels are more likely to develop gout. This is supported by various studies, including the one mentioned in Document [0] which shows that individuals with serum urate levels exceeding 9 mg/dL are 3 times more likely to experience a flare over the next 12 months than those with levels below 6 mg/dL. Furthermore, Document [1] explains that hyperuricemia plays a pivotal role in developing gout by facilitating the nucleation and growth of MSU crystals, and that an imbalance in the production and excretion of uric acid leads to rising serum uric acid levels. Therefore, the association between the feature 'Urate' and 'Gout' is well known and explained by existing knowledge.",True
Urea,Urea,1,315,1.0,2.434,206791,0.021,0.0,0.076,0.009,C0041942,Gout,A,"The association between the feature 'Urea' and 'Gout' is well known and explained by existing knowledge. Urea is a waste product that is produced in the liver as the end product of protein metabolism and the urea cycle. It is eliminated through the kidneys, and its levels increase in conditions where renal clearance decreases, such as acute and chronic renal failure or impairment. Elevated serum urea levels are also seen in other conditions not related to renal diseases, such as upper gastrointestinal bleeding, dehydration, catabolic states, and high protein diets. Furthermore, serum creatinine is a more accurate assessment of renal function compared to urea, but urea is increased earlier in renal disease. This information is consistent with the provided documents, specifically Document [24] (Title: Renal Function Tests -- Procedures -- Blood Urea Nitrogen) and Document [28] (Title: Gout -- Pathophysiology -- Hyperuricemia).",True
Water intake,Water intake,1,348,1.0,2.472,225192,0.039,0.0,0.049,0.002,C0013123,Gout,A,"The association between 'Water intake' and 'Gout' is well known and explained by existing knowledge. A higher water intake is associated with a lower risk of gout, as it helps to increase urine production and dilute uric acid levels. This is supported by various studies, including those mentioned in Document [10] and Document [4]. The relationship between water intake and gout is also discussed in Document [5] and Document [1]. Therefore, the association between 'Water intake' and 'Gout' is not new or surprising, but rather a well-established risk factor.",True
age,age,1,2906,1.0,1.449,3304552,0.042,0.0,0.016,0.0,C0001779,Gout,A,"The association between the feature 'age' and 'Gout' is well established in the medical literature. Age is considered a risk factor for gout, and the risk increases with age. This is supported by multiple studies and documents, including Document [0], which states that the prevalence of gout rises with age but plateaus after 70 years. Additionally, Document [25] mentions that gout usually appears after 20 to 30 years of hyperuricemia, which is a condition that is more common in older individuals. Furthermore, Document [27] highlights that age itself is the strongest risk factor for cardiovascular and neurodegenerative diseases, including gout. Therefore, the association between 'age' and 'Gout' is well known and explained by existing knowledge.",True
arthritis nos,"Non-cancer illness code, self-reported | Array 3__arthritis nos",1,16570,1.0,224.887,413514,0.0,0.0,0.011,0.0,C0003864,Gout,A,"The association between the feature 'arthritis nos' and 'Gout' is well known and explained by existing knowledge. Arthritis is a known risk factor for Gout, and the presence of arthritis nos is a self-reported indicator of joint inflammation, which is a key component of Gout. The relationship between arthritis and Gout is well established in medical literature, and the feature 'arthritis nos' is a common risk factor for Gout. Therefore, the association between the feature 'arthritis nos' and 'Gout' is not new or surprising, but rather a well-known and established relationship.",True
heart attack,"Non-cancer illness code, self-reported | Array 0__heart attack",1,351,1.0,1.821,307567,0.0,0.0,0.045,0.001,C0027051,Gout,B,"The association between the feature 'heart attack' and 'Gout' is not directly related to the pathophysiology of gout. Gout is primarily caused by the deposition of monosodium urate crystals in the joints, which is related to hyperuricemia, a condition characterized by elevated levels of uric acid in the blood. While cardiovascular disease, including heart attacks, is a risk factor for many conditions, it is not a direct risk factor for gout. However, it is possible that the association between heart attack and gout could be related to shared underlying risk factors, such as age, obesity, or metabolic syndrome. Nevertheless, this association is not well established or explained by existing knowledge.",False
high cholesterol,"Non-cancer illness code, self-reported | Array 3__high cholesterol",1,303,1.0,2.956,163962,0.002,0.0,0.031,0.002,C0020443,Gout,A,"The association between 'high cholesterol' and 'Gout' is well established in medical literature. High cholesterol is a known risk factor for various cardiovascular diseases, including atherosclerosis, which can lead to gout. The relationship between high cholesterol and gout is thought to be due to the deposition of urate crystals in the joints, which can be exacerbated by the presence of high cholesterol levels. This association is supported by studies that have shown that individuals with high cholesterol are more likely to develop gout. Therefore, the association between 'high cholesterol' and 'Gout' is well known and explained by existing knowledge.",True
medication allopurinol,Treatment/medication code | Array 0__allopurinol,1,1114,1.0,472.191,5035,0.364,0.0,0.39,0.04,C0002144,Gout,A,"Allopurinol is a well-known treatment for gout, and its use is associated with a lower risk of developing gout and its complications. The American College of Rheumatology recommends allopurinol as a first-line agent for urate-lowering therapy in gout management. Studies have shown that allopurinol reduces cardiovascular events and all-cause mortality in patients with gout. However, research also suggests that allopurinol can be associated with a higher risk of cardiovascular events in certain populations, such as those with a history of cardiovascular disease. The use of allopurinol is also linked to a lower risk of incident atrial fibrillation. Allopurinol is converted to its active metabolite oxypurinol, which inhibits xanthine oxidase, an enzyme involved in purine metabolism. The starting dose of allopurinol should be adjusted based on renal function, and the maximum daily dose is 800 mg. Allopurinol is also used to prevent tumor lysis syndrome and recurrent calcium nephrolithiasis in patients with hyperuricosuria. The use of allopurinol is suboptimal, as many patients with gout do not receive long-term treatment or are underdosed.",True
osteoarthritis,"Non-cancer illness code, self-reported | Array 1__osteoarthritis",1,1298,1.0,17.692,123853,0.001,0.0,0.012,0.001,C0029408,Gout,A,"The association between the feature 'osteoarthritis' and 'Gout' is well known. Osteoarthritis is a condition that affects the joints, causing pain and stiffness, and is a known risk factor for developing gout. Gout is a form of inflammatory arthritis characterized by sudden, severe attacks of pain, swelling, and tenderness in one or more joints, often the big toe. The relationship between osteoarthritis and gout is that both conditions share common risk factors, such as age, obesity, and joint trauma. Additionally, the inflammation and joint damage caused by osteoarthritis can increase the risk of developing gout. Therefore, the association between the feature 'osteoarthritis' and 'Gout' is well known and is part of the known risk factors.",True
