feature_name,raw_name,shortest_path_length,Co-occurrence Count,Cooccurrence P-Value,Odds Ratio,Query Count,feature_importance,p_val,corr,MutualInfoTarget,cui,Target,boring_pred,boring_cot,boring
Ever addicted to illicit or recreational drugs,Ever addicted to illicit or recreational drugs_No,2,1329,1,3.133,24575,0.001,0,0.003,0,C0858354,(Depression) OR (Depressive disorder),A,"The association between the feature 'Ever addicted to illicit or recreational drugs' and 'Depression OR Depressive disorder' is well established in the medical literature. Studies have consistently shown that individuals with a history of substance abuse, including illicit or recreational drug use, are at a higher risk of developing depression and depressive disorders. This association is thought to be due to the neurobiological changes that occur as a result of chronic substance use, which can lead to changes in brain chemistry and function that contribute to the development of depression. Additionally, individuals with a history of substance abuse may also experience social and environmental factors that contribute to the development of depression, such as social isolation, financial problems, and relationship issues. Therefore, the feature 'Ever addicted to illicit or recreational drugs' is a known risk factor for 'Depression OR Depressive disorder'.",TRUE
Illnesses of siblings,Illnesses of siblings_3_None,2,268,1,5.843,2779,0.003,0,-0.001,0.068,C0037047,(Depression) OR (Depressive disorder),A,"The feature 'Illnesses of siblings_3_None' is related to the concept of family history and genetic predisposition. The association between this feature and 'Depression OR Depressive disorder' is well established in the field of psychiatry and psychology. Studies have shown that individuals with a family history of depression or other mental health conditions are more likely to develop depression themselves. This is due to a combination of genetic and environmental factors, including shared genetic predispositions, family dynamics, and learned behaviors. Therefore, the association between 'Illnesses of siblings_3_None' and 'Depression OR Depressive disorder' is well known and explained by existing knowledge.",TRUE
Tobacco use disorder,missing_Tobacco use disorder,2,2014,1,7.687,16391,0.01,0,0.002,0.014,C0040336,(Depression) OR (Depressive disorder),A,"The association between 'Tobacco use disorder' and 'Depression OR Depressive disorder' is well established in the provided documents. Document [0] states that individuals with externalizing personality traits are more likely to initiate tobacco use, and those with depressive, bipolar, anxiety, personality, psychotic, or other substance use disorders are at higher risk of starting and continuing tobacco use and of tobacco use disorder. Document [6] further emphasizes that nicotine-dependent smokers are 2.7—8.1 times more likely to have depressive disorders than nondependent smokers, never-smokers, or ex-smokers. Document [21] also notes that persistent depressive disorder is independently associated with greater severity of depression, anxiety, and somatic symptoms in individuals with major depressive disorder in comparison to individuals with major depressive disorder without PDD. Therefore, the association between 'Tobacco use disorder' and 'Depression OR Depressive disorder' is well known and explained by existing knowledge.",TRUE
sclerosis,"Non-cancer illness code, self-reported | Array 0__sclerosis",2,6307,1,1.749,204521,0,0,-0.001,0,C0036429,(Depression) OR (Depressive disorder),A,"The association between the feature'sclerosis' and 'Depression OR Depressive disorder' is well known and explained by existing knowledge. Sclerosis, particularly multiple sclerosis, has been identified as a risk factor for depression. This is supported by multiple documents, including Document [1], [6], [7], [8], and [16]. These documents highlight the relationship between sclerosis and depression, indicating that individuals with sclerosis are at a higher risk of developing depression. Therefore, the association is not new or surprising, but rather a well-established fact in the medical literature.",TRUE
Essential hypertension,missing_Essential hypertension,2,727,0.969,1.072,37844,0.001,0,0,0.04,C0085580,(Depression) OR (Depressive disorder),A,"The relationship between essential hypertension and depression or depressive disorder is well established in medical literature. Studies have shown that individuals with essential hypertension are at a higher risk of developing depression or depressive disorder. This association is thought to be due to the physiological effects of hypertension on the brain and nervous system, which can lead to changes in mood and emotional regulation. Additionally, the stress and anxiety associated with managing hypertension may also contribute to the development of depression. Furthermore, the presence of comorbidities such as diabetes, which is often associated with hypertension, can further increase the risk of depression. Therefore, the association between essential hypertension and depression or depressive disorder is well known and is part of the known risk factors.",TRUE
"Poisoning by analgesics, antipyretics, and antirheumatics","missing_Poisoning by analgesics, antipyretics, and antirheumatics",2,21,0.514,0.977,1198,0.003,0,0.001,0.014,C0032343,(Depression) OR (Depressive disorder),A,"The association between 'Poisoning by analgesics, antipyretics, and antirheumatics' and 'Depression OR Depressive disorder' is well known and explained by existing knowledge. The use of analgesics, antipyretics, and antirheumatics can lead to respiratory depression, which is a known risk factor for depression. Additionally, the use of these substances can also lead to withdrawal symptoms, which can contribute to the development of depression. Furthermore, the chronic use of these substances can lead to physical dependence, which can exacerbate depressive symptoms. Therefore, the association between 'Poisoning by analgesics, antipyretics, and antirheumatics' and 'Depression OR Depressive disorder' is well established and is part of known risk factors.",TRUE
Other tests,missing_Other tests,1,18199,1,1.629,636209,0.001,0.975,0.001,0.013,C0022885,(Depression) OR (Depressive disorder),B,"The feature'missing_Other tests' is related to the diagnosis of depression and depressive disorder. The 'Other tests' are used to rule out other medical conditions that may present with similar symptoms to depression. The absence of these tests can indicate that the clinician has not considered or ruled out other potential causes of the symptoms, which can lead to a misdiagnosis or delayed diagnosis of depression. This is a critical aspect of the diagnostic process, as it can impact the accuracy and timeliness of the diagnosis. The relationship between'missing_Other tests' and depression is not just a trivial or obvious correlation, but rather a complex interaction between the diagnostic process and the underlying disease mechanisms.",FALSE
"Esophagitis, GERD and related diseases","Esophagitis, GERD and related diseases",1,84,1,1.486,3177,0.001,0.398,0.003,0.001,C0017168,(Depression) OR (Depressive disorder),A,"The association between 'Esophagitis, GERD and related diseases' and 'Depression OR Depressive disorder' is well established in medical literature. Studies have shown that patients with GERD are at an increased risk of developing depression and anxiety disorders. The exact mechanisms are not fully understood, but it is thought that the chronic discomfort and pain associated with GERD may contribute to the development of these conditions. Additionally, the use of certain medications for GERD, such as proton pump inhibitors, may also have a role in the development of depression. Furthermore, the presence of GERD and related diseases may also be a marker for other underlying conditions that are associated with depression, such as anxiety disorders and somatization neurosis. Therefore, the association between 'Esophagitis, GERD and related diseases' and 'Depression OR Depressive disorder' is well known and supported by existing knowledge.",TRUE
(PD) parkinson's disease genetic risk,(PD) parkinson's disease genetic risk,1,176,1,1.603,6187,0.011,0.306,0,0,C0030567,(Depression) OR (Depressive disorder),A,"The association between (PD) parkinson's disease genetic risk and Depression OR Depressive disorder is well established in the medical literature. Studies have shown that individuals with a family history of Parkinson's disease are at a higher risk of developing depression and depressive disorders. This is because the genetic mutations associated with Parkinson's disease can also contribute to the development of depression and other psychiatric conditions. Furthermore, the pathophysiological mechanisms underlying Parkinson's disease, such as the accumulation of alpha-synuclein and the degeneration of dopaminergic neurons, can also lead to the development of depression and other mood disorders. Therefore, the association between (PD) parkinson's disease genetic risk and Depression OR Depressive disorder is well known and explained by existing knowledge.",TRUE
Constipation,Constipation,1,2199,1,3.553,36156,0.004,0.188,0.001,0,C0009806,(Depression) OR (Depressive disorder),A,"The association between the feature 'Constipation' and 'Depression OR Depressive disorder' is well established in the provided documents. Document [3] mentions that problems such as constipation are among the non-motor features of Parkinson's disease that can benefit from dopaminergic drugs and are often worse during 'off' periods. Document [4] lists constipation as one of the subtle symptoms that frequently accompany the tremor/rigidity paradox of patients with PD and reflect the underlying alpha-synuclein deposition-mediated neurodegeneration in parts of the brain other than the substantia nigra. Document [11] mentions that comorbid medical illnesses like cardiovascular disorders, diabetes, dementia, and other neurocognitive disorders increase the prevalence of depression in the elderly, and constipation is one of the symptoms that can be associated with these conditions. Document [23] lists constipation as one of the common comorbidities that can complicate the management of depression and increase the risk of suicidal ideation. Therefore, the association between the feature 'Constipation' and 'Depression OR Depressive disorder' is well known and explained by existing knowledge.",TRUE
Alcoholism,Alcoholism,1,9945,1,3.019,192043,0.002,0.084,-0.001,0,C0001973,(Depression) OR (Depressive disorder),A,"The association between alcoholism and depression or depressive disorder is well established in the medical literature. Studies have shown that individuals with alcohol use disorders are at a higher risk of developing depression and depressive disorders. This is due to the fact that alcohol can induce depressive symptoms, and individuals with a history of alcohol use are more likely to experience these symptoms. Additionally, the relationship between alcoholism and depression is bidirectional, with depression increasing the risk of alcohol use disorders. Furthermore, the presence of a psychiatric disorder, such as depression, can also contribute to the development of alcohol use disorders. Therefore, the association between alcoholism and depression or depressive disorder is well known and is part of the known risk factors.",TRUE
"Medication for cholesterol, blood pressure, diabetes, or take exogenous hormones Oral contraceptive pill or minipill","Medication for cholesterol, blood pressure, diabetes, or take exogenous hormones_Oral contraceptive pill or minipill",1,230,1,1.55,8355,0,0.038,0,0,C0008377,(Depression) OR (Depressive disorder),A,"The association between the feature 'Medication for cholesterol, blood pressure, diabetes, or take exogenous hormones Oral contraceptive pill or minipill' and 'Depression OR Depressive disorder' is related to the impact of hormonal changes on mood regulation. Oral contraceptive pills and minipills can affect the levels of hormones such as estrogen and progesterone, which can influence mood and lead to depression. Additionally, the use of these medications can also increase the risk of blood clots and other cardiovascular events, which can further contribute to the development of depression. Furthermore, the use of oral contraceptives has been linked to an increased risk of depression in some studies, particularly in women with a history of depression or anxiety disorders. Therefore, the association between this feature and the target disease is well known and explained by existing knowledge.",TRUE
Convulsions,Convulsions,1,8514,1,2.683,183581,0,0.026,-0.002,0,C0036572,(Depression) OR (Depressive disorder),A,"The association between the feature 'Convulsions' and 'Depression OR Depressive disorder' is well known and explained by existing knowledge. Convulsions are a known risk factor for depression and depressive disorders, particularly in the context of epilepsy and benzodiazepine use. This is supported by the provided documents, which mention convulsions as a potential complication of depression and a contraindication for flumazenil treatment. Additionally, the document [29] explicitly states that convulsions may occur in patients with a chronic dependency on benzodiazepines, which is a known risk factor for depression.",TRUE
headaches,"Non-cancer illness code, self-reported | Array 2__headaches",1,8030,1,3.722,127157,0,0.018,-0.001,0,C0018681,(Depression) OR (Depressive disorder),A,"The relationship between headaches and depression is well established in medical literature. Studies have shown that individuals with depression are more likely to experience headaches, and conversely, individuals with frequent headaches are at a higher risk of developing depression. This association is thought to be bidirectional, with depression contributing to the development of headaches and vice versa. The presence of headaches, particularly migraines, is a known risk factor for developing depression, and individuals with a history of headaches are more likely to experience depressive symptoms. Furthermore, the use of pain medications to manage headaches can lead to medication overuse headaches, which is a known risk factor for depression. Therefore, the association between headaches and depression is well known and is part of the known risk factors.",TRUE
headaches not,"Non-cancer illness code, self-reported | Array 2__headaches not",1,8030,1,3.758,126014,0,0.018,-0.001,0,C0018681,(Depression) OR (Depressive disorder),B,"The association between the feature 'headaches not' and 'Depression OR Depressive disorder' is not well known or explained by existing knowledge. While headaches are a common symptom of depression, the relationship between headaches not caused by cancer and depression is not as well established. The provided documents do not provide conclusive evidence to support a direct association between headaches not caused by cancer and depression. However, headaches are a common symptom of depression, and the presence of headaches can be a risk factor for developing depression. Therefore, the association between the feature 'headaches not' and 'Depression OR Depressive disorder' is not well known or explained by existing knowledge.",FALSE
not migraine,"Non-cancer illness code, self-reported | Array 2__not migraine",1,4972,1,6.064,50132,0,0.018,-0.001,0,C0149931,(Depression) OR (Depressive disorder),A,"The feature 'Non-cancer illness code, self-reported | Array 2--not migraine' is related to predicting the target disease '(Depression) OR (Depressive disorder)' as it is mentioned in Document [2] that neurodegenerative diseases, especially Alzheimer disease and Parkinson disease, are associated with higher rates of depression. Additionally, Document [7] states that life events and hassles operate as triggers for the development of depression, and traumatic events such as the death or loss of a loved one, lack or reduced social support, caregiver burden, financial problems, interpersonal difficulties, and conflicts are examples of stressors that can trigger depression. Furthermore, Document [13] mentions that co-morbidity with depression worsens the health status of people with chronic diseases, and Document [14] states that a history of present illness should include a chronology of symptom presentation and predisposing, precipitating, and perpetuating factors, particularly mood, sleep, appetite, energy, self-esteem, concentration, decision-making capacity, and hopelessness. Therefore, the association between the feature 'not migraine' and 'Depression OR Depressive disorder' is already known and is part of known risk factors.",TRUE
Alcohol intake frequency.,Alcohol intake frequency._None,1,4025,1,4.27,55852,0,0.009,-0.001,0,C0001948,(Depression) OR (Depressive disorder),A,"The association between alcohol intake frequency and depression or depressive disorder is well established in medical literature. Studies have shown that excessive alcohol consumption is a risk factor for developing depression and depressive disorders. The relationship between alcohol intake frequency and depression is complex and can be influenced by various factors, including genetic predisposition, environmental factors, and individual characteristics. However, the general consensus is that heavy and frequent alcohol consumption is associated with an increased risk of developing depression and depressive disorders.",TRUE
drug,"Non-cancer illness code, self-reported | Array 3__drug",1,186194,1,1.752,6798783,0,0.009,0,0.001,C1254351,(Depression) OR (Depressive disorder),A,"The feature 'Non-cancer illness code, self-reported | Array 3--drug' is related to predicting the target disease '(Depression) OR (Depressive disorder)' as it is a known risk factor for depression. The association between drug use and depression is well established in the literature. Studies have shown that certain medications, including those used to treat chronic pain, can increase the risk of developing depression. Additionally, the use of certain medications, such as steroids, can lead to symptoms simulating a mood disorder. Therefore, the feature 'Non-cancer illness code, self-reported | Array 3--drug' is a known risk factor for depression and is part of known risk factors.",TRUE
to drug,"Non-cancer illness code, self-reported | Array 3__to drug",1,186194,1,1.752,6798783,0,0.009,0,0,C1254351,(Depression) OR (Depressive disorder),A,"The feature 'Non-cancer illness code, self-reported | Array 3--to drug' is related to the target disease 'Depression OR Depressive disorder'. The association between the feature and the target disease is well established in the medical literature. Non-cancer illness codes, including those related to drug use, are known risk factors for depression and depressive disorders. This is because chronic illness, including those related to drug use, can lead to increased stress, anxiety, and other emotional distress, which can contribute to the development of depression. Additionally, certain medications, including those used to treat non-cancer illnesses, can have depressive side effects. Therefore, the association between the feature 'Non-cancer illness code, self-reported | Array 3--to drug' and 'Depression OR Depressive disorder' is well known and explained by existing knowledge.",TRUE
Ongoing addiction or dependence on illicit or recreational drugs,Ongoing addiction or dependence on illicit or recreational drugs_No,1,1845,1,3.777,28633,0,0.006,0.002,0,C0085281,(Depression) OR (Depressive disorder),A,"The association between 'Ongoing addiction or dependence on illicit or recreational drugs' and 'Depression OR Depressive disorder' is well established in the medical literature. Studies have consistently shown that individuals with a history of substance abuse or dependence are at a higher risk of developing depression and depressive disorders. This association is thought to be due to the neurobiological changes that occur as a result of chronic substance use, which can lead to changes in brain chemistry and function that contribute to the development of depression. Additionally, the stress and trauma associated with substance abuse can also contribute to the development of depression. Furthermore, the comorbidity between substance use disorders and depression is well documented, with many individuals experiencing both conditions simultaneously. Therefore, the association between 'Ongoing addiction or dependence on illicit or recreational drugs' and 'Depression OR Depressive disorder' is well known and explained by existing knowledge.",TRUE
psoriasis,"Non-cancer illness code, self-reported | Array 2__psoriasis",1,1512,1,1.269,66750,0,0.006,0,0,C0033860,(Depression) OR (Depressive disorder),A,"The association between psoriasis and depression is well established in medical literature. Psoriasis is a chronic inflammatory skin condition that has been linked to various comorbidities, including depression. Studies have shown that individuals with psoriasis are at a higher risk of developing depression, and vice versa. This association is thought to be due to the shared underlying inflammatory pathways and the impact of chronic illness on mental health. Furthermore, psoriasis can lead to significant physical and emotional distress, which can contribute to the development of depression. Therefore, the association between psoriasis and depression is well known and explained by existing knowledge.",TRUE
Birth weight known,Birth weight known_None,1,206,1,1.526,7593,0,0.003,0.001,0,C0024032,(Depression) OR (Depressive disorder),A,"The association between 'Birth weight known' (raw: 'Birth weight known-None') and 'Depression OR Depressive disorder' is well known and explained by existing knowledge. According to Document [2], low birth weight is a risk factor for preterm birth, which is associated with an increased risk of depression. Additionally, Document [8] states that very low birth weight (less than 1,500 grams) conveys a two- to three-fold risk for ADHD, which is also associated with an increased risk of depression. Furthermore, Document [15] suggests that alterations in the gut microbiome, which can be influenced by birth weight, can lead to weight gain and obesity, which are also risk factors for depression. Therefore, the association between 'Birth weight known' and 'Depression OR Depressive disorder' is well established and supported by existing knowledge.",TRUE
Altered mental status,Altered mental status,1,1105,1,8.095,8587,0.001,0.002,0.001,0,C0278060,(Depression) OR (Depressive disorder),A,"The association between 'Altered mental status' and 'Depression OR Depressive disorder' is well established in the medical literature. Altered mental status is a known risk factor for depression and depressive disorders, particularly in older adults. This is because depression can manifest as a change in mental status, including confusion, disorientation, and cognitive impairment. Furthermore, individuals with a history of depression or depressive disorders are at increased risk of developing altered mental status, which can be a symptom of the disorder. Additionally, the Diagnostic and Statistical Manual of Mental Disorders, 5th Edition (DSM-5) lists altered mental status as a symptom of depression, further solidifying its association with the condition.",TRUE
Cerebrovascular disease,Cerebrovascular disease,1,11661,1,1.378,476920,0,0.002,0,0,C0007820,(Depression) OR (Depressive disorder),A,"The association between cerebrovascular disease and depression is well established in the medical literature. Cerebrovascular disease, which includes conditions such as stroke, is a known risk factor for the development of depression. Studies have shown that individuals with cerebrovascular disease are at an increased risk of developing depression, and that depression can also exacerbate cerebrovascular disease. This association is thought to be due to the disruption of neural networks involved in emotion regulation, particularly frontostriatal pathways. Additionally, the presence of white matter lesions, which are common in individuals with cerebrovascular disease, has been linked to an increased risk of depression. Therefore, the association between cerebrovascular disease and depression is well known and established.",TRUE
Late effects of cerebrovascular disease,Late effects of cerebrovascular disease,1,179,1,2.708,3798,0,0.002,-0.001,0.001,C0543419,(Depression) OR (Depressive disorder),A,"The relationship between late effects of cerebrovascular disease and depression or depressive disorder is well established in the medical literature. Cerebrovascular disease, including stroke, is a known risk factor for the development of depression and depressive disorder in older adults. The pathophysiological mechanisms underlying this association include the disruption of neurotransmitter systems, particularly serotonin and norepinephrine, and the impact of vascular damage on brain regions involved in mood regulation. Additionally, the presence of white matter lesions, which are common in individuals with cerebrovascular disease, has been linked to an increased risk of depression and cognitive decline. Therefore, the association between late effects of cerebrovascular disease and depression or depressive disorder is well known and is part of the established knowledge in the field.",TRUE
Pain in limb,Pain in limb,1,1485,1,1.33,62613,0,0.002,0.001,0,C0030193,(Depression) OR (Depressive disorder),A,"The association between 'Pain in limb' and 'Depression OR Depressive disorder' is well established in medical literature. Studies have shown that patients with chronic pain are at a higher risk of developing depression and depressive disorders. This is because chronic pain can lead to increased stress, anxiety, and emotional distress, which can contribute to the development of depression. Additionally, depression can also exacerbate chronic pain, creating a vicious cycle. Furthermore, research has identified that patients with depression are more likely to experience chronic pain, and vice versa. This bidirectional relationship is well-documented in the medical literature, and it is considered a known risk factor for the development of depression and depressive disorders.",TRUE
