feature_name,cui,cui_nomenclature,cui_def,KG_Hits,sim_score,feature_level_min_kg_hits,feature_level_sum_kg_hits,feature_level_avg_kg_hits,feature_importance,p_val,corr,MutualInfoTarget,raw_name,F.Split-Lift (y==1),F.Split-Support,F.Split-Feature Split,sim_score_target_feat,sim_score_target_cui,shortest_path_length
(POAG) primary open angle glaucoma genetic risk,C0339573,"Glaucoma, Primary Open Angle","Glaucoma, Primary Open Angle. A form of glaucoma in which there is no visible abnormality in the trabecular meshwork.",0,0.612,0.0,0.0,0.0,0.003,0.0,-0.05,0.0042,(POAG) primary open angle glaucoma genetic risk,1.66,277,-0.73 <= (POAG) primary open angle glaucoma genetic risk < -0.69,0.1,0.1,2
Concentration of IDL Particles,C0086045,Mental concentration,"Mental concentration. The act or process of concentrating, focusing the attention and mental energy on a single object to the exclusion of others.",0,0.152,0.0,0.0,0.0,0.0024,0.0,-0.022,0.0,Concentration of IDL Particles,1.21,2190,Concentration of IDL Particles < -0.94,-0.06,0.1,2
Concentration of Large LDL Particles,C0549177,Large,"Large. Of considerable or relatively great size, extent, or capacity.",0,0.272,0.0,0.0,0.0,0.0023,0.0005,-0.021,0.0007,Concentration of Large LDL Particles,1.15,2572,-3.30 <= Concentration of Large LDL Particles < -0.49,-0.0,0.1,2
Concentration of Very Small VLDL Particles,C0597177,Particle,Particle. An object with finite mass and size parameters.,0,0.241,0.0,0.0,0.0,0.0023,0.001,-0.014,0.0008,Concentration of Very Small VLDL Particles,1.35,768,-1.90 <= Concentration of Very Small VLDL Particles < -1.20,-0.08,0.04,2
"Poisoning by analgesics, antipyretics, and antirheumatics",C0032343,Poisoning,"Poisoning. A condition or physical state produced by the ingestion, injection, inhalation of or exposure to a deleterious agent.",0,0.495,0.0,0.0,0.0,0.0021,0.4265,-0.003,0.0,"Poisoning by analgesics, antipyretics, and antirheumatics",0.99,26114,"-3.30 <= Poisoning by analgesics, antipyretics, and antirheumatics < 1.70",0.1,0.1,2
Average Diameter for VLDL Particles,C1301886,Diameter (qualifier value),Diameter (qualifier value). The length of a straight line passing through the center of a circle or sphere and connecting two points on the circumference.,0,0.421,0.0,0.0,0.0,0.002,0.2216,-0.012,0.0,Average Diameter for VLDL Particles,1.12,1878,Average Diameter for VLDL Particles < -1.20,-0.02,0.08,2
Cholesterol in Medium HDL,C0008377,cholesterol,"cholesterol. The principal sterol of all higher animals, distributed in body tissues, especially the brain and spinal cord, and in animal fats and oils.",1,0.541,0.0,1.0,0.5,0.0019,0.0,-0.038,0.0,Cholesterol in Medium HDL,1.38,610,-2.90 <= Cholesterol in Medium HDL < -2.00,0.01,0.01,1
Cholesterol in Medium VLDL,C0008377,cholesterol,"cholesterol. The principal sterol of all higher animals, distributed in body tissues, especially the brain and spinal cord, and in animal fats and oils.",1,0.506,0.0,1.0,0.5,0.0018,0.0,-0.027,0.0004,Cholesterol in Medium VLDL,1.15,2400,Cholesterol in Medium VLDL < -0.75,-0.01,-0.01,1
"Other diseases of respiratory system, NEC",C0029896,Otorhinolaryngologic Diseases,"Otorhinolaryngologic Diseases. Pathological processes of the ear, the nose, and the throat, also known as the ENT diseases.",0,0.353,0.0,0.0,0.0,0.0018,0.3806,0.01,0.0013,"Other diseases of respiratory system, NEC",1.0,26090,"-2.80 <= Other diseases of respiratory system, NEC < 3.90",0.2,0.2,2
Prolapse of vaginal walls,C0033377,Ptosis,Ptosis. The protrusion of an organ or part of an organ into a natural or artificial orifice.,0,0.426,0.0,0.0,0.0,0.0017,0.2557,0.008,0.0,Prolapse of vaginal walls,1.0,26191,Prolapse of vaginal walls < 0.25,0.05,0.15,2
Circulatory disease NEC,C0135615,Proprotein Convertase 1,Proprotein Convertase 1. A CALCIUM-dependent endopeptidase that has specificity for cleavage at ARGININE that is near paired basic residues. It cleaves a variety of prohormones including PRO-OPIOMELANOCORTIN; PRORENIN; proenkephalins; prodynorphin; prosomatostatin; and PROINSULIN.,0,0.161,0.0,0.0,0.0,0.0016,0.5712,0.002,0.0,Circulatory disease NEC,1.0,25796,-0.78 <= Circulatory disease NEC < 4.10,0.14,0.14,2
Bacterial infection NOS,C0004623,Bacterial Infections,"Bacterial Infections. Infections by bacteria, general or unspecified.",0,0.959,0.0,0.0,0.0,0.0016,0.1491,0.016,0.0,Bacterial infection NOS,0.99,26036,-0.32 <= Bacterial infection NOS < 1.70,0.1,0.1,2
Complications of transplants and reattached limbs,,,,0,1.0,0.0,0.0,0.0,0.0016,0.0858,-0.014,0.0032,Complications of transplants and reattached limbs,1.0,26128,-1.60 <= Complications of transplants and reattached limbs < 1.50,0.19,0.22,2
(SCZ) schizophrenia genetic risk,,,,0,1.0,0.0,0.0,0.0,0.0015,0.0,-0.072,0.0031,(SCZ) schizophrenia genetic risk,1.57,1478,(SCZ) schizophrenia genetic risk < -1.60,0.13,0.13,2
Cholesterol in Very Small VLDL,C0008377,cholesterol,"cholesterol. The principal sterol of all higher animals, distributed in body tissues, especially the brain and spinal cord, and in animal fats and oils.",1,0.461,0.0,1.0,0.5,0.0012,0.0,-0.025,0.001,Cholesterol in Very Small VLDL,1.19,1819,Cholesterol in Very Small VLDL < -1.20,0.09,0.09,1
Average Diameter for HDL Particles,C1301886,Diameter (qualifier value),Diameter (qualifier value). The length of a straight line passing through the center of a circle or sphere and connecting two points on the circumference.,0,0.455,0.0,0.0,0.0,0.0012,0.0121,-0.013,0.0,Average Diameter for HDL Particles,1.14,1590,-3.60 <= Average Diameter for HDL Particles < -1.50,0.0,0.1,2
Cholesterol in IDL,C0008377,cholesterol,"cholesterol. The principal sterol of all higher animals, distributed in body tissues, especially the brain and spinal cord, and in animal fats and oils.",1,0.494,0.0,1.0,0.5,0.001,0.0,-0.035,0.0011,Cholesterol in IDL,1.39,1715,-3.90 <= Cholesterol in IDL < -1.20,0.09,0.09,1
Senile cataract,C0036646,Senile cataract,"Senile cataract. An age-related, anatomical abnormality that is caused by thickening of the lens of the eye.",0,0.926,0.0,0.0,0.0,0.0008,0.1747,-0.005,0.0,Senile cataract,1.0,26340,Senile cataract >= -2.10,0.17,0.17,2
Osteoarthrosis NOS,C0029408,Degenerative polyarthritis,"Degenerative polyarthritis. A progressive, degenerative joint disease, the most common form of arthritis, especially in older persons. The disease is thought to result not from the aging process but from biochemical changes and biomechanical stresses affecting articular cartilage. In the foreign literature it is often called osteoarthrosis deformans.",0,0.79,0.0,0.0,0.0,0.0008,0.11,-0.005,0.0004,Osteoarthrosis NOS,1.12,267,Osteoarthrosis NOS >= 0.44,0.1,0.1,2
Dizziness and giddiness (Light-headedness and vertigo),C0012833,Dizziness,"Dizziness. An imprecise term which may refer to a sense of spatial disorientation, motion of the environment, or lightheadedness.",0,0.789,0.0,0.0,0.0,0.0006,0.1357,0.012,0.0032,Dizziness and giddiness (Light-headedness and vertigo),0.99,26143,-0.07 <= Dizziness and giddiness (Light-headedness and vertigo) < 0.77,0.11,0.11,2
Atrial fibrillation and flutter,C0004238,Atrial Fibrillation,"Atrial Fibrillation. Abnormal cardiac rhythm that is characterized by rapid, uncoordinated firing of electrical impulses in the upper chambers of the heart (HEART ATRIA). In such case, blood cannot be effectively pumped into the lower chambers of the heart (HEART VENTRICLES). It is caused by abnormal impulse generation.",1,0.828,0.0,1.0,0.2,0.0005,0.0941,-0.006,0.0,Atrial fibrillation and flutter,1.17,360,2.20 <= Atrial fibrillation and flutter < 6.80,0.08,0.22,1
Cholesterol in Large VLDL,C0008377,cholesterol,"cholesterol. The principal sterol of all higher animals, distributed in body tissues, especially the brain and spinal cord, and in animal fats and oils.",1,0.589,0.0,1.0,0.2,0.0003,0.0196,-0.01,0.0,Cholesterol in Large VLDL,1.01,25774,-3.70 <= Cholesterol in Large VLDL < 2.50,0.03,0.03,1
