feature_name,cui,cui_nomenclature,cui_def,KG_Hits,sim_score,feature_level_min_kg_hits,feature_level_sum_kg_hits,feature_level_avg_kg_hits,feature_importance,p_val,corr,MutualInfoTarget,raw_name,sim_score_target_feat,sim_score_target_cui,shortest_path_length,simple_path_length,norm_path_length
Nervous feelings,C0849963,Feeling nervous,Feeling nervous. ,0,0.94,0.0,0.0,0.0,0.0,0.8695,0.001,0.0,Nervous feelings_None,0.05,0.05,99,225,inf
Z80.0 - Family history of malignant neoplasm of digestive organs,C1306459,Primary malignant neoplasm,Primary malignant neoplasm. A malignant tumor at the original site of growth.,0,0.31,0.0,2.0,0.5,0.0034,0.8457,-0.003,0.0001,Z80.0 - Family history of malignant neoplasm of digestive organs,-0.03,-0.03,2,11,0.04
Z80.0 - Family history of malignant neoplasm of digestive organs,C0227435,Digestive organ structure,Digestive organ structure. ,0,0.271,0.0,2.0,0.5,0.0034,0.8457,-0.003,0.0001,Z80.0 - Family history of malignant neoplasm of digestive organs,-0.03,-0.03,2,208,2.54
Behavioural and miscellaneous addictions Something else not mentioned,C0278076,Behavioral tic,"Behavioral tic. Habitual, repeated, rapid contraction of certain muscles, resulting in stereotyped individualized actions that can be voluntarily suppressed for only brief periods. They often involve the face, vocal cords, neck, and less often the extremities. Examples include repetitive throat clearing, vocalizations, sniffing, pursing the lips, and excessive blinking. Tics tend to be aggravated by emotional stress. When frequent they may interfere with speech and INTERPERSONAL RELATIONS. Conditions which feature frequent and prominent tics as a primary manifestation of disease are referred to as TIC DISORDERS. (From Adams et al., Principles of Neurology, 6th ed, pp109-10)",0,0.342,0.0,0.0,0.0,0.0,0.7781,0.001,0.0,Behavioural and miscellaneous addictions_Something else not mentioned,0.01,0.01,2,105,0.83
Behavioural and miscellaneous addictions Something else not mentioned,C0085281,Addictive Behavior,"Addictive Behavior. The observable, measurable, and often pathological activity of an organism that portrays its inability to overcome a habit resulting in an insatiable craving for a substance or for performing certain acts. The addictive behavior includes the emotional and physical overdependence on the object of habit in increasing amount or frequency.",0,0.713,0.0,0.0,0.0,0.0,0.7781,0.001,0.0,Behavioural and miscellaneous addictions_Something else not mentioned,0.01,0.01,2,234,0.24
Cellulitis and abscess of arm/hand,C0007642,Cellulitis,"Cellulitis. An acute, diffuse, and suppurative inflammation of loose connective tissue, particularly the deep subcutaneous tissues, and sometimes muscle, which is most commonly seen as a result of infection of a wound, ulcer, or other skin lesions.",0,0.667,0.0,1.0,0.5,0.0009,0.763,0.003,0.0,Cellulitis and abscess of arm/hand,0.11,0.11,2,191,0.4
Other peripheral nerve disorders,C4721453,Peripheral Nervous System Diseases,"Peripheral Nervous System Diseases. Diseases of the peripheral nerves external to the brain and spinal cord, which includes diseases of the nerve roots, ganglia, plexi, autonomic nerves, sensory nerves, and motor nerves.",0,0.86,0.0,0.0,0.0,0.0003,0.7226,-0.003,0.0,Other peripheral nerve disorders,0.09,0.09,2,102,3.92
Fractured/broken bones in last 5 years,C0262950,Skeletal bone,Skeletal bone. The structural organ comprised of specialized connective tissue that forms the skeletal components of the body.,0,0.429,0.0,0.0,0.0,0.0,0.7216,0.002,0.0,Fractured/broken bones in last 5 years_None,0.13,0.13,2,0,0.0
Fractured/broken bones in last 5 years,C1442209,XXX bone,XXX bone. ,0,0.371,0.0,0.0,0.0,0.0,0.7216,0.002,0.0,Fractured/broken bones in last 5 years_None,0.13,0.13,99,0,0.0
Frequency of urination and polyuria,C0042034,Urination,"Urination. Discharge of URINE, liquid waste processed by the KIDNEY, from the body.",0,0.667,0.0,0.0,0.0,0.0003,0.7136,0.002,0.0008,Frequency of urination and polyuria,-0.02,-0.02,2,600,1.48
Frequency of urination and polyuria,C0032617,Polyuria,"Polyuria. Urination of a large volume of urine with an increase in urinary frequency, commonly seen in diabetes (DIABETES MELLITUS; DIABETES INSIPIDUS).",0,0.8,0.0,0.0,0.0,0.0003,0.7136,0.002,0.0008,Frequency of urination and polyuria,-0.02,-0.02,2,309,1.75
Dizziness and giddiness (Light-headedness and vertigo),C0012833,Dizziness,"Dizziness. An imprecise term which may refer to a sense of spatial disorientation, motion of the environment, or lightheadedness.",0,0.789,0.0,0.0,0.0,0.0027,0.7089,-0.0,0.0007,Dizziness and giddiness (Light-headedness and vertigo),0.14,0.14,2,66,0.15
Dizziness and giddiness (Light-headedness and vertigo),C0042571,Vertigo,"Vertigo. An illusion of movement, either of the external world revolving around the individual or of the individual revolving in space. Vertigo may be associated with disorders of the inner ear (EAR, INNER); VESTIBULAR NERVE; BRAINSTEM; or CEREBRAL CORTEX. Lesions in the TEMPORAL LOBE and PARIETAL LOBE may be associated with FOCAL SEIZURES that may feature vertigo as an ictal manifestation. (From Adams et al., Principles of Neurology, 6th ed, pp300-1)",0,0.601,0.0,0.0,0.0,0.0027,0.7089,-0.0,0.0007,Dizziness and giddiness (Light-headedness and vertigo),0.14,0.14,2,281,0.71
Dizziness and giddiness (Light-headedness and vertigo),C0392701,giddy mood,giddy mood. ,0,0.237,0.0,0.0,0.0,0.0027,0.7089,-0.0,0.0007,Dizziness and giddiness (Light-headedness and vertigo),0.14,0.14,2,0,0.0
Dizziness and giddiness (Light-headedness and vertigo),C0476206,Dizziness and giddiness symptoms,Dizziness and giddiness symptoms. ,0,0.829,0.0,0.0,0.0,0.0027,0.7089,-0.0,0.0007,Dizziness and giddiness (Light-headedness and vertigo),0.14,0.14,99,0,0.0
Dizziness and giddiness (Light-headedness and vertigo),C0476207,"giddiness, vertigo","giddiness, vertigo. ",0,0.86,0.0,0.0,0.0,0.0027,0.7089,-0.0,0.0007,Dizziness and giddiness (Light-headedness and vertigo),0.14,0.14,2,1066,533.0
Dizziness and giddiness (Light-headedness and vertigo),C0220870,Lightheadedness,"Lightheadedness. A feeling of faintness; a reeling sensation. Lightheadedness is medically distinct from dizziness, unsteadiness, and vertigo.",0,0.772,0.0,0.0,0.0,0.0027,0.7089,-0.0,0.0007,Dizziness and giddiness (Light-headedness and vertigo),0.14,0.14,2,1490,106.43
A09.9 - Gastroenteritis and colitis of unspecified origin,C0017160,Gastroenteritis,"Gastroenteritis. INFLAMMATION of any segment of the GASTROINTESTINAL TRACT from ESOPHAGUS to RECTUM. Causes of gastroenteritis are many including genetic, infection, HYPERSENSITIVITY, drug effects, and CANCER.",0,0.587,0.0,0.0,0.0,0.0004,0.6959,0.003,0.0002,A09.9 - Gastroenteritis and colitis of unspecified origin,0.01,0.01,2,30,0.06
A09.9 - Gastroenteritis and colitis of unspecified origin,C0009319,Colitis,"Colitis. Inflammation of the COLON section of the large intestine (INTESTINE, LARGE), usually with symptoms such as DIARRHEA (often with blood and mucus), ABDOMINAL PAIN, and FEVER.",0,0.556,0.0,0.0,0.0,0.0004,0.6959,0.003,0.0002,A09.9 - Gastroenteritis and colitis of unspecified origin,0.01,0.01,2,0,0.0
Ever had bowel cancer screening,C0346627,Intestinal Cancer,"Intestinal Cancer. A primary or metastatic malignant neoplasm involving the small intestine, large intestine, or both. Representative examples are carcinomas, lymphomas, and sarcomas.",0,0.402,0.0,1.0,0.2,0.0,0.6901,0.002,0.0005,Ever had bowel cancer screening_None,-0.06,-0.06,2,507,3.96
Ever had bowel cancer screening,C0199230,Screening for cancer,Screening for cancer. Procedures performed on people to identify those who have NEOPLASMS or PRENEOPLASTIC CONDITIONS.,0,0.644,0.0,1.0,0.2,0.0,0.6901,0.002,0.0005,Ever had bowel cancer screening_None,-0.06,-0.06,2,0,0.0
Ever had bowel cancer screening,C0220909,Aspects of disease screening,Aspects of disease screening. ,0,0.39,0.0,1.0,0.2,0.0,0.6901,0.002,0.0005,Ever had bowel cancer screening_None,-0.06,-0.06,99,1272,inf
Postoperative infection,C0392618,Postoperative infection,Postoperative infection. Any infection documented following a surgical procedure that was not evident or suspected prior to the procedure.,0,0.935,0.0,0.0,0.0,0.006,0.6778,-0.003,0.0,Postoperative infection,-0.02,-0.02,2,1,0.0
"Iron deficiency anemias, unspecified or not due to blood loss",C0162316,Iron deficiency anemia,"Iron deficiency anemia. Anemia characterized by decreased or absent iron stores, low serum iron concentration, low transferrin saturation, and low hemoglobin concentration or hematocrit value. The erythrocytes are hypochromic and microcytic and the iron binding capacity is increased.",0,0.849,0.0,1.0,0.2,0.0015,0.6771,0.009,0.0002,"Iron deficiency anemias, unspecified or not due to blood loss",0.03,0.03,2,232,0.36
"Iron deficiency anemias, unspecified or not due to blood loss",C0553700,Actual blood loss,Actual blood loss. ,0,0.415,0.0,1.0,0.2,0.0015,0.6771,0.009,0.0002,"Iron deficiency anemias, unspecified or not due to blood loss",0.03,0.03,99,63,inf
"Iron deficiency anemias, unspecified or not due to blood loss",C3163616,Blood Loss,"Blood Loss. Loss of blood from the circulation, either internally or externally.",0,0.516,0.0,1.0,0.2,0.0015,0.6771,0.009,0.0002,"Iron deficiency anemias, unspecified or not due to blood loss",0.03,0.03,99,217,inf
Alcoholism,C0001973,"Alcoholic Intoxication, Chronic","Alcoholic Intoxication, Chronic. A primary, chronic disease with genetic, psychosocial, and environmental factors influencing its development and manifestations. The disease is often progressive and fatal. It is characterized by impaired control over drinking, preoccupation with the drug alcohol, use of alcohol despite adverse consequences, and distortions in thinking, most notably denial. Each of these symptoms may be continuous or periodic. (Morse & Flavin for the Joint Commission of the National Council on Alcoholism and Drug Dependence and the American Society of Addiction Medicine to Study the Definition and Criteria for the Diagnosis of Alcoholism: in JAMA 1992;268:1012-4)",0,0.654,0.0,0.0,0.0,0.0028,0.6706,0.0,0.0,Alcoholism,0.06,0.06,2,5,0.0
Fractured/broken bones in last 5 years Prefer not to answer,C0262950,Skeletal bone,Skeletal bone. The structural organ comprised of specialized connective tissue that forms the skeletal components of the body.,0,0.432,0.0,0.0,0.0,0.0,0.6265,0.003,0.001,Fractured/broken bones in last 5 years_Prefer not to answer,0.14,0.14,2,0,0.0
Fractured/broken bones in last 5 years Prefer not to answer,C1442209,XXX bone,XXX bone. ,0,0.421,0.0,0.0,0.0,0.0,0.6265,0.003,0.001,Fractured/broken bones in last 5 years_Prefer not to answer,0.14,0.14,99,0,0.0
Bipolar disorder status Bipolar Type II (Hypomania),C0005586,Bipolar Disorder,Bipolar Disorder. A major affective disorder marked by severe mood swings (manic or major depressive episodes) and a tendency to remission and recurrence.,0,0.574,0.0,0.0,0.0,0.0,0.6117,-0.003,0.0,Bipolar disorder status_Bipolar Type II (Hypomania),0.03,0.03,2,2380,1.76
Bipolar disorder status Bipolar Type II (Hypomania),C0241934,Hypomania,"Hypomania. A less severe form of mania characterized by elevated mood, hyperactivity, and grandiosity. In contrast to mania, these symptoms do not cause significant impairment of the individual's productivity at work, or social and family relationships.",0,0.507,0.0,0.0,0.0,0.0,0.6117,-0.003,0.0,Bipolar disorder status_Bipolar Type II (Hypomania),0.03,0.03,2,95,0.95
Sebaceous cyst,C0014511,Epithelial cyst,"Epithelial cyst. Intradermal or subcutaneous saclike structure, the wall of which is stratified epithelium containing keratohyalin granules.",0,0.835,0.0,0.0,0.0,0.0004,0.5968,0.003,0.0,Sebaceous cyst,-0.01,-0.01,2,49,0.14
Duodenitis,C0013298,Duodenitis,"Duodenitis. Inflammation of the DUODENUM section of the small intestine (INTESTINE, SMALL). Erosive duodenitis may cause bleeding in the UPPER GI TRACT and PEPTIC ULCER.",0,0.777,0.0,0.0,0.0,0.001,0.5704,-0.003,0.0008,Duodenitis,0.06,0.06,2,304,5.24
Duodenitis,C1522057,Acute Enteritis of the Mouse Intestinal Tract,Acute Enteritis of the Mouse Intestinal Tract. ,0,0.546,0.0,0.0,0.0,0.001,0.5704,-0.003,0.0008,Duodenitis,0.06,0.06,2,63,0.54
HSV-2 seropositivity for Herpes Simplex virus-2 False,C0019351,"herpesvirus 2, human","herpesvirus 2, human. A species of SIMPLEXVIRUS associated with genital infections (HERPES GENITALIS). It is transmitted by sexual intercourse and close personal contact.",0,0.452,0.0,0.0,0.0,0.0,0.5618,-0.003,0.0,HSV-2 seropositivity for Herpes Simplex virus-2_False,-0.04,-0.04,2,452,1.68
HSV-2 seropositivity for Herpes Simplex virus-2 False,C0206558,Simplexvirus,"Simplexvirus. A genus of the family HERPESVIRIDAE, subfamily ALPHAHERPESVIRINAE, consisting of herpes simplex-like viruses. The type species is HERPESVIRUS 1, HUMAN.",0,0.428,0.0,0.0,0.0,0.0,0.5618,-0.003,0.0,HSV-2 seropositivity for Herpes Simplex virus-2_False,-0.04,-0.04,2,173,0.27
HSV-2 seropositivity for Herpes Simplex virus-2 False,C0319232,Human herpes simplex virus,"Human herpes simplex virus. A genus of enveloped, spherical or pleomorphic viruses with a capsid with T=16 icosahedral symmetry and surrounded by amorphous tegument, in the family Herpesviridae. The genome is composed of monopartite, linear double-stranded DNA. Simplexviruses are found in humans and mammals, may remain latent in neurons and cause skin blisters and mucosal ulcers in humans.",0,0.438,0.0,0.0,0.0,0.0,0.5618,-0.003,0.0,HSV-2 seropositivity for Herpes Simplex virus-2_False,-0.04,-0.04,2,512,21.33
HSV-2 seropositivity for Herpes Simplex virus-2 False,C0206679,"herpesvirus 1, human","herpesvirus 1, human. The type species of SIMPLEXVIRUS causing most forms of non-genital herpes simplex in humans. Primary infection occurs mainly in infants and young children and then the virus becomes latent in the dorsal root ganglion. It then is periodically reactivated throughout life causing mostly benign conditions.",0,0.405,0.0,0.0,0.0,0.0,0.5618,-0.003,0.0,HSV-2 seropositivity for Herpes Simplex virus-2_False,-0.04,-0.04,2,21,0.04
Allergy/adverse effect of penicillin,C0030842,penicillins,"penicillins. A group of antibiotics that contain 6-aminopenicillanic acid with a side chain attached to the 6-amino group. The penicillin nucleus is the chief structural requirement for biological activity. The side-chain structure determines many of the antibacterial and pharmacological characteristics. (Goodman and Gilman's The Pharmacological Basis of Therapeutics, 8th ed, p1065)",0,0.517,0.0,0.0,0.0,0.0016,0.5574,0.002,0.0,Allergy/adverse effect of penicillin,-0.01,-0.01,2,412,0.59
Allergy/adverse effect of penicillin,C0030827,penicillin G,penicillin G. A penicillin derivative commonly used in the form of its sodium or potassium salts in the treatment of a variety of infections. It is effective against most gram-positive bacteria and against gram-negative cocci. It has also been used as an experimental convulsant because of its actions on GAMMA-AMINOBUTYRIC ACID mediated synaptic transmission.,0,0.433,0.0,0.0,0.0,0.0016,0.5574,0.002,0.0,Allergy/adverse effect of penicillin,-0.01,-0.01,2,0,0.0
Amount of tobacco currently smoked,C1265611,Quantity,Quantity. How much there is of something that you can measure; the total amount or number.,0,0.228,0.0,1.0,0.2,0.0,0.5426,-0.003,0.0,Amount of tobacco currently smoked_10,0.03,0.03,2,2,0.01
Amount of tobacco currently smoked,C0086707,Nicotiana,Nicotiana. A plant genus of the family SOLANACEAE. Members contain NICOTINE and other biologically active chemicals; its dried leaves are used for SMOKING.,0,0.446,0.0,1.0,0.2,0.0,0.5426,-0.003,0.0,Amount of tobacco currently smoked_10,0.03,0.03,2,10,0.05
Amount of tobacco currently smoked,C0740009,Nicotiana tabacum,Nicotiana tabacum. ,0,0.436,0.0,1.0,0.2,0.0,0.5426,-0.003,0.0,Amount of tobacco currently smoked_10,0.03,0.03,2,203,0.94
Gastritis and duodenitis,C0017152,Gastritis,"Gastritis. Inflammation of the GASTRIC MUCOSA, a lesion observed in a number of unrelated disorders.",0,0.733,0.0,0.0,0.0,0.0032,0.5315,0.001,0.0,Gastritis and duodenitis,0.07,0.07,2,764,1.24
Gastritis and duodenitis,C0013298,Duodenitis,"Duodenitis. Inflammation of the DUODENUM section of the small intestine (INTESTINE, SMALL). Erosive duodenitis may cause bleeding in the UPPER GI TRACT and PEPTIC ULCER.",0,0.746,0.0,0.0,0.0,0.0032,0.5315,0.001,0.0,Gastritis and duodenitis,0.07,0.07,2,304,5.24
Gastritis and duodenitis,C1522057,Acute Enteritis of the Mouse Intestinal Tract,Acute Enteritis of the Mouse Intestinal Tract. ,0,0.499,0.0,0.0,0.0,0.0032,0.5315,0.001,0.0,Gastritis and duodenitis,0.07,0.07,2,63,0.54
Other headache syndromes,C0393735,Headache Disorders,"Headache Disorders. Various conditions with the symptom of HEADACHE. Headache disorders are classified into major groups, such as PRIMARY HEADACHE DISORDERS (based on characteristics of their headache symptoms) and SECONDARY HEADACHE DISORDERS (based on their etiologies). (International Classification of Headache Disorders, 2nd ed. Cephalalgia 2004: suppl 1)",0,0.85,0.0,0.0,0.0,0.0081,0.5298,0.003,0.0008,Other headache syndromes,0.07,0.07,2,74,0.71
Behavioural and miscellaneous addictions A behaviour,C0278076,Behavioral tic,"Behavioral tic. Habitual, repeated, rapid contraction of certain muscles, resulting in stereotyped individualized actions that can be voluntarily suppressed for only brief periods. They often involve the face, vocal cords, neck, and less often the extremities. Examples include repetitive throat clearing, vocalizations, sniffing, pursing the lips, and excessive blinking. Tics tend to be aggravated by emotional stress. When frequent they may interfere with speech and INTERPERSONAL RELATIONS. Conditions which feature frequent and prominent tics as a primary manifestation of disease are referred to as TIC DISORDERS. (From Adams et al., Principles of Neurology, 6th ed, pp109-10)",0,0.403,0.0,1.0,0.3,0.0001,0.5239,-0.003,0.0,Behavioural and miscellaneous addictions_A behaviour,-0.06,-0.06,2,105,0.83
Behavioural and miscellaneous addictions A behaviour,C0085281,Addictive Behavior,"Addictive Behavior. The observable, measurable, and often pathological activity of an organism that portrays its inability to overcome a habit resulting in an insatiable craving for a substance or for performing certain acts. The addictive behavior includes the emotional and physical overdependence on the object of habit in increasing amount or frequency.",0,0.761,0.0,1.0,0.3,0.0001,0.5239,-0.003,0.0,Behavioural and miscellaneous addictions_A behaviour,-0.06,-0.06,2,234,0.24
Other abnormal blood chemistry,C0438258,Blood chemistry abnormal,Blood chemistry abnormal. ,0,0.929,0.0,0.0,0.0,0.0007,0.512,0.003,0.0007,Other abnormal blood chemistry,0.13,0.13,99,2,inf
Y83.6 - Removal of other organ (partial) (total),C0015252,removal technique,removal technique. The surgical removal of an organ or a part of an organ.,0,0.663,0.0,2.0,0.7,0.0,0.5094,0.002,0.0007,Y83.6 - Removal of other organ (partial) (total),0.08,0.08,2,48,0.02
Other and unspecified disc disorder,C0012619,disc disorder,disc disorder. ,0,0.96,0.0,0.0,0.0,0.0021,0.5017,-0.004,0.001,Other and unspecified disc disorder,0.04,0.11,2,1120,20.36
Reflux esophagitis,C0014869,Peptic Esophagitis,Peptic Esophagitis. INFLAMMATION of the ESOPHAGUS that is caused by the reflux of GASTRIC JUICE with contents of the STOMACH and DUODENUM.,0,0.785,0.0,0.0,0.0,0.0024,0.4994,0.002,0.0,Reflux esophagitis,0.13,0.13,2,0,0.0
Reflux esophagitis,C0677659,Gastro-esophageal reflux disease with esophagitis,Gastro-esophageal reflux disease with esophagitis. ,0,0.902,0.0,0.0,0.0,0.0024,0.4994,0.002,0.0,Reflux esophagitis,0.13,0.13,99,101,inf
HSV-2 seropositivity for Herpes Simplex virus-2 True,C0019351,"herpesvirus 2, human","herpesvirus 2, human. A species of SIMPLEXVIRUS associated with genital infections (HERPES GENITALIS). It is transmitted by sexual intercourse and close personal contact.",0,0.537,0.0,0.0,0.0,0.0,0.4855,-0.004,0.0004,HSV-2 seropositivity for Herpes Simplex virus-2_True,0.0,0.0,2,452,1.68
HSV-2 seropositivity for Herpes Simplex virus-2 True,C0206558,Simplexvirus,"Simplexvirus. A genus of the family HERPESVIRIDAE, subfamily ALPHAHERPESVIRINAE, consisting of herpes simplex-like viruses. The type species is HERPESVIRUS 1, HUMAN.",0,0.473,0.0,0.0,0.0,0.0,0.4855,-0.004,0.0004,HSV-2 seropositivity for Herpes Simplex virus-2_True,0.0,0.0,2,173,0.27
HSV-2 seropositivity for Herpes Simplex virus-2 True,C0319232,Human herpes simplex virus,"Human herpes simplex virus. A genus of enveloped, spherical or pleomorphic viruses with a capsid with T=16 icosahedral symmetry and surrounded by amorphous tegument, in the family Herpesviridae. The genome is composed of monopartite, linear double-stranded DNA. Simplexviruses are found in humans and mammals, may remain latent in neurons and cause skin blisters and mucosal ulcers in humans.",0,0.49,0.0,0.0,0.0,0.0,0.4855,-0.004,0.0004,HSV-2 seropositivity for Herpes Simplex virus-2_True,0.0,0.0,2,512,21.33
HSV-2 seropositivity for Herpes Simplex virus-2 True,C0206679,"herpesvirus 1, human","herpesvirus 1, human. The type species of SIMPLEXVIRUS causing most forms of non-genital herpes simplex in humans. Primary infection occurs mainly in infants and young children and then the virus becomes latent in the dorsal root ganglion. It then is periodically reactivated throughout life causing mostly benign conditions.",0,0.47,0.0,0.0,0.0,0.0,0.4855,-0.004,0.0004,HSV-2 seropositivity for Herpes Simplex virus-2_True,0.0,0.0,2,21,0.04
Irritable Bowel Syndrome,C0022104,Irritable Bowel Syndrome,Irritable Bowel Syndrome. Gastrointestinal symptoms characterized by chronic abdominal pain and altered bowel habits in the absence of any organic cause.,0,0.896,0.0,0.0,0.0,0.0041,0.4769,0.002,0.0008,Irritable Bowel Syndrome,0.0,0.0,2,330,0.31
Bipolar disorder status Bipolar Type I (Mania),C0005586,Bipolar Disorder,Bipolar Disorder. A major affective disorder marked by severe mood swings (manic or major depressive episodes) and a tendency to remission and recurrence.,0,0.583,0.0,0.0,0.0,0.0,0.4757,-0.004,0.0002,Bipolar disorder status_Bipolar Type I (Mania),0.08,0.08,2,2380,1.76
Bipolar disorder status Bipolar Type I (Mania),C0338831,Manic,"Manic. Excitement of psychotic proportions manifested by mental and physical hyperactivity, disorganisation of behaviour and elevation of mood.",0,0.489,0.0,0.0,0.0,0.0,0.4757,-0.004,0.0002,Bipolar disorder status_Bipolar Type I (Mania),0.08,0.08,2,1394,2.99
Bipolar disorder status Bipolar Type I (Mania),C0564408,Manic mood,Manic mood. An emotional state characterized by marked to extreme elevation of mood with noticeable effect of functioning.,0,0.512,0.0,0.0,0.0,0.0,0.4757,-0.004,0.0002,Bipolar disorder status_Bipolar Type I (Mania),0.08,0.08,99,0,0.0
Leg pain when standing still or sitting infrequent,C0023222,Pain in lower limb,Pain in lower limb. A sensation of discomfort emanating from the femur or its supporting structures.,0,0.587,0.0,0.0,0.0,0.0,0.456,0.004,0.0,Leg pain when standing still or sitting_infrequent_,0.07,0.07,2,109,0.76
Leg pain when standing still or sitting infrequent,C0231472,Standing position,Standing position. The act of assuming or maintaining an erect upright position.,0,0.302,0.0,0.0,0.0,0.0,0.456,0.004,0.0,Leg pain when standing still or sitting_infrequent_,0.07,0.07,2,166,41.5
Leg pain when standing still or sitting infrequent,C0277814,Sitting position,Sitting position. The state or act of one who sits; the posture of one who occupies a seat.,0,0.396,0.0,0.0,0.0,0.0,0.456,0.004,0.0,Leg pain when standing still or sitting_infrequent_,0.07,0.07,2,201,0.67
Leg pain when standing still or sitting infrequent,C2584297,Sitting Function,"Sitting Function. Putting the weight of the body, against the ground or a horizontal object such as a chair seat.",0,0.447,0.0,0.0,0.0,0.0,0.456,0.004,0.0,Leg pain when standing still or sitting_infrequent_,0.07,0.07,2,139,23.17
Disorder of skin and subcutaneous tissue NOS,C0444099,Skin Specimen,Skin Specimen. ,0,0.606,0.0,0.0,0.0,0.0034,0.4517,0.002,0.0,Disorder of skin and subcutaneous tissue NOS,0.07,0.11,2,192,0.54
Disorder of skin and subcutaneous tissue NOS,C1123023,Skin,Skin. The outer covering of the body that protects it from the environment. It is composed of the DERMIS and the EPIDERMIS.,0,0.646,0.0,0.0,0.0,0.0034,0.4517,0.002,0.0,Disorder of skin and subcutaneous tissue NOS,0.07,0.11,2,51,0.07
Disorder of skin and subcutaneous tissue NOS,C0222331,Subcutaneous Fat,Subcutaneous Fat. Adipose tissue located under the dermis. It binds underlying structures with the skin. The subcutis is important in the regulation of temperature of the skin itself and the body. The size of this layer varies throughout the body and from person to person.,0,0.537,0.0,0.0,0.0,0.0034,0.4517,0.002,0.0,Disorder of skin and subcutaneous tissue NOS,0.07,0.11,2,59,0.08
Disorder of skin and subcutaneous tissue NOS,C0278403,Subcutaneous Tissue,"Subcutaneous Tissue. Loose connective tissue lying under the DERMIS, which binds SKIN loosely to subjacent tissues. It may contain a pad of ADIPOCYTES, which vary in number according to the area of the body and vary in size according to the nutritional state.",0,0.612,0.0,0.0,0.0,0.0034,0.4517,0.002,0.0,Disorder of skin and subcutaneous tissue NOS,0.07,0.11,2,558,0.85
Z90.4 - Acquired absence of other parts of digestive tract,C1689985,Absence (morphologic abnormality),Absence (morphologic abnormality). ,0,0.252,0.0,0.0,0.0,0.001,0.4396,-0.006,0.0001,Z90.4 - Acquired absence of other parts of digestive tract,0.04,0.04,99,5,inf
