feature_name,cui,cui_nomenclature,cui_def,KG_Hits,sim_score,feature_level_min_kg_hits,feature_level_sum_kg_hits,feature_level_avg_kg_hits,feature_importance,p_val,corr,MutualInfoTarget,raw_name,sim_score_target_feat,sim_score_target_cui,shortest_path_length,simple_path_length,norm_path_length
HSV-1 seropositivity for Herpes Simplex virus-1 True,C0206558,Simplexvirus,"Simplexvirus. A genus of the family HERPESVIRIDAE, subfamily ALPHAHERPESVIRINAE, consisting of herpes simplex-like viruses. The type species is HERPESVIRUS 1, HUMAN.",0,0.619,0.0,0.0,0.0,0.0,0.915,-0.001,0.0005,HSV-1 seropositivity for Herpes Simplex virus-1_True,-0.1,-0.1,2,0,0.0
HSV-1 seropositivity for Herpes Simplex virus-1 True,C0319232,Human herpes simplex virus,"Human herpes simplex virus. A genus of enveloped, spherical or pleomorphic viruses with a capsid with T=16 icosahedral symmetry and surrounded by amorphous tegument, in the family Herpesviridae. The genome is composed of monopartite, linear double-stranded DNA. Simplexviruses are found in humans and mammals, may remain latent in neurons and cause skin blisters and mucosal ulcers in humans.",0,0.554,0.0,0.0,0.0,0.0,0.915,-0.001,0.0005,HSV-1 seropositivity for Herpes Simplex virus-1_True,-0.1,-0.1,2,0,0.0
Z82.4 - Family history of ischaemic heart disease and other diseases of the circulatory system,C5238701,Family History of Myocardial Infarction,Family History of Myocardial Infarction. A history of a first-degree relative that has had a myocardial infarction.,0,0.774,0.0,3.0,0.5,0.0009,0.9105,0.002,0.0,Z82.4 - Family history of ischaemic heart disease and other diseases of the circulatory system,0.22,0.22,99,260,inf
Z82.4 - Family history of ischaemic heart disease and other diseases of the circulatory system,C0007226,Cardiovascular system,Cardiovascular system. The HEART and the BLOOD VESSELS by which BLOOD is pumped and circulated through the body.,0,0.427,0.0,3.0,0.5,0.0009,0.9105,0.002,0.0,Z82.4 - Family history of ischaemic heart disease and other diseases of the circulatory system,0.22,0.22,2,133,0.4
Z82.4 - Family history of ischaemic heart disease and other diseases of the circulatory system,C1516297,Cardiovascular System Part,Cardiovascular System Part. A term that refers to individual anatomic parts of the heart or the vessels.,0,0.376,0.0,3.0,0.5,0.0009,0.9105,0.002,0.0,Z82.4 - Family history of ischaemic heart disease and other diseases of the circulatory system,0.22,0.22,99,0,0.0
Leg pain when standing still or sitting,C0023222,Pain in lower limb,Pain in lower limb. A sensation of discomfort emanating from the femur or its supporting structures.,0,0.653,0.0,0.0,0.0,0.0,0.8792,-0.001,0.0,Leg pain when standing still or sitting_No,0.1,0.1,2,198,1.38
Leg pain when standing still or sitting,C0231472,Standing position,Standing position. The act of assuming or maintaining an erect upright position.,0,0.355,0.0,0.0,0.0,0.0,0.8792,-0.001,0.0,Leg pain when standing still or sitting_No,0.1,0.1,3,126,31.5
Leg pain when standing still or sitting,C0277814,Sitting position,Sitting position. The state or act of one who sits; the posture of one who occupies a seat.,0,0.427,0.0,0.0,0.0,0.0,0.8792,-0.001,0.0,Leg pain when standing still or sitting_No,0.1,0.1,2,0,0.0
Leg pain when standing still or sitting,C2584297,Sitting Function,"Sitting Function. Putting the weight of the body, against the ground or a horizontal object such as a chair seat.",0,0.5,0.0,0.0,0.0,0.0,0.8792,-0.001,0.0,Leg pain when standing still or sitting_No,0.1,0.1,2,3,0.5
Excessive or frequent menstruation,C0442802,Excessive (qualifier value),Excessive (qualifier value). Beyond normal limits; unrestrained.,0,0.189,0.0,0.0,0.0,0.0013,0.8463,-0.002,0.0,Excessive or frequent menstruation,0.09,0.09,99,336,inf
Excessive or frequent menstruation,C0025344,Menstruation,"Menstruation. The periodic shedding of the ENDOMETRIUM and associated menstrual bleeding in the MENSTRUAL CYCLE of humans and primates. Menstruation is due to the decline in circulating PROGESTERONE, and occurs at the late LUTEAL PHASE when LUTEOLYSIS of the CORPUS LUTEUM takes place.",0,0.674,0.0,0.0,0.0,0.0013,0.8463,-0.002,0.0,Excessive or frequent menstruation,0.09,0.09,2,0,0.0
Ever addicted to illicit or recreational drugs,C0858354,addict,addict. ,0,0.664,0.0,0.0,0.0,0.0016,0.778,-0.002,0.0,Ever addicted to illicit or recreational drugs_Yes,0.12,0.12,2,8,0.01
Ever addicted to illicit or recreational drugs,C0332266,Illicit,Illicit. ,0,0.4,0.0,0.0,0.0,0.0016,0.778,-0.002,0.0,Ever addicted to illicit or recreational drugs_Yes,0.12,0.12,99,10,inf
Ever addicted to illicit or recreational drugs,C0242508,Recreational Drugs,Recreational Drugs. A drug used for personal enjoyment rather than for medicinal purposes.,0,0.505,0.0,0.0,0.0,0.0016,0.778,-0.002,0.0,Ever addicted to illicit or recreational drugs_Yes,0.12,0.12,2,114,2.07
Leg pain when standing still or sitting infrequent,C0023222,Pain in lower limb,Pain in lower limb. A sensation of discomfort emanating from the femur or its supporting structures.,0,0.587,0.0,0.0,0.0,0.0,0.7389,-0.002,0.0,Leg pain when standing still or sitting_infrequent_,0.12,0.12,2,198,1.38
Leg pain when standing still or sitting infrequent,C0231472,Standing position,Standing position. The act of assuming or maintaining an erect upright position.,0,0.302,0.0,0.0,0.0,0.0,0.7389,-0.002,0.0,Leg pain when standing still or sitting_infrequent_,0.12,0.12,3,126,31.5
Leg pain when standing still or sitting infrequent,C0277814,Sitting position,Sitting position. The state or act of one who sits; the posture of one who occupies a seat.,0,0.396,0.0,0.0,0.0,0.0,0.7389,-0.002,0.0,Leg pain when standing still or sitting_infrequent_,0.12,0.12,2,0,0.0
Leg pain when standing still or sitting infrequent,C2584297,Sitting Function,"Sitting Function. Putting the weight of the body, against the ground or a horizontal object such as a chair seat.",0,0.447,0.0,0.0,0.0,0.0,0.7389,-0.002,0.0,Leg pain when standing still or sitting_infrequent_,0.12,0.12,2,3,0.5
Doctor diagnosed alpha-1 antitrypsin deficiency infrequent,C0221757,alpha 1-Antitrypsin Deficiency,alpha 1-Antitrypsin Deficiency. Deficiency of the protease inhibitor ALPHA 1-ANTITRYPSIN that manifests primarily as PULMONARY EMPHYSEMA and LIVER CIRRHOSIS.,0,0.7,0.0,0.0,0.0,0.0,0.7389,-0.002,0.0,Doctor diagnosed alpha-1 antitrypsin deficiency_infrequent_,0.26,0.26,2,0,0.0
HSV-2 seropositivity for Herpes Simplex virus-2 True,C0019351,"herpesvirus 2, human","herpesvirus 2, human. A species of SIMPLEXVIRUS associated with genital infections (HERPES GENITALIS). It is transmitted by sexual intercourse and close personal contact.",0,0.537,0.0,0.0,0.0,0.0,0.7385,0.002,0.0007,HSV-2 seropositivity for Herpes Simplex virus-2_True,-0.05,-0.05,2,219,0.81
HSV-2 seropositivity for Herpes Simplex virus-2 True,C0206558,Simplexvirus,"Simplexvirus. A genus of the family HERPESVIRIDAE, subfamily ALPHAHERPESVIRINAE, consisting of herpes simplex-like viruses. The type species is HERPESVIRUS 1, HUMAN.",0,0.473,0.0,0.0,0.0,0.0,0.7385,0.002,0.0007,HSV-2 seropositivity for Herpes Simplex virus-2_True,-0.05,-0.05,2,0,0.0
HSV-2 seropositivity for Herpes Simplex virus-2 True,C0319232,Human herpes simplex virus,"Human herpes simplex virus. A genus of enveloped, spherical or pleomorphic viruses with a capsid with T=16 icosahedral symmetry and surrounded by amorphous tegument, in the family Herpesviridae. The genome is composed of monopartite, linear double-stranded DNA. Simplexviruses are found in humans and mammals, may remain latent in neurons and cause skin blisters and mucosal ulcers in humans.",0,0.49,0.0,0.0,0.0,0.0,0.7385,0.002,0.0007,HSV-2 seropositivity for Herpes Simplex virus-2_True,-0.05,-0.05,2,0,0.0
HSV-2 seropositivity for Herpes Simplex virus-2 True,C0206679,"herpesvirus 1, human","herpesvirus 1, human. The type species of SIMPLEXVIRUS causing most forms of non-genital herpes simplex in humans. Primary infection occurs mainly in infants and young children and then the virus becomes latent in the dorsal root ganglion. It then is periodically reactivated throughout life causing mostly benign conditions.",0,0.47,0.0,0.0,0.0,0.0,0.7385,0.002,0.0007,HSV-2 seropositivity for Herpes Simplex virus-2_True,-0.05,-0.05,2,96,0.18
Other disorders of stomach and duodenum,C3714551,Stomach structure,"Stomach structure. An area of the stomach, not otherwise specified.",0,0.614,0.0,2.0,0.4,0.0226,0.73,0.01,0.0,Other disorders of stomach and duodenum,0.43,0.66,99,78,inf
Other disorders of stomach and duodenum,C4266636,Abdomen>Stomach,Abdomen>Stomach. ,0,0.505,0.0,2.0,0.4,0.0226,0.73,0.01,0.0,Other disorders of stomach and duodenum,0.43,0.66,99,707,inf
Other disorders of stomach and duodenum,C0391903,Duodenum and duodenum,Duodenum and duodenum. ,0,0.609,0.0,2.0,0.4,0.0226,0.73,0.01,0.0,Other disorders of stomach and duodenum,0.43,0.66,99,0,0.0
Z37.0 - Single live birth,C0481457,Single live birth,Single live birth. ,0,0.783,0.0,0.0,0.0,0.0024,0.7011,0.006,0.0,Z37.0 - Single live birth,-0.1,-0.1,2,7,1.75
"F32.9 - Depressive episode, unspecified",C0349217,"Depressive episode, unspecified","Depressive episode, unspecified. ",0,0.636,0.0,0.0,0.0,0.0026,0.6883,0.006,0.0006,"F32.9 - Depressive episode, unspecified",0.09,0.09,2,7,0.04
Probable recurrent major depression (moderate),C0205081,Moderate (severity modifier),"Moderate (severity modifier). <p>Privacy metadata indicating the level of protection required to safeguard personal and healthcare information, which if disclosed without authorization, would present a moderate risk of harm to an individual's reputation and sense of privacy.</p><i>Usage Note:</i>The level of protection afforded moderately confidential information is dictated by privacy policies intended to engender trust in a service provider. May include publicly available information in jurisdictions that restrict uses of that information without the consent of the data subject.<p>Privacy policies mandating moderate levels of protection, which preempt less protective privacy policies. ""Moderate"" confidentiality policies differ from and would be preempted by the prevailing privacy policies mandating the normative level of protection for information used in the delivery and management of healthcare.</p>Confidentiality code total order hierarchy: Moderate (M) is less protective than<i>V, R, and N*, and subsumes all other protection levels (i.e., *L</i>and *U*).<b>Examples:</b>Includes personal and health information that an individual authorizes to be collected, accessed, used or disclosed to a bank for a health credit card or savings account; to health oversight authorities; to a hospital patient directory; to worker compensation, disability, property and casualty or life insurers; and to personal health record systems, consumer-controlled devices, social media accounts and online Apps; or for marketing purposes",0,0.394,0.0,0.0,0.0,0.0009,0.6476,0.003,0.0,Probable recurrent major depression (moderate)_Yes,0.07,0.07,99,150,inf
Salt added to food Usually,C0036140,Salts,"Salts. Substances produced from the reaction between acids and bases; compounds consisting of a metal (positive) and nonmetal (negative) radical. (Grant & Hackh's Chemical Dictionary, 5th ed)",0,0.472,0.0,1.0,0.2,0.0023,0.6418,0.003,0.0,Salt added to food_Usually,0.16,0.22,2,38,0.05
Salt added to food Usually,C0037494,sodium chloride,sodium chloride. A ubiquitous sodium salt that is commonly used to season food.,0,0.679,0.0,1.0,0.2,0.0023,0.6418,0.003,0.0,Salt added to food_Usually,0.16,0.22,2,39,0.01
Salt added to food Usually,C0206136,"Sodium Chloride, Dietary","Sodium Chloride, Dietary. Sodium chloride used in foods.",0,0.712,0.0,1.0,0.2,0.0023,0.6418,0.003,0.0,Salt added to food_Usually,0.16,0.22,2,539,1.95
Salt added to food Usually,C3540798,Food allergenic extracts,Food allergenic extracts. ,0,0.362,0.0,1.0,0.2,0.0023,0.6418,0.003,0.0,Salt added to food_Usually,0.16,0.22,99,0,0.0
Doctor diagnosed asbestosis infrequent,C0003949,Asbestosis,"Asbestosis. A form of pneumoconiosis caused by inhalation of asbestos fibers which elicit potent inflammatory responses in the parenchyma of the lung. The disease is characterized by interstitial fibrosis of the lung, varying from scattered sites to extensive scarring of the alveolar interstitium.",0,0.6,0.0,0.0,0.0,0.0,0.6374,-0.003,0.0008,Doctor diagnosed asbestosis_infrequent_,0.22,0.22,2,0,0.0
Other peripheral nerve disorders,C4721453,Peripheral Nervous System Diseases,"Peripheral Nervous System Diseases. Diseases of the peripheral nerves external to the brain and spinal cord, which includes diseases of the nerve roots, ganglia, plexi, autonomic nerves, sensory nerves, and motor nerves.",0,0.86,0.0,0.0,0.0,0.0041,0.6286,0.001,0.0,Other peripheral nerve disorders,0.21,0.21,2,0,0.0
Other headache syndromes,C0393735,Headache Disorders,"Headache Disorders. Various conditions with the symptom of HEADACHE. Headache disorders are classified into major groups, such as PRIMARY HEADACHE DISORDERS (based on characteristics of their headache symptoms) and SECONDARY HEADACHE DISORDERS (based on their etiologies). (International Classification of Headache Disorders, 2nd ed. Cephalalgia 2004: suppl 1)",0,0.85,0.0,0.0,0.0,0.0009,0.613,0.003,0.0,Other headache syndromes,0.04,0.04,2,357,3.43
Surgery/amputation of toe or leg,C0023216,Lower Extremity,"Lower Extremity. The region of the lower limb in animals, extending from the gluteal region to the FOOT, and including the BUTTOCKS; HIP; and LEG.",0,0.557,0.0,0.0,0.0,0.0,0.608,0.003,0.0,Surgery/amputation of toe or leg_No,-0.05,-0.05,2,7,0.0
Surgery/amputation of toe or leg,C1140621,Leg,Leg. The inferior part of the lower extremity between the KNEE and the ANKLE.,0,0.471,0.0,0.0,0.0,0.0,0.608,0.003,0.0,Surgery/amputation of toe or leg_No,-0.05,-0.05,2,0,0.0
Surgery/amputation of toe or leg infrequent,C0023216,Lower Extremity,"Lower Extremity. The region of the lower limb in animals, extending from the gluteal region to the FOOT, and including the BUTTOCKS; HIP; and LEG.",0,0.35,0.0,0.0,0.0,0.0,0.6001,0.003,0.0,Surgery/amputation of toe or leg_infrequent_,0.06,0.06,2,7,0.0
Surgery/amputation of toe or leg infrequent,C1140621,Leg,Leg. The inferior part of the lower extremity between the KNEE and the ANKLE.,0,0.333,0.0,0.0,0.0,0.0,0.6001,0.003,0.0,Surgery/amputation of toe or leg_infrequent_,0.06,0.06,2,0,0.0
Hemorrhage of rectum and anus,C0029163,Oral Hemorrhage,"Oral Hemorrhage. Bleeding from the blood vessels of the mouth, which may occur as a result of injuries to the mouth, accidents in oral surgery, or diseases of the gums.",0,0.405,0.0,1.0,0.2,0.0012,0.57,-0.008,0.0,Hemorrhage of rectum and anus,0.16,0.23,2,480,14.12
Hemorrhage of rectum and anus,C0426747,Bleeding from anus,Bleeding from anus. Bleeding originating from the anal area.,0,0.904,0.0,1.0,0.2,0.0012,0.57,-0.008,0.0,Hemorrhage of rectum and anus,0.16,0.23,2,94,23.5
Hemorrhage of rectum and anus,C0034896,Rectum,"Rectum. The distal segment of the LARGE INTESTINE, between the SIGMOID COLON and the ANAL CANAL.",0,0.477,0.0,1.0,0.2,0.0012,0.57,-0.008,0.0,Hemorrhage of rectum and anus,0.16,0.23,2,90,0.08
Hemorrhage of rectum and anus,C4482211,Pelvis>Rectum,Pelvis>Rectum. ,0,0.531,0.0,1.0,0.2,0.0012,0.57,-0.008,0.0,Hemorrhage of rectum and anus,0.16,0.23,99,984,inf
Hemorrhage of rectum and anus,C0003461,Anus,"Anus. The lower opening of the digestive tract, lying in the cleft between the buttocks, through which fecal matter is extruded.",0,0.581,0.0,1.0,0.2,0.0012,0.57,-0.008,0.0,Hemorrhage of rectum and anus,0.16,0.23,2,25,0.04
Stiffness method Not performed - equipment failure,C0014672,Equipment,Equipment. ,0,0.255,0.0,0.0,0.0,0.0003,0.5656,0.004,0.0,Stiffness method_Not performed - equipment failure,-0.16,-0.16,2,0,0.0
Stiffness method Not performed - equipment failure,C0220824,Equipment used,Equipment used. ,0,0.289,0.0,0.0,0.0,0.0003,0.5656,0.004,0.0,Stiffness method_Not performed - equipment failure,-0.16,-0.16,99,3,inf
Stiffness method Not performed - equipment failure,C1523994,"Diagnostic, Therapeutic, and Research Equipment","Diagnostic, Therapeutic, and Research Equipment. A manufactured object that is used to perform diagnostic, therapeutic or research activities.",0,0.167,0.0,0.0,0.0,0.0003,0.5656,0.004,0.0,Stiffness method_Not performed - equipment failure,-0.16,-0.16,3,24,2.67
Stiffness method Not performed - equipment failure,C0231174,Failure (biologic function),Failure (biologic function). ,0,0.226,0.0,0.0,0.0,0.0003,0.5656,0.004,0.0,Stiffness method_Not performed - equipment failure,-0.16,-0.16,99,185,inf
Ever addicted to illicit or recreational drugs infrequent,C0858354,addict,addict. ,0,0.578,0.0,0.0,0.0,0.0,0.5637,-0.004,0.0007,Ever addicted to illicit or recreational drugs_infrequent_,0.12,0.12,2,8,0.01
Ever addicted to illicit or recreational drugs infrequent,C0332266,Illicit,Illicit. ,0,0.34,0.0,0.0,0.0,0.0,0.5637,-0.004,0.0007,Ever addicted to illicit or recreational drugs_infrequent_,0.12,0.12,99,10,inf
Ever addicted to illicit or recreational drugs infrequent,C0242508,Recreational Drugs,Recreational Drugs. A drug used for personal enjoyment rather than for medicinal purposes.,0,0.435,0.0,0.0,0.0,0.0,0.5637,-0.004,0.0007,Ever addicted to illicit or recreational drugs_infrequent_,0.12,0.12,2,114,2.07
Age macular degeneration diagnosed infrequent,C0024437,Macular degeneration,Macular degeneration. Degenerative changes in the RETINA usually of older adults which results in a loss of vision in the center of the visual field (the MACULA LUTEA) because of damage to the retina. It occurs in dry and wet forms.,0,0.609,0.0,0.0,0.0,0.0001,0.5632,-0.004,0.0,Age macular degeneration diagnosed_infrequent_,0.21,0.21,2,82,0.32
Age macular degeneration diagnosed infrequent,C0242383,Age related macular degeneration,"Age related macular degeneration. Age-related loss of vision in the central portion of the retina (macula), secondary to retinal degeneration.",0,0.726,0.0,0.0,0.0,0.0001,0.5632,-0.004,0.0,Age macular degeneration diagnosed_infrequent_,0.21,0.21,2,0,0.0
Postoperative infection,C0392618,Postoperative infection,Postoperative infection. Any infection documented following a surgical procedure that was not evident or suspected prior to the procedure.,0,0.935,0.0,0.0,0.0,0.0003,0.5592,0.007,0.0,Postoperative infection,0.03,0.03,2,48,0.09
Z80.0 - Family history of malignant neoplasm of digestive organs,C1306459,Primary malignant neoplasm,Primary malignant neoplasm. A malignant tumor at the original site of growth.,0,0.31,0.0,2.0,0.5,0.0015,0.554,0.009,0.0,Z80.0 - Family history of malignant neoplasm of digestive organs,0.22,0.3,2,0,0.0
Z80.0 - Family history of malignant neoplasm of digestive organs,C0227435,Digestive organ structure,Digestive organ structure. ,0,0.271,0.0,2.0,0.5,0.0015,0.554,0.009,0.0,Z80.0 - Family history of malignant neoplasm of digestive organs,0.22,0.3,2,73,0.89
Eye problems/disorders Injury or trauma resulting in loss of vision,C0043251,Wounds and Injuries,"Wounds and Injuries. Damage inflicted on the body as the direct or indirect result of an external force, with or without disruption of structural continuity.",0,0.537,0.0,0.0,0.0,0.0,0.5236,-0.004,0.0,Eye problems/disorders_Injury or trauma resulting in loss of vision,0.08,0.08,2,466,0.11
Eye problems/disorders Injury or trauma resulting in loss of vision,C1510467,trauma qualifier,"trauma qualifier. Used with anatomic headings, animals, and sports for wounds and injuries. Excludes cell damage, for which ""pathology"" is used.",0,0.405,0.0,0.0,0.0,0.0,0.5236,-0.004,0.0,Eye problems/disorders_Injury or trauma resulting in loss of vision,0.08,0.08,99,0,0.0
Eye problems/disorders Injury or trauma resulting in loss of vision,C3263723,Traumatic injury,"Traumatic injury. Damage inflicted on the body as the direct or indirect result of an external force, with or without disruption of structural continuity.",0,0.523,0.0,0.0,0.0,0.0,0.5236,-0.004,0.0,Eye problems/disorders_Injury or trauma resulting in loss of vision,0.08,0.08,2,632,3.9
Eye problems/disorders Injury or trauma resulting in loss of vision,C0042798,Low Vision,"Low Vision. Vision considered to be inferior to normal vision as represented by accepted standards of acuity, field of vision, or motility. Low vision generally refers to visual disorders that are caused by diseases that cannot be corrected by refraction (e.g., MACULAR DEGENERATION; RETINITIS PIGMENTOSA; DIABETIC RETINOPATHY, etc.).",0,0.619,0.0,0.0,0.0,0.0,0.5236,-0.004,0.0,Eye problems/disorders_Injury or trauma resulting in loss of vision,0.08,0.08,2,0,0.0
Eye problems/disorders Injury or trauma resulting in loss of vision,C3665346,Unspecified visual loss,Unspecified visual loss. A condition in which the ability to see is impaired.,0,0.743,0.0,0.0,0.0,0.0,0.5236,-0.004,0.0,Eye problems/disorders_Injury or trauma resulting in loss of vision,0.08,0.08,2,15,1.5
Eye problems/disorders Injury or trauma resulting in loss of vision,C3665386,Abnormal vision,Abnormal vision. Disturbance of eyesight.,0,0.706,0.0,0.0,0.0,0.0,0.5236,-0.004,0.0,Eye problems/disorders_Injury or trauma resulting in loss of vision,0.08,0.08,2,588,84.0
Hallux valgus (Bunion),C0018536,Hallux Valgus,"Hallux Valgus. Lateral displacement of the great toe (HALLUX), producing deformity of the first METATARSOPHALANGEAL JOINT with callous, bursa, or BUNION formation over the bony prominence.",0,0.843,0.0,0.0,0.0,0.0005,0.5221,-0.005,0.0,Hallux valgus (Bunion),-0.04,-0.04,2,186,1.66
Hallux valgus (Bunion),C0158458,Acquired hallux valgus,Acquired hallux valgus. A non-congenital deformity characterized by lateral deviation of the great toe.,0,0.719,0.0,0.0,0.0,0.0005,0.5221,-0.005,0.0,Hallux valgus (Bunion),-0.04,-0.04,99,28,inf
Hallux valgus (Bunion),C0265656,Congenital hallux valgus,Congenital hallux valgus. ,0,0.788,0.0,0.0,0.0,0.0005,0.5221,-0.005,0.0,Hallux valgus (Bunion),-0.04,-0.04,99,41,inf
Hallux valgus (Bunion),C0006386,Bunion,Bunion. Abnormal swelling of the inner aspect of the first metatarsal head affecting the first METATARSOPHALANGEAL JOINT.,0,0.656,0.0,0.0,0.0,0.0005,0.5221,-0.005,0.0,Hallux valgus (Bunion),-0.04,-0.04,2,266,22.17
Doctor diagnosed lung cancer (not mesothelioma),C0684249,Carcinoma of lung,"Carcinoma of lung. A carcinoma originating in the lung. Lung carcinomas usually arise from the epithelium that lines the bronchial tree (bronchogenic carcinomas), and are classified as small cell or non-small cell carcinomas. Non-small cell lung carcinomas are usually adenocarcinomas, squamous cell carcinomas, or large cell carcinomas. Metastatic carcinomas to the lung are also common, and can be difficult to distinguish from primary tumors.",0,0.487,0.0,1.0,0.3,0.0,0.507,0.004,0.0,Doctor diagnosed lung cancer (not mesothelioma)_No,-0.05,-0.05,2,48,0.53
Doctor diagnosed lung cancer (not mesothelioma),C1306460,Primary malignant neoplasm of lung,Primary malignant neoplasm of lung. ,0,0.686,0.0,1.0,0.3,0.0,0.507,0.004,0.0,Doctor diagnosed lung cancer (not mesothelioma)_No,-0.05,-0.05,2,16,0.31
"stress incontinence, female",C0042025,Urinary Stress Incontinence,"Urinary Stress Incontinence. Involuntary discharge of URINE as a result of physical activities that increase abdominal pressure on the URINARY BLADDER without detrusor contraction or overdistended bladder. The subtypes are classified by the degree of leakage, descent and opening of the bladder neck and URETHRA without bladder contraction, and sphincter deficiency.",0,0.771,0.0,0.0,0.0,0.0006,0.4995,-0.004,0.0,"stress incontinence, female",0.17,0.17,2,56,0.12
"stress incontinence, female",C1705497,"Female, Self-Report","Female, Self-Report. An individual who reports to be female, the sex that ordinarily produces ova.",0,0.24,0.0,0.0,0.0,0.0006,0.4995,-0.004,0.0,"stress incontinence, female",0.17,0.17,99,79,inf
Retention of urine,C0035280,Retention (Psychology),Retention (Psychology). The persistence to perform a learned behavior (facts or experiences) after an interval has elapsed in which there has been no performance or practice of the behavior.,0,0.34,0.0,0.0,0.0,0.0003,0.4963,-0.0,0.0,Retention of urine,0.0,0.18,99,0,0.0
Retention of urine,C0333117,Retention of content,Retention of content. The condition of remaining in a place or position or of holding within.,0,0.485,0.0,0.0,0.0,0.0003,0.4963,-0.0,0.0,Retention of urine,0.0,0.18,99,17,inf
Retention of urine,C0042036,Urine,"Urine. Liquid by-product of excretion produced in the kidneys, temporarily stored in the bladder until discharge through the URETHRA.",0,0.597,0.0,0.0,0.0,0.0003,0.4963,-0.0,0.0,Retention of urine,0.0,0.18,2,0,0.0
Retention of urine,C0042037,In Urine,"In Urine. Used for the presence or analysis of substances in the urine, and also for the examination of, or changes in, the urine in disease.",0,0.329,0.0,0.0,0.0,0.0003,0.4963,-0.0,0.0,Retention of urine,0.0,0.18,99,0,0.0
Doctor diagnosed asbestosis,C0003949,Asbestosis,"Asbestosis. A form of pneumoconiosis caused by inhalation of asbestos fibers which elicit potent inflammatory responses in the parenchyma of the lung. The disease is characterized by interstitial fibrosis of the lung, varying from scattered sites to extensive scarring of the alveolar interstitium.",0,0.584,0.0,0.0,0.0,0.0016,0.4739,0.004,0.0,Doctor diagnosed asbestosis_No,0.13,0.13,2,0,0.0
