feature_name,cui,cui_nomenclature,cui_def,KG_Hits,sim_score,feature_level_min_kg_hits,feature_level_sum_kg_hits,feature_level_avg_kg_hits,feature_importance,p_val,corr,MutualInfoTarget,raw_name,F.Split-Lift (y==1),F.Split-Support,F.Split-Feature Split,sim_score_target_feat,sim_score_target_cui,shortest_path_length
Haemoglobin concentration,C0019046,Hemoglobin,Hemoglobin. The oxygen-carrying proteins of ERYTHROCYTES. They are found in all vertebrates and some invertebrates. The number of globin subunits in the hemoglobin quaternary structure differs between species. Structures range from monomeric to a variety of multimeric arrangements.,0,0.724,0.0,0.0,0.0,0.0311,0.0,-0.01,0.0064,Haemoglobin concentration,1.64,1465,-2.80 <= Haemoglobin concentration < -2.10,-0.03,-0.03,2
Haemoglobin concentration,C0019016,Hemoglobin A,Hemoglobin A. Normal adult human hemoglobin. The globin moiety consists of two alpha and two beta chains.,0,0.479,0.0,0.0,0.0,0.0311,0.0,-0.01,0.0064,Haemoglobin concentration,1.64,1465,-2.80 <= Haemoglobin concentration < -2.10,-0.03,-0.03,2
Haemoglobin concentration,C0019020,Hemoglobin C,Hemoglobin C. A commonly occurring abnormal hemoglobin in which lysine replaces a glutamic acid residue at the sixth position of the beta chains. It results in reduced plasticity of erythrocytes.,0,0.614,0.0,0.0,0.0,0.0311,0.0,-0.01,0.0064,Haemoglobin concentration,1.64,1465,-2.80 <= Haemoglobin concentration < -2.10,-0.03,-0.03,2
Urea,C0041942,urea,urea. A compound formed in the liver from ammonia produced by the deamination of amino acids. It is the principal end product of protein catabolism and constitutes about one half of the total urinary solids.,0,0.778,0.0,0.0,0.0,0.0308,0.0,0.092,0.0172,Urea,2.39,1761,1.90 <= Urea < 2.70,0.13,0.13,2
Coffee intake,C0009237,Coffee,Coffee. A beverage made from ground COFFEA beans (SEEDS) infused in hot water. It generally contains CAFFEINE and THEOPHYLLINE unless it is decaffeinated.,0,0.631,0.0,0.0,0.0,0.0295,0.0,-0.049,0.0014,Coffee intake,1.17,25859,-1.20 <= Coffee intake < -0.71,-0.02,-0.02,2
Coffee intake,C1512806,Intake,"Intake. The process of taking in a substance, especially by eating or drinking, or the quantities thereof; admittance of people to a place or organization at a particular time.",0,0.474,0.0,0.0,0.0,0.0295,0.0,-0.049,0.0014,Coffee intake,1.17,25859,-1.20 <= Coffee intake < -0.71,-0.02,-0.02,99
Coffee intake,C3251814,Fluid Intake Measurement,Fluid Intake Measurement. Actions performed to measure the amount of fluid volume taken into the body,0,0.363,0.0,0.0,0.0,0.0295,0.0,-0.049,0.0014,Coffee intake,1.17,25859,-1.20 <= Coffee intake < -0.71,-0.02,-0.02,99
Microalbumin in urine,C2362049,Microalbumin,"Microalbumin. Albumin protein in urine samples, which is a marker for kidney dysfunction. Persistently elevated concentrations of albumin in the urine can be diagnostic for kidney damage caused by diabetes, high blood pressure, heart failure, cirrhosis, or lupus.",0,0.856,0.0,0.0,0.0,0.0284,0.0,0.016,0.0218,Microalbumin in urine,2.64,1415,0.85 <= Microalbumin in urine < 7.50,0.06,0.06,2
Microalbumin in urine,C0042036,Urine,"Urine. Liquid by-product of excretion produced in the kidneys, temporarily stored in the bladder until discharge through the URETHRA.",0,0.597,0.0,0.0,0.0,0.0284,0.0,0.016,0.0218,Microalbumin in urine,2.64,1415,0.85 <= Microalbumin in urine < 7.50,0.06,0.06,2
Microalbumin in urine,C0042037,In Urine,"In Urine. Used for the presence or analysis of substances in the urine, and also for the examination of, or changes in, the urine in disease.",0,0.516,0.0,0.0,0.0,0.0284,0.0,0.016,0.0218,Microalbumin in urine,2.64,1415,0.85 <= Microalbumin in urine < 7.50,0.06,0.06,99
Z51.5 - Palliative care,C0030231,Palliative Care,"Palliative Care. Care alleviating symptoms without curing the underlying disease. (Stedman, 25th ed)",0,0.642,0.0,0.0,0.0,0.0244,0.7013,-0.004,0.0013,Z51.5 - Palliative care,1.02,90035,-0.46 <= Z51.5 - Palliative care < 0.85,-0.0,-0.0,2
Z51.5 - Palliative care,C0557533,Hospice and Palliative Care Nursing,"Hospice and Palliative Care Nursing. A nursing specialty concerned with care of patients facing serious or life-threatening illnesses. The goal of palliative nursing is to prevent and relieve suffering, and to support the best possible quality of life for patients and their families. Hospice nursing is palliative care for people in their final stages of life.",0,0.529,0.0,0.0,0.0,0.0244,0.7013,-0.004,0.0013,Z51.5 - Palliative care,1.02,90035,-0.46 <= Z51.5 - Palliative care < 0.85,-0.0,-0.0,3
Tea intake,C0039400,Tea,"Tea. The infusion of leaves of CAMELLIA SINENSIS (formerly Thea sinensis) as a beverage, the familiar Asian tea, which contains CATECHIN (especially epigallocatechin gallate) and CAFFEINE.",0,0.545,0.0,0.0,0.0,0.0206,0.0,-0.019,0.0006,Tea intake,1.09,34107,-1.00 <= Tea intake < 0.09,0.07,0.08,2
Tea intake,C1512806,Intake,"Intake. The process of taking in a substance, especially by eating or drinking, or the quantities thereof; admittance of people to a place or organization at a particular time.",0,0.508,0.0,0.0,0.0,0.0206,0.0,-0.019,0.0006,Tea intake,1.09,34107,-1.00 <= Tea intake < 0.09,0.07,0.08,99
Tea intake,C3251814,Fluid Intake Measurement,Fluid Intake Measurement. Actions performed to measure the amount of fluid volume taken into the body,0,0.373,0.0,0.0,0.0,0.0206,0.0,-0.019,0.0006,Tea intake,1.09,34107,-1.00 <= Tea intake < 0.09,0.07,0.08,99
(MS) multiple sclerosis genetic risk,C0026221,Mississippi (geographic location),"Mississippi (geographic location). State bounded on the north by Tennessee, on the east by Alabama, on the south by Louisiana and Gulf of Mexico, and on the west by Arkansas and Louisiana.",0,0.234,0.0,0.0,0.0,0.019,0.0011,0.011,0.3067,(MS) multiple sclerosis genetic risk,1.18,2699,(MS) multiple sclerosis genetic risk >= 2.10,0.08,0.1,99
(MS) multiple sclerosis genetic risk,C0026269,Mitral Valve Stenosis,"Mitral Valve Stenosis. Narrowing of the passage through the MITRAL VALVE due to FIBROSIS, and CALCINOSIS in the leaflets and chordal areas. This elevates the left atrial pressure which, in turn, raises pulmonary venous and capillary pressure leading to bouts of DYSPNEA and TACHYCARDIA during physical exertion. RHEUMATIC FEVER is its primary cause.",0,0.244,0.0,0.0,0.0,0.019,0.0011,0.011,0.3067,(MS) multiple sclerosis genetic risk,1.18,2699,(MS) multiple sclerosis genetic risk >= 2.10,0.08,0.1,2
(MS) multiple sclerosis genetic risk,C0026769,Multiple Sclerosis,"Multiple Sclerosis. An autoimmune disorder mainly affecting young adults and characterized by destruction of myelin in the central nervous system. Pathologic findings include multiple sharply demarcated areas of demyelination throughout the white matter of the central nervous system. Clinical manifestations include visual loss, extra-ocular movement disorders, paresthesias, loss of sensation, weakness, dysarthria, spasticity, ataxia, and bladder dysfunction. The usual pattern is one of recurrent attacks followed by partial recovery (see MULTIPLE SCLEROSIS, RELAPSING-REMITTING), but acute fulminating and chronic progressive forms (see MULTIPLE SCLEROSIS, CHRONIC PROGRESSIVE) also occur. (Adams et al., Principles of Neurology, 6th ed, p903)",0,0.685,0.0,0.0,0.0,0.019,0.0011,0.011,0.3067,(MS) multiple sclerosis genetic risk,1.18,2699,(MS) multiple sclerosis genetic risk >= 2.10,0.08,0.1,2
(MS) multiple sclerosis genetic risk,C1517512,Genetic Risk,Genetic Risk. Risk of developing a disease based on a patient's heredity,0,0.602,0.0,0.0,0.0,0.019,0.0011,0.011,0.3067,(MS) multiple sclerosis genetic risk,1.18,2699,(MS) multiple sclerosis genetic risk >= 2.10,0.08,0.1,2
Z92.1 - Personal history of long-term (current) use of anticoagulants,C0424945,Social and personal history,Social and personal history. ,0,0.298,0.0,1.0,0.3,0.0149,0.0112,0.001,0.0017,Z92.1 - Personal history of long-term (current) use of anticoagulants,1.66,2685,Z92.1 - Personal history of long-term (current) use of anticoagulants >= 1.30,0.04,0.04,99
Z92.1 - Personal history of long-term (current) use of anticoagulants,C0003280,Anticoagulants,Anticoagulants. Agents that prevent BLOOD CLOTTING.,0,0.52,0.0,1.0,0.3,0.0149,0.0112,0.001,0.0017,Z92.1 - Personal history of long-term (current) use of anticoagulants,1.66,2685,Z92.1 - Personal history of long-term (current) use of anticoagulants >= 1.30,0.04,0.04,2
Testosterone,C0039601,testosterone,"testosterone. A potent androgenic steroid and major product secreted by the LEYDIG CELLS of the TESTIS. Its production is stimulated by LUTEINIZING HORMONE from the PITUITARY GLAND. In turn, testosterone exerts feedback control of the pituitary LH and FSH secretion. Depending on the tissues, testosterone can be further converted to DIHYDROTESTOSTERONE or ESTRADIOL.",0,0.768,0.0,0.0,0.0,0.0148,0.2638,-0.016,0.0911,Testosterone,1.41,7043,-1.40 <= Testosterone < -0.47,-0.03,-0.03,2
Testosterone,C4721537,Therapeutic Testosterone,"Therapeutic Testosterone. A synthetic form of the endogenous androgenic steroid testosterone. In vivo, testosterone is irreversibly converted to dihydrotestosterone (DHT) in target tissues by the enzyme 5-alpha reductase. Testosterone or DHT ligand-androgen receptor complexes act as transcription factor complexes, stimulating the expression of various responsive genes. DHT binds with higher affinity to androgen receptors than testosterone, activating gene expression more efficiently. In addition, testosterone is irreversibly converted to estradiol by the enzyme complex aromatase, particularly in the liver and adipose tissue. Testosterone and DHT promote the development and maintenance of male sex characteristics related to the internal and external genitalia, skeletal muscle, and hair follicles; estradiol promotes epiphyseal maturation and bone mineralization. Due to rapid metabolism by the liver, therapeutic testosterone is generally administered as an ester derivative.",0,0.646,0.0,0.0,0.0,0.0148,0.2638,-0.016,0.0911,Testosterone,1.41,7043,-1.40 <= Testosterone < -0.47,-0.03,-0.03,99
Testosterone,C0523912,Testosterone measurement,Testosterone measurement. The determination of the amount of testosterone present in a sample.,0,0.758,0.0,0.0,0.0,0.0148,0.2638,-0.016,0.0911,Testosterone,1.41,7043,-1.40 <= Testosterone < -0.47,-0.03,-0.03,2
Triglycerides Blood biochemistry,C0202236,Triglycerides measurement,Triglycerides measurement. A quantitative measurement of the amount of triglyceride present in a sample.,0,0.904,0.0,1.0,0.5,0.014,0.0,0.084,0.0394,Triglycerides Blood biochemistry,1.92,2452,Triglycerides Blood biochemistry >= 2.50,0.16,0.16,99
Home area population density - urban or rural Scotland - Other Urban Area,C0178587,density,density. The amount of something per unit size.,0,0.276,0.0,0.0,0.0,0.0136,0.0,-0.027,0.0005,Home area population density - urban or rural_Scotland - Other Urban Area,1.01,90570,Home area population density - urban or rural_Scotland - Other Urban Area < 0.50,-0.0,0.01,2
Home area population density - urban or rural Scotland - Other Urban Area,C0442529,Urban environment,"Urban environment. A delineated geographic area encompassing residential, commercial, and other non-residential urban land uses with a residential population of 50,000 or more people and a density of 1,000 people or more per square mile.",0,0.339,0.0,0.0,0.0,0.0136,0.0,-0.027,0.0005,Home area population density - urban or rural_Scotland - Other Urban Area,1.01,90570,Home area population density - urban or rural_Scotland - Other Urban Area < 0.50,-0.0,0.01,3
Home area population density - urban or rural Scotland - Other Urban Area,C0724128,Urban tradename,Urban tradename. ,0,0.187,0.0,0.0,0.0,0.0136,0.0,-0.027,0.0005,Home area population density - urban or rural_Scotland - Other Urban Area,1.01,90570,Home area population density - urban or rural_Scotland - Other Urban Area < 0.50,-0.0,0.01,99
Home area population density - urban or rural Scotland - Other Urban Area,C2700386,Urban - qualifier,"Urban - qualifier. Relating to, located in, or characteristic of a city or densely populated area.",0,0.386,0.0,0.0,0.0,0.0136,0.0,-0.027,0.0005,Home area population density - urban or rural_Scotland - Other Urban Area,1.01,90570,Home area population density - urban or rural_Scotland - Other Urban Area < 0.50,-0.0,0.01,99
Home area population density - urban or rural Scotland - Other Urban Area,C0178876,urban area,"urban area. of, relating to, or located in a city area.",0,0.334,0.0,0.0,0.0,0.0136,0.0,-0.027,0.0005,Home area population density - urban or rural_Scotland - Other Urban Area,1.01,90570,Home area population density - urban or rural_Scotland - Other Urban Area < 0.50,-0.0,0.01,3
Chronic renal failure [CKD],C0022661,"Kidney Failure, Chronic","Kidney Failure, Chronic. The end-stage of CHRONIC RENAL INSUFFICIENCY. It is characterized by the severe irreversible kidney damage (as measured by the level of PROTEINURIA) and the reduction in GLOMERULAR FILTRATION RATE to less than 15 ml per min (Kidney Foundation: Kidney Disease Outcome Quality Initiative, 2002). These patients generally require HEMODIALYSIS or KIDNEY TRANSPLANTATION.",0,0.805,0.0,0.0,0.0,0.013,0.0657,0.025,0.0027,Chronic renal failure [CKD],0.97,89920,-0.59 <= Chronic renal failure [CKD] < 0.34,0.16,0.16,2
Chronic renal failure [CKD],C1561643,Chronic Kidney Diseases,Chronic Kidney Diseases. Impairment of the renal function secondary to chronic kidney damage persisting for three or more months.,0,0.72,0.0,0.0,0.0,0.013,0.0657,0.025,0.0027,Chronic renal failure [CKD],0.97,89920,-0.59 <= Chronic renal failure [CKD] < 0.34,0.16,0.16,2
Chronic renal failure [CKD],C2316810,Chronic kidney disease stage 5,Chronic kidney disease stage 5. Long-standing and persistent renal disease with glomerular filtration rate (GFR) less than 15 ml/min.,0,0.532,0.0,0.0,0.0,0.013,0.0657,0.025,0.0027,Chronic renal failure [CKD],0.97,89920,-0.59 <= Chronic renal failure [CKD] < 0.34,0.16,0.16,2
(HDL) high density lipoprotein cholesterol genetic risk,C0023821,High Density Lipoproteins,"High Density Lipoproteins. A class of lipoproteins of small size (4-13 nm) and dense (greater than 1.063 g/ml) particles. HDL lipoproteins, synthesized in the liver without a lipid core, accumulate cholesterol esters from peripheral tissues and transport them to the liver for re-utilization or elimination from the body (the reverse cholesterol transport). Their major protein component is APOLIPOPROTEIN A-I. HDL also shuttle APOLIPOPROTEINS C and APOLIPOPROTEINS E to and from triglyceride-rich lipoproteins during their catabolism. HDL plasma level has been inversely correlated with the risk of cardiovascular diseases.",0,0.479,0.0,1.0,0.2,0.0129,0.0,-0.021,0.307,(HDL) high density lipoprotein cholesterol genetic risk,1.15,7182,(HDL) high density lipoprotein cholesterol genetic risk < -1.40,0.21,0.21,2
(HDL) high density lipoprotein cholesterol genetic risk,C0062709,"Lipoproteins, HDL2","Lipoproteins, HDL2. Low-density subclass of the high-density lipoproteins, with particle sizes between 8 to 13 nm.",0,0.423,0.0,1.0,0.2,0.0129,0.0,-0.021,0.307,(HDL) high density lipoprotein cholesterol genetic risk,1.15,7182,(HDL) high density lipoprotein cholesterol genetic risk < -1.40,0.21,0.21,2
(HDL) high density lipoprotein cholesterol genetic risk,C1517512,Genetic Risk,Genetic Risk. Risk of developing a disease based on a patient's heredity,0,0.753,0.0,1.0,0.2,0.0129,0.0,-0.021,0.307,(HDL) high density lipoprotein cholesterol genetic risk,1.15,7182,(HDL) high density lipoprotein cholesterol genetic risk < -1.40,0.21,0.21,2
Birth weight,C0005612,Birth Weight,Birth Weight. The mass or quantity of heaviness of an individual at BIRTH. It is expressed by units of pounds or kilograms.,0,0.866,0.0,0.0,0.0,0.0127,0.0,-0.017,0.0017,Birth weight,1.03,72146,-3.70 <= Birth weight < 0.07,0.08,0.08,2
Birth weight,C0024032,Low Birth Weights,Low Birth Weights. A birth weight that is less than 2500 grams.,0,0.722,0.0,0.0,0.0,0.0127,0.0,-0.017,0.0017,Birth weight,1.03,72146,-3.70 <= Birth weight < 0.07,0.08,0.08,2
SHBG,C0036883,Sex Hormone-Binding Globulin,"Sex Hormone-Binding Globulin. A glycoprotein migrating as a beta-globulin. Its molecular weight, 52,000 or 95,000-115,000, indicates that it exists as a dimer. The protein binds testosterone, dihydrotestosterone, and estradiol in the plasma. Sex hormone-binding protein has the same amino acid sequence as ANDROGEN-BINDING PROTEIN. They differ by their sites of synthesis and post-translational oligosaccharide modifications.",0,0.45,0.0,0.0,0.0,0.0125,0.0,-0.071,0.0511,SHBG,1.68,2712,SHBG < -1.40,0.03,0.1,2
SHBG,C0312446,Somatotropin binding globulin,Somatotropin binding globulin. ,0,0.518,0.0,0.0,0.0,0.0125,0.0,-0.071,0.0511,SHBG,1.68,2712,SHBG < -1.40,0.03,0.1,99
SHBG,C1366439,SHBG gene,SHBG gene. This gene is involved in the regulation of steroid hormones.,0,0.622,0.0,0.0,0.0,0.0125,0.0,-0.071,0.0511,SHBG,1.68,2712,SHBG < -1.40,0.03,0.1,2
Atrial fibrillation and flutter,C0344434,Atrial Fibrillation by ECG Finding,"Atrial Fibrillation by ECG Finding. An electrocardiographic finding of a supraventricular arrhythmia characterized by the replacement of consistent P waves by rapid oscillations or fibrillatory waves that vary in size, shape and timing and are accompanied by an irregularly irregular ventricular response. (CDISC)",0,0.653,0.0,1.0,0.2,0.0121,0.1973,-0.001,0.002,Atrial fibrillation and flutter,2.0,1394,-5.10 <= Atrial fibrillation and flutter < -1.20,-0.05,0.19,99
Atrial fibrillation and flutter,C0016385,Cardiac Flutter,Cardiac Flutter. ,0,0.783,0.0,1.0,0.2,0.0121,0.1973,-0.001,0.002,Atrial fibrillation and flutter,2.0,1394,-5.10 <= Atrial fibrillation and flutter < -1.20,-0.05,0.19,2
Atrial fibrillation and flutter,C2242390,Flutter (respiratory device),Flutter (respiratory device). ,0,0.541,0.0,1.0,0.2,0.0121,0.1973,-0.001,0.002,Atrial fibrillation and flutter,2.0,1394,-5.10 <= Atrial fibrillation and flutter < -1.20,-0.05,0.19,99
Arthropathy NOS,C0022408,Arthropathy,Arthropathy. Diseases involving the JOINTS.,0,0.952,0.0,0.0,0.0,0.0105,0.0952,-0.004,0.0009,Arthropathy NOS,1.52,1456,-4.50 <= Arthropathy NOS < -1.90,0.21,0.3,2
Townsend deprivation index at recruitment,C2949735,Recruitment,"Recruitment. The process of enrolling, enlisting, or adding individuals to a group.",0,0.144,0.0,0.0,0.0,0.0097,0.0,0.025,0.0094,Townsend deprivation index at recruitment,1.19,10276,1.40 <= Townsend deprivation index at recruitment < 2.90,-0.02,-0.02,99
(CVD) cardiovascular disease genetic risk,C0007820,Cerebrovascular Disorders,"Cerebrovascular Disorders. A spectrum of pathological conditions of impaired blood flow in the brain. They can involve vessels (ARTERIES or VEINS) in the CEREBRUM, the CEREBELLUM, and the BRAIN STEM. Major categories include INTRACRANIAL ARTERIOVENOUS MALFORMATIONS; BRAIN ISCHEMIA; CEREBRAL HEMORRHAGE; and others.",0,0.332,0.0,1.0,0.3,0.0086,0.0,0.028,0.3075,(CVD) cardiovascular disease genetic risk,1.09,30971,0.38 <= (CVD) cardiovascular disease genetic risk < 3.00,0.11,0.16,2
(CVD) cardiovascular disease genetic risk,C1517512,Genetic Risk,Genetic Risk. Risk of developing a disease based on a patient's heredity,0,0.737,0.0,1.0,0.3,0.0086,0.0,0.028,0.3075,(CVD) cardiovascular disease genetic risk,1.09,30971,0.38 <= (CVD) cardiovascular disease genetic risk < 3.00,0.11,0.16,2
"N18.3 - Chronic kidney disease, stage",C1561643,Chronic Kidney Diseases,Chronic Kidney Diseases. Impairment of the renal function secondary to chronic kidney damage persisting for three or more months.,0,0.568,0.0,0.0,0.0,0.0083,0.1787,0.012,0.0011,"N18.3 - Chronic kidney disease, stage 3",0.98,90180,"-0.83 <= N18.3 - Chronic kidney disease, stage 3 < 1.20",0.04,0.04,2
Congestive heart failure (CHF) NOS,C0018802,Congestive heart failure,"Congestive heart failure. Heart failure accompanied by EDEMA, such as swelling of the legs and ankles and congestion in the lungs.",0,0.712,0.0,0.0,0.0,0.0079,0.07,0.007,0.0016,Congestive heart failure (CHF) NOS,0.98,90159,-0.20 <= Congestive heart failure (CHF) NOS < 0.76,0.11,0.16,2
(RA) rheumatoid arthritis genetic risk,C0038013,Ankylosing spondylitis,"Ankylosing spondylitis. A chronic inflammatory condition affecting the axial joints, such as the SACROILIAC JOINT and other intervertebral or costovertebral joints. It occurs predominantly in young males and is characterized by pain and stiffness of joints (ANKYLOSIS) with inflammation at tendon insertions.",0,0.422,0.0,1.0,0.3,0.0076,0.1424,0.003,0.3073,(RA) rheumatoid arthritis genetic risk,1.09,6905,1.50 <= (RA) rheumatoid arthritis genetic risk < 3.70,0.11,0.13,2
