feature_name,cui,cui_nomenclature,cui_def,KG_Hits,sim_score,feature_level_min_kg_hits,feature_level_sum_kg_hits,feature_level_avg_kg_hits,feature_importance,p_val,corr,MutualInfoTarget,raw_name,F.Split-Lift (y==1),F.Split-Support,F.Split-Feature Split,sim_score_target_feat,sim_score_target_cui,shortest_path_length
Albumin,C1412332,ALB gene,ALB gene. ,0,0.596,0.0,0.0,0.0,0.0116,0.0785,-0.003,0.0705,Albumin,1.36,1072,Albumin < -2.80,-0.05,-0.05,2
Testosterone,C0039601,testosterone,"testosterone. A potent androgenic steroid and major product secreted by the LEYDIG CELLS of the TESTIS. Its production is stimulated by LUTEINIZING HORMONE from the PITUITARY GLAND. In turn, testosterone exerts feedback control of the pituitary LH and FSH secretion. Depending on the tissues, testosterone can be further converted to DIHYDROTESTOSTERONE or ESTRADIOL.",0,0.768,0.0,0.0,0.0,0.0115,0.2638,-0.016,0.0911,Testosterone,1.41,7043,-1.40 <= Testosterone < -0.47,0.06,0.06,2
Testosterone,C4721537,Therapeutic Testosterone,"Therapeutic Testosterone. A synthetic form of the endogenous androgenic steroid testosterone. In vivo, testosterone is irreversibly converted to dihydrotestosterone (DHT) in target tissues by the enzyme 5-alpha reductase. Testosterone or DHT ligand-androgen receptor complexes act as transcription factor complexes, stimulating the expression of various responsive genes. DHT binds with higher affinity to androgen receptors than testosterone, activating gene expression more efficiently. In addition, testosterone is irreversibly converted to estradiol by the enzyme complex aromatase, particularly in the liver and adipose tissue. Testosterone and DHT promote the development and maintenance of male sex characteristics related to the internal and external genitalia, skeletal muscle, and hair follicles; estradiol promotes epiphyseal maturation and bone mineralization. Due to rapid metabolism by the liver, therapeutic testosterone is generally administered as an ester derivative.",0,0.646,0.0,0.0,0.0,0.0115,0.2638,-0.016,0.0911,Testosterone,1.41,7043,-1.40 <= Testosterone < -0.47,0.06,0.06,99
Testosterone,C0523912,Testosterone measurement,Testosterone measurement. The determination of the amount of testosterone present in a sample.,0,0.758,0.0,0.0,0.0,0.0115,0.2638,-0.016,0.0911,Testosterone,1.41,7043,-1.40 <= Testosterone < -0.47,0.06,0.06,2
Age high blood pressure diagnosed,C0001779,Age,Age. How long something has existed; elapsed time since birth.,0,0.375,0.0,0.0,0.0,0.0111,0.0,-0.112,0.0061,Age high blood pressure diagnosed_None,1.41,36638,Age high blood pressure diagnosed_None < 0.50,0.04,0.04,2
Sex,C0009253,Coitus,"Coitus. The sexual union of a male and a female, a term used for human only.",0,0.731,0.0,0.0,0.0,0.011,0.0,-0.034,0.0006,Sex,1.05,72375,Sex < 0.71,-0.11,-0.11,2
Sex,C0036864,Sex Behavior,Sex Behavior. Sexual activities of humans.,0,0.666,0.0,0.0,0.0,0.011,0.0,-0.034,0.0006,Sex,1.05,72375,Sex < 0.71,-0.11,-0.11,2
Sex,C0079399,Gender,Gender. Socially-constructed identity of male or female.,0,0.391,0.0,0.0,0.0,0.011,0.0,-0.034,0.0006,Sex,1.05,72375,Sex < 0.71,-0.11,-0.11,2
Direct bilirubin,C0005437,Bilirubin,Bilirubin. A bile pigment that is a degradation product of HEME.,0,0.81,0.0,0.0,0.0,0.0108,0.0,0.032,0.0043,Direct bilirubin,1.29,2668,2.20 <= Direct bilirubin < 6.50,-0.03,-0.03,2
Direct bilirubin,C5241078,bilirubin preparation,bilirubin preparation. ,0,0.903,0.0,0.0,0.0,0.0108,0.0,0.032,0.0043,Direct bilirubin,1.29,2668,2.20 <= Direct bilirubin < 6.50,-0.03,-0.03,99
(CVD) cardiovascular disease genetic risk,C0007222,Cardiovascular Diseases,Cardiovascular Diseases. Pathological conditions involving the CARDIOVASCULAR SYSTEM including the HEART; the BLOOD VESSELS; or the PERICARDIUM.,0,0.511,0.0,0.0,0.0,0.0097,0.0,0.028,0.3075,(CVD) cardiovascular disease genetic risk,1.09,30971,0.38 <= (CVD) cardiovascular disease genetic risk < 3.00,0.08,0.08,2
(CVD) cardiovascular disease genetic risk,C0007820,Cerebrovascular Disorders,"Cerebrovascular Disorders. A spectrum of pathological conditions of impaired blood flow in the brain. They can involve vessels (ARTERIES or VEINS) in the CEREBRUM, the CEREBELLUM, and the BRAIN STEM. Major categories include INTRACRANIAL ARTERIOVENOUS MALFORMATIONS; BRAIN ISCHEMIA; CEREBRAL HEMORRHAGE; and others.",0,0.332,0.0,0.0,0.0,0.0097,0.0,0.028,0.3075,(CVD) cardiovascular disease genetic risk,1.09,30971,0.38 <= (CVD) cardiovascular disease genetic risk < 3.00,0.08,0.08,2
(CVD) cardiovascular disease genetic risk,C1517512,Genetic Risk,Genetic Risk. Risk of developing a disease based on a patient's heredity,0,0.737,0.0,0.0,0.0,0.0097,0.0,0.028,0.3075,(CVD) cardiovascular disease genetic risk,1.09,30971,0.38 <= (CVD) cardiovascular disease genetic risk < 3.00,0.08,0.08,2
(HT) hypertension genetic risk,C0677607,Hashimoto Disease,Hashimoto Disease. An autoimmune disorder caused by the production of autoantibodies against thyroid tissue. There is progressive destruction of the thyroid follicles leading to hypothyroidism.,0,0.258,0.0,0.0,0.0,0.0091,0.0,0.035,0.3074,(HT) hypertension genetic risk,1.23,10112,(HT) hypertension genetic risk >= 1.20,0.02,0.02,2
(HT) hypertension genetic risk,C0020538,Hypertensive disease,"Hypertensive disease. Persistently high systemic arterial BLOOD PRESSURE. Based on multiple readings (BLOOD PRESSURE DETERMINATION), hypertension is currently defined as when SYSTOLIC PRESSURE is consistently greater than 140 mm Hg or when DIASTOLIC PRESSURE is consistently 90 mm Hg or more.",0,0.613,0.0,0.0,0.0,0.0091,0.0,0.035,0.3074,(HT) hypertension genetic risk,1.23,10112,(HT) hypertension genetic risk >= 1.20,0.02,0.02,2
(HT) hypertension genetic risk,C0235222,Diastolic hypertension,Diastolic hypertension. Hypertension characterized diastolic blood pressure greater than 90 mmHg on two occasions.,0,0.385,0.0,0.0,0.0,0.0091,0.0,0.035,0.3074,(HT) hypertension genetic risk,1.23,10112,(HT) hypertension genetic risk >= 1.20,0.02,0.02,2
(HT) hypertension genetic risk,C1696708,Prehypertension,"Prehypertension. Blood pressure levels that are between normotension and hypertension. Individuals with prehypertension are at a higher risk for developing cardiovascular diseases. Generally, prehypertension is defined as SYSTOLIC PRESSURE of 131-139 mm Hg and/or DIASTOLIC PRESSURE of 81-89 when the optimal is 120/80 mm Hg. For diabetics and other metabolism diseases the prehypertension is around 110-129/70-79 mm Hg.",0,0.622,0.0,0.0,0.0,0.0091,0.0,0.035,0.3074,(HT) hypertension genetic risk,1.23,10112,(HT) hypertension genetic risk >= 1.20,0.02,0.02,2
(HT) hypertension genetic risk,C1517512,Genetic Risk,Genetic Risk. Risk of developing a disease based on a patient's heredity,0,0.691,0.0,0.0,0.0,0.0091,0.0,0.035,0.3074,(HT) hypertension genetic risk,1.23,10112,(HT) hypertension genetic risk >= 1.20,0.02,0.02,2
(T2D) type 2 diabetes genetic risk,C0011860,"Diabetes Mellitus, Non-Insulin-Dependent","Diabetes Mellitus, Non-Insulin-Dependent. A type of diabetes mellitus that is characterized by insulin resistance or desensitization and increased blood glucose levels. This is a chronic disease that can develop gradually over the life of a patient and can be linked to both environmental factors and heredity.",0,0.606,0.0,0.0,0.0,0.0091,0.0,0.02,0.3071,(T2D) type 2 diabetes genetic risk,1.11,10538,(T2D) type 2 diabetes genetic risk >= 1.20,0.03,0.03,2
(T2D) type 2 diabetes genetic risk,C3854130,T2d,"T2d. A TNM stage finding term that refers to choroidal and ciliary body melanoma or conjunctival melanoma TNM staging. For choroidal and ciliary body melanoma it means tumor size category 2 with ciliary body involvement and extraocular extension 5 mm or less in largest diameter. For conjunctival melanoma it means caruncular tumor, and more than 1 quadrant of the nonbulbar conjunctiva involved. (from AJCC 8th Ed.)",0,0.171,0.0,0.0,0.0,0.0091,0.0,0.02,0.3071,(T2D) type 2 diabetes genetic risk,1.11,10538,(T2D) type 2 diabetes genetic risk >= 1.20,0.03,0.03,99
(T2D) type 2 diabetes genetic risk,C0011854,"Diabetes Mellitus, Insulin-Dependent","Diabetes Mellitus, Insulin-Dependent. A chronic condition characterized by minimal or absent production of insulin by the pancreas.",0,0.567,0.0,0.0,0.0,0.0091,0.0,0.02,0.3071,(T2D) type 2 diabetes genetic risk,1.11,10538,(T2D) type 2 diabetes genetic risk >= 1.20,0.03,0.03,2
(T2D) type 2 diabetes genetic risk,C1517512,Genetic Risk,Genetic Risk. Risk of developing a disease based on a patient's heredity,0,0.659,0.0,0.0,0.0,0.0091,0.0,0.02,0.3071,(T2D) type 2 diabetes genetic risk,1.11,10538,(T2D) type 2 diabetes genetic risk >= 1.20,0.03,0.03,2
Type 2 diabetes,C0011860,"Diabetes Mellitus, Non-Insulin-Dependent","Diabetes Mellitus, Non-Insulin-Dependent. A type of diabetes mellitus that is characterized by insulin resistance or desensitization and increased blood glucose levels. This is a chronic disease that can develop gradually over the life of a patient and can be linked to both environmental factors and heredity.",0,0.676,0.0,0.0,0.0,0.0082,0.6205,0.001,0.0008,Type 2 diabetes,1.44,937,Type 2 diabetes < -4.70,-0.0,-0.0,2
Type 2 diabetes,C0011854,"Diabetes Mellitus, Insulin-Dependent","Diabetes Mellitus, Insulin-Dependent. A chronic condition characterized by minimal or absent production of insulin by the pancreas.",0,0.694,0.0,0.0,0.0,0.0082,0.6205,0.001,0.0008,Type 2 diabetes,1.44,937,Type 2 diabetes < -4.70,-0.0,-0.0,2
(AMD) age-related macular degeneration genetic risk,C0017921,Glycogen storage disease type II,"Glycogen storage disease type II. An autosomal recessively inherited glycogen storage disease caused by GLUCAN 1,4-ALPHA-GLUCOSIDASE deficiency. Large amounts of GLYCOGEN accumulate in the LYSOSOMES of skeletal muscle (MUSCLE, SKELETAL); HEART; LIVER; SPINAL CORD; and BRAIN. Three forms have been described: infantile, childhood, and adult. The infantile form is fatal in infancy and presents with hypotonia and a hypertrophic cardiomyopathy (CARDIOMYOPATHY, HYPERTROPHIC). The childhood form usually presents in the second year of life with proximal weakness and respiratory symptoms. The adult form consists of a slowly progressive proximal myopathy. (From Muscle Nerve 1995;3:S61-9; Menkes, Textbook of Child Neurology, 5th ed, pp73-4)",0,0.415,0.0,0.0,0.0,0.0082,0.1648,0.005,0.3066,(AMD) age-related macular degeneration genetic risk,1.09,6753,-1.20 <= (AMD) age-related macular degeneration genetic risk < -0.88,0.14,0.14,2
(AMD) age-related macular degeneration genetic risk,C0242383,Age related macular degeneration,"Age related macular degeneration. Age-related loss of vision in the central portion of the retina (macula), secondary to retinal degeneration.",0,0.76,0.0,0.0,0.0,0.0082,0.1648,0.005,0.3066,(AMD) age-related macular degeneration genetic risk,1.09,6753,-1.20 <= (AMD) age-related macular degeneration genetic risk < -0.88,0.14,0.14,2
(AMD) age-related macular degeneration genetic risk,C1517512,Genetic Risk,Genetic Risk. Risk of developing a disease based on a patient's heredity,0,0.541,0.0,0.0,0.0,0.0082,0.1648,0.005,0.3066,(AMD) age-related macular degeneration genetic risk,1.09,6753,-1.20 <= (AMD) age-related macular degeneration genetic risk < -0.88,0.14,0.14,2
Date of all cause dementia report,C0015127,Etiology aspects,Etiology aspects. Used with diseases for causative agents including microorganisms and includes environmental and social factors and personal habits as contributing factors. It includes pathogenesis.,0,0.161,0.0,0.0,0.0,0.0081,0.0,-0.023,0.0019,Date of all cause dementia report,1.0,91105,-5.20 <= Date of all cause dementia report < 1.10,-0.06,-0.06,99
Date of all cause dementia report,C0011265,Presenile dementia,Presenile dementia. The presence of dementia in an individual younger than age sixty five.,0,0.364,0.0,0.0,0.0,0.0081,0.0,-0.023,0.0019,Date of all cause dementia report,1.0,91105,-5.20 <= Date of all cause dementia report < 1.10,-0.06,-0.06,2
Date of all cause dementia report,C0497327,Dementia,"Dementia. An acquired organic mental disorder with loss of intellectual abilities of sufficient severity to interfere with social or occupational functioning. The dysfunction is multifaceted and involves memory, behavior, personality, judgment, attention, spatial relations, language, abstract thought, and other executive functions. The intellectual decline is usually progressive, and initially spares the level of consciousness.",0,0.442,0.0,0.0,0.0,0.0081,0.0,-0.023,0.0019,Date of all cause dementia report,1.0,91105,-5.20 <= Date of all cause dementia report < 1.10,-0.06,-0.06,2
Congestive heart failure (CHF) NOS,C0018802,Congestive heart failure,"Congestive heart failure. Heart failure accompanied by EDEMA, such as swelling of the legs and ankles and congestion in the lungs.",0,0.712,0.0,0.0,0.0,0.0074,0.07,0.007,0.0016,Congestive heart failure (CHF) NOS,0.98,90159,-0.20 <= Congestive heart failure (CHF) NOS < 0.76,0.07,0.07,2
"N18.3 - Chronic kidney disease, stage",C1561643,Chronic Kidney Diseases,Chronic Kidney Diseases. Impairment of the renal function secondary to chronic kidney damage persisting for three or more months.,0,0.568,0.0,0.0,0.0,0.0073,0.1787,0.012,0.0011,"N18.3 - Chronic kidney disease, stage 3",0.98,90180,"-0.83 <= N18.3 - Chronic kidney disease, stage 3 < 1.20",0.16,0.16,2
Mental health conditions ever diagnosed by a professional group group,C0687744,Social group,"Social group. A collection of two or more people who share a common identity as defined by beliefs, codes of conduct, CULTURE and SOCIAL NORMS.",0,0.226,0.0,0.0,0.0,0.0062,0.0,-0.036,0.001,Mental health conditions ever diagnosed by a professional__group group,1.06,68835,Mental health conditions ever diagnosed by a professional__group group < 0.03,0.02,0.02,2
Acetone,C0001002,acetone,acetone. A colorless liquid used as a solvent and an antiseptic. It is one of the ketone bodies produced during ketoacidosis.,0,0.864,0.0,0.0,0.0,0.0062,0.0,0.024,0.0816,Acetone,1.36,2195,2.40 <= Acetone < 10.00,-0.1,-0.1,2
Townsend deprivation index at recruitment,C2949735,Recruitment,"Recruitment. The process of enrolling, enlisting, or adding individuals to a group.",0,0.144,0.0,0.0,0.0,0.0061,0.0,0.025,0.0094,Townsend deprivation index at recruitment,1.19,10276,1.40 <= Townsend deprivation index at recruitment < 2.90,-0.08,0.12,99
Total protein,C0555903,Total protein measurement,Total protein measurement. A quantitative measurement of the amount of total protein present in a sample.,0,0.881,0.0,0.0,0.0,0.0059,0.0,0.039,0.0165,Total protein,1.47,941,Total protein >= 2.70,-0.02,-0.02,2
Total protein,C1261360,Total protein result,Total protein result. ,0,0.923,0.0,0.0,0.0,0.0059,0.0,0.039,0.0165,Total protein,1.47,941,Total protein >= 2.70,-0.02,-0.02,99
"I48.9 - Atrial fibrillation and atrial flutter, unspecified",C0004238,Atrial Fibrillation,"Atrial Fibrillation. Abnormal cardiac rhythm that is characterized by rapid, uncoordinated firing of electrical impulses in the upper chambers of the heart (HEART ATRIA). In such case, blood cannot be effectively pumped into the lower chambers of the heart (HEART VENTRICLES). It is caused by abnormal impulse generation.",0,0.698,0.0,0.0,0.0,0.0057,0.4092,0.008,0.0004,"I48.9 - Atrial fibrillation and atrial flutter, unspecified",0.99,89925,"-2.70 <= I48.9 - Atrial fibrillation and atrial flutter, unspecified < 1.10",0.06,0.13,2
"I48.9 - Atrial fibrillation and atrial flutter, unspecified",C0344434,Atrial Fibrillation by ECG Finding,"Atrial Fibrillation by ECG Finding. An electrocardiographic finding of a supraventricular arrhythmia characterized by the replacement of consistent P waves by rapid oscillations or fibrillatory waves that vary in size, shape and timing and are accompanied by an irregularly irregular ventricular response. (CDISC)",0,0.69,0.0,0.0,0.0,0.0057,0.4092,0.008,0.0004,"I48.9 - Atrial fibrillation and atrial flutter, unspecified",0.99,89925,"-2.70 <= I48.9 - Atrial fibrillation and atrial flutter, unspecified < 1.10",0.06,0.13,99
"I48.9 - Atrial fibrillation and atrial flutter, unspecified",C0004239,Atrial Flutter,"Atrial Flutter. Rapid, irregular atrial contractions caused by a block of electrical impulse conduction in the right atrium and a reentrant wave front traveling up the inter-atrial septum and down the right atrial free wall or vice versa. Unlike ATRIAL FIBRILLATION which is caused by abnormal impulse generation, typical atrial flutter is caused by abnormal impulse conduction. As in atrial fibrillation, patients with atrial flutter cannot effectively pump blood into the lower chambers of the heart (HEART VENTRICLES).",0,0.627,0.0,0.0,0.0,0.0057,0.4092,0.008,0.0004,"I48.9 - Atrial fibrillation and atrial flutter, unspecified",0.99,89925,"-2.70 <= I48.9 - Atrial fibrillation and atrial flutter, unspecified < 1.10",0.06,0.13,2
"I48.9 - Atrial fibrillation and atrial flutter, unspecified",C0344423,Atrial Flutter by ECG Finding,"Atrial Flutter by ECG Finding. An electrocardiographic finding of an organized, regular atrial rhythm with atrial rate of 240-340 beats per minute. Multiple P waves typically appear in the inferior leads in a saw tooth like pattern between the QRS complexes. (CDISC)",0,0.667,0.0,0.0,0.0,0.0057,0.4092,0.008,0.0004,"I48.9 - Atrial fibrillation and atrial flutter, unspecified",0.99,89925,"-2.70 <= I48.9 - Atrial fibrillation and atrial flutter, unspecified < 1.10",0.06,0.13,99
"Other chronic ischemic heart disease, unspecified",C0264694,Chronic myocardial ischemia,Chronic myocardial ischemia. ,0,0.903,0.0,0.0,0.0,0.0056,0.2562,0.012,0.0017,"Other chronic ischemic heart disease, unspecified",1.57,3125,"Other chronic ischemic heart disease, unspecified >= 1.30",0.18,0.18,2
Abdominal pain,C0000737,Abdominal Pain,"Abdominal Pain. Sensation of discomfort, distress, or agony in the abdominal region.",0,0.909,0.0,0.0,0.0,0.005,0.7678,0.0,0.0006,Abdominal pain,1.2,3232,0.06 <= Abdominal pain < 2.80,0.01,0.01,2
Meat substitutes - vegetarian,C0042441,Vegetarian (finding,"Vegetarian (finding. A person who eats no meat; some may eat fish, eggs, or dairy products.",0,0.727,0.0,0.0,0.0,0.0048,0.255,0.004,0.0001,Meat substitutes - vegetarian,1.01,80042,-0.18 <= Meat substitutes - vegetarian < 3.10,0.01,0.16,2
Diverticulosis,C1510475,Diverticulosis,"Diverticulosis. A finding indicating the presence of multiple pouches, usually in the colonic or gastric wall.",0,0.798,0.0,0.0,0.0,0.0047,0.7367,0.002,0.0007,Diverticulosis,1.38,1508,-1.40 <= Diverticulosis < -0.09,0.19,0.19,2
Diverticulosis,C0810029,Diverticulosis and Diverticulitis,"Diverticulosis and Diverticulitis. <p>Diverticula are small pouches that bulge outward through the colon, or large intestine. If you have these pouches, you have a condition called diverticulosis. It becomes more common as people age. About half of all people over age 60 have it. Doctors believe the main cause is a low-fiber diet.</p> <p>Most people with diverticulosis don't have symptoms. Sometimes it causes mild cramps, bloating or constipation. Diverticulosis is often found through tests ordered for something else. For example, it is often found during a colonoscopy to screen for cancer. A high-fiber diet and mild pain reliever will often relieve symptoms.</p> <p>If the pouches become inflamed or infected, you have a condition called diverticulitis. The most common symptom is abdominal pain, usually on the left side. You may also have fever, nausea, vomiting, chills, cramping, and constipation. In serious cases, diverticulitis can lead to bleeding, tears, or blockages. Your doctor will do a physical exam and imaging tests to diagnose it. Treatment may include antibiotics, pain relievers, and a liquid diet. A serious case may require a hospital stay or surgery.</p> <p class="""">NIH: National Institute of Diabetes and Digestive and Kidney Diseases</p>",0,0.834,0.0,0.0,0.0,0.0047,0.7367,0.002,0.0007,Diverticulosis,1.38,1508,-1.40 <= Diverticulosis < -0.09,0.19,0.19,99
(VTE) venous thromboembolic disease genetic risk,C1997614,Thromboembolism of vein,Thromboembolism of vein. ,0,0.361,0.0,0.0,0.0,0.0045,0.7621,0.001,0.3077,(VTE) venous thromboembolic disease genetic risk,1.0,91418,(VTE) venous thromboembolic disease genetic risk < 3.60,0.1,0.1,2
(VTE) venous thromboembolic disease genetic risk,C1517512,Genetic Risk,Genetic Risk. Risk of developing a disease based on a patient's heredity,0,0.708,0.0,0.0,0.0,0.0045,0.7621,0.001,0.3077,(VTE) venous thromboembolic disease genetic risk,1.0,91418,(VTE) venous thromboembolic disease genetic risk < 3.60,0.1,0.1,2
3-Hydroxybutyrate,C0106006,3-Hydroxybutyrate,3-Hydroxybutyrate. A hydroxy fatty acid anion and ketone body synthesized in the liver from acetyl-Coenzyme A (acetyl-CoA) by the enzyme 3-hydroxybutyrate dehydrogenase. 3-hydroxybutyrate can be used as an energy source when glucose levels drop. Elevated urine and serum levels of 3-hydroxybutyrate are seen in ketosis and ketoacidosis.,0,0.767,0.0,0.0,0.0,0.0044,0.0,0.023,0.1431,3-Hydroxybutyrate,1.11,14658,-0.49 <= 3-Hydroxybutyrate < -0.02,-0.1,-0.1,2
Other ill-defined and unknown causes of morbidity and mortality,C0026538,Morbidity - disease rate,Morbidity - disease rate. The proportion of patients with a particular disease during a given year per given unit of population.,0,0.255,0.0,0.0,0.0,0.0043,0.7584,-0.005,0.0005,Other ill-defined and unknown causes of morbidity and mortality,1.46,1258,Other ill-defined and unknown causes of morbidity and mortality >= 3.00,0.07,0.07,2
Other ill-defined and unknown causes of morbidity and mortality,C5669240,Morbidity Rate,"Morbidity Rate. A measure of the frequency of occurrence of a specific disease, injury, or disability in a defined population during a specified interval. [After Principles of Epidemiology in Public Health Practice, Third Edition. An Introduction to Applied Epidemiology and Biostatistics]",0,0.254,0.0,0.0,0.0,0.0043,0.7584,-0.005,0.0005,Other ill-defined and unknown causes of morbidity and mortality,1.46,1258,Other ill-defined and unknown causes of morbidity and mortality >= 3.00,0.07,0.07,99
Other ill-defined and unknown causes of morbidity and mortality,C0026565,Mortality Vital Statistics,Mortality Vital Statistics. All deaths reported in a given population.,0,0.406,0.0,0.0,0.0,0.0043,0.7584,-0.005,0.0005,Other ill-defined and unknown causes of morbidity and mortality,1.46,1258,Other ill-defined and unknown causes of morbidity and mortality >= 3.00,0.07,0.07,2
Other ill-defined and unknown causes of morbidity and mortality,C0026566,Aspects of mortality statistics,"Aspects of mortality statistics. Used with human and veterinary diseases for mortality statistics. For deaths resulting from various procedures statistically but for a death resulting in a specific case, use FATAL OUTCOME, not /mortality.",0,0.358,0.0,0.0,0.0,0.0043,0.7584,-0.005,0.0005,Other ill-defined and unknown causes of morbidity and mortality,1.46,1258,Other ill-defined and unknown causes of morbidity and mortality >= 3.00,0.07,0.07,99
Home area population density - urban or rural England/Wales - Town and Fringe - less sparse,C0178587,density,density. The amount of something per unit size.,0,0.247,0.0,0.0,0.0,0.0041,0.0067,0.009,0.0,Home area population density - urban or rural_England/Wales - Town and Fringe - less sparse,1.1,5915,Home area population density - urban or rural_England/Wales - Town and Fringe - less sparse >= 0.50,-0.05,0.08,2
Home area population density - urban or rural England/Wales - Town and Fringe - less sparse,C0442529,Urban environment,"Urban environment. A delineated geographic area encompassing residential, commercial, and other non-residential urban land uses with a residential population of 50,000 or more people and a density of 1,000 people or more per square mile.",0,0.269,0.0,0.0,0.0,0.0041,0.0067,0.009,0.0,Home area population density - urban or rural_England/Wales - Town and Fringe - less sparse,1.1,5915,Home area population density - urban or rural_England/Wales - Town and Fringe - less sparse >= 0.50,-0.05,0.08,4
Home area population density - urban or rural England/Wales - Town and Fringe - less sparse,C2700386,Urban - qualifier,"Urban - qualifier. Relating to, located in, or characteristic of a city or densely populated area.",0,0.268,0.0,0.0,0.0,0.0041,0.0067,0.009,0.0,Home area population density - urban or rural_England/Wales - Town and Fringe - less sparse,1.1,5915,Home area population density - urban or rural_England/Wales - Town and Fringe - less sparse >= 0.50,-0.05,0.08,99
Home area population density - urban or rural England/Wales - Town and Fringe - less sparse,C0557750,Towns,Towns. Human settlements larger than a village but smaller than a city.,0,0.444,0.0,0.0,0.0,0.0041,0.0067,0.009,0.0,Home area population density - urban or rural_England/Wales - Town and Fringe - less sparse,1.1,5915,Home area population density - urban or rural_England/Wales - Town and Fringe - less sparse >= 0.50,-0.05,0.08,99
Home area population density - urban or rural England/Wales - Town and Fringe - less sparse,C0439092,Less Than,Less Than. A statement about the relative size or order of two objects specifying that an object of interest is smaller than another object in quantity or measure or value or status.,0,0.268,0.0,0.0,0.0,0.0041,0.0067,0.009,0.0,Home area population density - urban or rural_England/Wales - Town and Fringe - less sparse,1.1,5915,Home area population density - urban or rural_England/Wales - Town and Fringe - less sparse >= 0.50,-0.05,0.08,99
Home area population density - urban or rural England/Wales - Town and Fringe - less sparse,C0547044,Smaller,"Smaller. Of lower rank, degree, or importance; of reduced size, extent, or degree; more limited in quantity.",0,0.311,0.0,0.0,0.0,0.0041,0.0067,0.009,0.0,Home area population density - urban or rural_England/Wales - Town and Fringe - less sparse,1.1,5915,Home area population density - urban or rural_England/Wales - Town and Fringe - less sparse >= 0.50,-0.05,0.08,99
Home area population density - urban or rural England/Wales - Urban - less sparse,C0178587,density,density. The amount of something per unit size.,0,0.229,0.0,0.0,0.0,0.004,0.0,0.034,0.0006,Home area population density - urban or rural_England/Wales - Urban - less sparse,1.05,73086,Home area population density - urban or rural_England/Wales - Urban - less sparse >= 0.50,-0.05,0.06,2
Home area population density - urban or rural England/Wales - Urban - less sparse,C0442529,Urban environment,"Urban environment. A delineated geographic area encompassing residential, commercial, and other non-residential urban land uses with a residential population of 50,000 or more people and a density of 1,000 people or more per square mile.",0,0.328,0.0,0.0,0.0,0.004,0.0,0.034,0.0006,Home area population density - urban or rural_England/Wales - Urban - less sparse,1.05,73086,Home area population density - urban or rural_England/Wales - Urban - less sparse >= 0.50,-0.05,0.06,4
Home area population density - urban or rural England/Wales - Urban - less sparse,C2700386,Urban - qualifier,"Urban - qualifier. Relating to, located in, or characteristic of a city or densely populated area.",0,0.283,0.0,0.0,0.0,0.004,0.0,0.034,0.0006,Home area population density - urban or rural_England/Wales - Urban - less sparse,1.05,73086,Home area population density - urban or rural_England/Wales - Urban - less sparse >= 0.50,-0.05,0.06,99
Home area population density - urban or rural England/Wales - Urban - less sparse,C0439092,Less Than,Less Than. A statement about the relative size or order of two objects specifying that an object of interest is smaller than another object in quantity or measure or value or status.,0,0.307,0.0,0.0,0.0,0.004,0.0,0.034,0.0006,Home area population density - urban or rural_England/Wales - Urban - less sparse,1.05,73086,Home area population density - urban or rural_England/Wales - Urban - less sparse >= 0.50,-0.05,0.06,99
Home area population density - urban or rural England/Wales - Urban - less sparse,C0547044,Smaller,"Smaller. Of lower rank, degree, or importance; of reduced size, extent, or degree; more limited in quantity.",0,0.315,0.0,0.0,0.0,0.004,0.0,0.034,0.0006,Home area population density - urban or rural_England/Wales - Urban - less sparse,1.05,73086,Home area population density - urban or rural_England/Wales - Urban - less sparse >= 0.50,-0.05,0.06,99
"M15.9 - Polyarthrosis, unspecified",C0702154,Polyarthropathy,Polyarthropathy. ,0,0.766,0.0,0.0,0.0,0.004,0.0127,0.01,0.0002,"M15.9 - Polyarthrosis, unspecified",0.99,90102,"-0.16 <= M15.9 - Polyarthrosis, unspecified < 0.86",0.1,0.1,2
Cholesterol in IDL,C0008377,cholesterol,"cholesterol. The principal sterol of all higher animals, distributed in body tissues, especially the brain and spinal cord, and in animal fats and oils.",0,0.494,0.0,0.0,0.0,0.0038,0.0,-0.038,0.0679,Cholesterol in IDL,1.76,1026,-4.60 <= Cholesterol in IDL < -3.20,-0.05,-0.05,2
Cholesterol in IDL,C0008387,Cholesterol Esters,Cholesterol Esters. Fatty acid esters of cholesterol which constitute about two-thirds of the cholesterol in the plasma. The accumulation of cholesterol esters in the arterial intima is a characteristic feature of atherosclerosis.,0,0.586,0.0,0.0,0.0,0.0038,0.0,-0.038,0.0679,Cholesterol in IDL,1.76,1026,-4.60 <= Cholesterol in IDL < -3.20,-0.05,-0.05,2
(AD) alzheimer's disease genetic risk,C0002395,Alzheimer's Disease,"Alzheimer's Disease. A degenerative disease of the BRAIN characterized by the insidious onset of DEMENTIA. Impairment of MEMORY, judgment, attention span, and problem solving skills are followed by severe APRAXIAS and a global loss of cognitive abilities. The condition primarily occurs after age 60, and is marked pathologically by severe cortical atrophy and the triad of SENILE PLAQUES; NEUROFIBRILLARY TANGLES; and NEUROPIL THREADS. (From Adams et al., Principles of Neurology, 6th ed, pp1049-57)",0,0.675,0.0,0.0,0.0,0.0038,0.2627,-0.003,0.3071,(AD) alzheimer's disease genetic risk,1.01,5427,(AD) alzheimer's disease genetic risk >= 1.80,-0.01,-0.01,2
