feature_name,cui,cui_nomenclature,cui_def,KG_Hits,sim_score,feature_level_min_kg_hits,feature_level_sum_kg_hits,feature_level_avg_kg_hits,feature_importance,p_val,corr,MutualInfoTarget,raw_name,F.Split-Lift (y==1),F.Split-Support,F.Split-Feature Split,sim_score_target_feat,sim_score_target_cui,shortest_path_length
Microalbumin in urine,C2362049,Microalbumin,"Microalbumin. Albumin protein in urine samples, which is a marker for kidney dysfunction. Persistently elevated concentrations of albumin in the urine can be diagnostic for kidney damage caused by diabetes, high blood pressure, heart failure, cirrhosis, or lupus.",0,0.856,0.0,0.0,0.0,0.0319,0.0,0.016,0.0218,Microalbumin in urine,2.64,1415,0.85 <= Microalbumin in urine < 7.50,0.15,0.15,2
Microalbumin in urine,C0042036,Urine,"Urine. Liquid by-product of excretion produced in the kidneys, temporarily stored in the bladder until discharge through the URETHRA.",0,0.597,0.0,0.0,0.0,0.0319,0.0,0.016,0.0218,Microalbumin in urine,2.64,1415,0.85 <= Microalbumin in urine < 7.50,0.15,0.15,2
Microalbumin in urine,C0042037,In Urine,"In Urine. Used for the presence or analysis of substances in the urine, and also for the examination of, or changes in, the urine in disease.",0,0.516,0.0,0.0,0.0,0.0319,0.0,0.016,0.0218,Microalbumin in urine,2.64,1415,0.85 <= Microalbumin in urine < 7.50,0.15,0.15,99
Z51.5 - Palliative care,C0030231,Palliative Care,"Palliative Care. Care alleviating symptoms without curing the underlying disease. (Stedman, 25th ed)",0,0.642,0.0,0.0,0.0,0.0259,0.7013,-0.004,0.0013,Z51.5 - Palliative care,1.02,90035,-0.46 <= Z51.5 - Palliative care < 0.85,-0.0,-0.0,2
Z51.5 - Palliative care,C0557533,Hospice and Palliative Care Nursing,"Hospice and Palliative Care Nursing. A nursing specialty concerned with care of patients facing serious or life-threatening illnesses. The goal of palliative nursing is to prevent and relieve suffering, and to support the best possible quality of life for patients and their families. Hospice nursing is palliative care for people in their final stages of life.",0,0.529,0.0,0.0,0.0,0.0259,0.7013,-0.004,0.0013,Z51.5 - Palliative care,1.02,90035,-0.46 <= Z51.5 - Palliative care < 0.85,-0.0,-0.0,2
Coffee intake,C1512806,Intake,"Intake. The process of taking in a substance, especially by eating or drinking, or the quantities thereof; admittance of people to a place or organization at a particular time.",0,0.474,0.0,1.0,0.3,0.0258,0.0,-0.049,0.0014,Coffee intake,1.17,25859,-1.20 <= Coffee intake < -0.71,0.04,0.04,99
Coffee intake,C3251814,Fluid Intake Measurement,Fluid Intake Measurement. Actions performed to measure the amount of fluid volume taken into the body,0,0.363,0.0,1.0,0.3,0.0258,0.0,-0.049,0.0014,Coffee intake,1.17,25859,-1.20 <= Coffee intake < -0.71,0.04,0.04,99
Triglycerides,C0202236,Triglycerides measurement,Triglycerides measurement. A quantitative measurement of the amount of triglyceride present in a sample.,0,0.808,0.0,1.0,0.5,0.0254,0.0,0.084,0.0394,Triglycerides,1.92,2452,Triglycerides >= 2.50,0.08,0.08,99
(MS) multiple sclerosis genetic risk,C0026221,Mississippi (geographic location),"Mississippi (geographic location). State bounded on the north by Tennessee, on the east by Alabama, on the south by Louisiana and Gulf of Mexico, and on the west by Arkansas and Louisiana.",0,0.234,0.0,0.0,0.0,0.0214,0.0011,0.011,0.3067,(MS) multiple sclerosis genetic risk,1.18,2699,(MS) multiple sclerosis genetic risk >= 2.10,-0.03,0.09,99
(MS) multiple sclerosis genetic risk,C0026269,Mitral Valve Stenosis,"Mitral Valve Stenosis. Narrowing of the passage through the MITRAL VALVE due to FIBROSIS, and CALCINOSIS in the leaflets and chordal areas. This elevates the left atrial pressure which, in turn, raises pulmonary venous and capillary pressure leading to bouts of DYSPNEA and TACHYCARDIA during physical exertion. RHEUMATIC FEVER is its primary cause.",0,0.244,0.0,0.0,0.0,0.0214,0.0011,0.011,0.3067,(MS) multiple sclerosis genetic risk,1.18,2699,(MS) multiple sclerosis genetic risk >= 2.10,-0.03,0.09,2
(MS) multiple sclerosis genetic risk,C0026769,Multiple Sclerosis,"Multiple Sclerosis. An autoimmune disorder mainly affecting young adults and characterized by destruction of myelin in the central nervous system. Pathologic findings include multiple sharply demarcated areas of demyelination throughout the white matter of the central nervous system. Clinical manifestations include visual loss, extra-ocular movement disorders, paresthesias, loss of sensation, weakness, dysarthria, spasticity, ataxia, and bladder dysfunction. The usual pattern is one of recurrent attacks followed by partial recovery (see MULTIPLE SCLEROSIS, RELAPSING-REMITTING), but acute fulminating and chronic progressive forms (see MULTIPLE SCLEROSIS, CHRONIC PROGRESSIVE) also occur. (Adams et al., Principles of Neurology, 6th ed, p903)",0,0.685,0.0,0.0,0.0,0.0214,0.0011,0.011,0.3067,(MS) multiple sclerosis genetic risk,1.18,2699,(MS) multiple sclerosis genetic risk >= 2.10,-0.03,0.09,2
(MS) multiple sclerosis genetic risk,C1517512,Genetic Risk,Genetic Risk. Risk of developing a disease based on a patient's heredity,0,0.602,0.0,0.0,0.0,0.0214,0.0011,0.011,0.3067,(MS) multiple sclerosis genetic risk,1.18,2699,(MS) multiple sclerosis genetic risk >= 2.10,-0.03,0.09,3
Leg fat-free mass,C1140621,Leg,Leg. The inferior part of the lower extremity between the KNEE and the ANKLE.,0,0.487,0.0,1.0,0.5,0.0213,0.0,0.038,0.002,Leg fat-free mass (right),1.27,7049,1.40 <= Leg fat-free mass (right) < 3.70,-0.02,-0.02,2
Z92.1 - Personal history of long-term (current) use of anticoagulants,C0424945,Social and personal history,Social and personal history. ,0,0.298,0.0,1.0,0.3,0.0182,0.0112,0.001,0.0017,Z92.1 - Personal history of long-term (current) use of anticoagulants,1.66,2685,Z92.1 - Personal history of long-term (current) use of anticoagulants >= 1.30,0.09,0.1,99
Z92.1 - Personal history of long-term (current) use of anticoagulants,C0003280,Anticoagulants,Anticoagulants. Agents that prevent BLOOD CLOTTING.,0,0.52,0.0,1.0,0.3,0.0182,0.0112,0.001,0.0017,Z92.1 - Personal history of long-term (current) use of anticoagulants,1.66,2685,Z92.1 - Personal history of long-term (current) use of anticoagulants >= 1.30,0.09,0.1,2
(HDL) high density lipoprotein cholesterol genetic risk,C3715113,HSD11B1 wt Allele,"HSD11B1 wt Allele. Human HSD11B1 wild-type allele is located within 1q32-q41 and is approximately 49 kb in length. This allele, which encodes corticosteroid 11-beta-dehydrogenase isozyme 1 protein, plays a role in the metabolism of cortisol. Mutation of the gene is associated with cortisone reductase deficiency.",0,0.321,0.0,1.0,0.2,0.016,0.0,-0.021,0.307,(HDL) high density lipoprotein cholesterol genetic risk,1.15,7182,(HDL) high density lipoprotein cholesterol genetic risk < -1.40,0.09,0.1,2
(HDL) high density lipoprotein cholesterol genetic risk,C0062709,"Lipoproteins, HDL2","Lipoproteins, HDL2. Low-density subclass of the high-density lipoproteins, with particle sizes between 8 to 13 nm.",0,0.423,0.0,1.0,0.2,0.016,0.0,-0.021,0.307,(HDL) high density lipoprotein cholesterol genetic risk,1.15,7182,(HDL) high density lipoprotein cholesterol genetic risk < -1.40,0.09,0.1,2
(HDL) high density lipoprotein cholesterol genetic risk,C1517512,Genetic Risk,Genetic Risk. Risk of developing a disease based on a patient's heredity,0,0.753,0.0,1.0,0.2,0.016,0.0,-0.021,0.307,(HDL) high density lipoprotein cholesterol genetic risk,1.15,7182,(HDL) high density lipoprotein cholesterol genetic risk < -1.40,0.09,0.1,3
Apolipoprotein A1,C0085201,Apolipoprotein A-I,"Apolipoprotein A-I. The most abundant protein component of HIGH DENSITY LIPOPROTEINS or HDL. This protein serves as an acceptor for CHOLESTEROL released from cells thus promoting efflux of cholesterol to HDL then to the LIVER for excretion from the body (reverse cholesterol transport). It also acts as a cofactor for LECITHIN CHOLESTEROL ACYLTRANSFERASE that forms CHOLESTEROL ESTERS on the HDL particles. Mutations of this gene APOA1 cause HDL deficiency, such as in FAMILIAL ALPHA LIPOPROTEIN DEFICIENCY DISEASE and in some patients with TANGIER DISEASE.",0,0.887,0.0,0.0,0.0,0.0138,0.007,0.004,0.0564,Apolipoprotein A1,1.31,2405,2.40 <= Apolipoprotein A1 < 5.30,0.11,0.11,2
Apolipoprotein A1,C1412468,APOA1 gene,APOA1 gene. This gene is involved in cholesterol transport and metabolism.,0,0.758,0.0,0.0,0.0,0.0138,0.007,0.004,0.0564,Apolipoprotein A1,1.31,2405,2.40 <= Apolipoprotein A1 < 5.30,0.11,0.11,2
Apolipoprotein A1,C1677784,"APOA1 protein, human","APOA1 protein, human. Apolipoprotein A-I (267 aa, ~31 kDa) is encoded by the human APOA1 gene. This protein is involved in the transport and metabolism of cholesterol.",0,0.845,0.0,0.0,0.0,0.0138,0.007,0.004,0.0564,Apolipoprotein A1,1.31,2405,2.40 <= Apolipoprotein A1 < 5.30,0.11,0.11,99
Testosterone,C0039601,testosterone,"testosterone. A potent androgenic steroid and major product secreted by the LEYDIG CELLS of the TESTIS. Its production is stimulated by LUTEINIZING HORMONE from the PITUITARY GLAND. In turn, testosterone exerts feedback control of the pituitary LH and FSH secretion. Depending on the tissues, testosterone can be further converted to DIHYDROTESTOSTERONE or ESTRADIOL.",0,0.768,0.0,0.0,0.0,0.0128,0.2638,-0.016,0.0911,Testosterone,1.41,7043,-1.40 <= Testosterone < -0.47,0.05,0.05,2
Testosterone,C4721537,Therapeutic Testosterone,"Therapeutic Testosterone. A synthetic form of the endogenous androgenic steroid testosterone. In vivo, testosterone is irreversibly converted to dihydrotestosterone (DHT) in target tissues by the enzyme 5-alpha reductase. Testosterone or DHT ligand-androgen receptor complexes act as transcription factor complexes, stimulating the expression of various responsive genes. DHT binds with higher affinity to androgen receptors than testosterone, activating gene expression more efficiently. In addition, testosterone is irreversibly converted to estradiol by the enzyme complex aromatase, particularly in the liver and adipose tissue. Testosterone and DHT promote the development and maintenance of male sex characteristics related to the internal and external genitalia, skeletal muscle, and hair follicles; estradiol promotes epiphyseal maturation and bone mineralization. Due to rapid metabolism by the liver, therapeutic testosterone is generally administered as an ester derivative.",0,0.646,0.0,0.0,0.0,0.0128,0.2638,-0.016,0.0911,Testosterone,1.41,7043,-1.40 <= Testosterone < -0.47,0.05,0.05,99
Testosterone,C0523912,Testosterone measurement,Testosterone measurement. The determination of the amount of testosterone present in a sample.,0,0.758,0.0,0.0,0.0,0.0128,0.2638,-0.016,0.0911,Testosterone,1.41,7043,-1.40 <= Testosterone < -0.47,0.05,0.05,2
Home area population density - urban or rural Scotland - Other Urban Area,C0178587,density,density. The amount of something per unit size.,0,0.276,0.0,0.0,0.0,0.0128,0.0,-0.027,0.0005,Home area population density - urban or rural_Scotland - Other Urban Area,1.01,90570,Home area population density - urban or rural_Scotland - Other Urban Area < 0.50,-0.06,0.05,2
Home area population density - urban or rural Scotland - Other Urban Area,C0442529,Urban environment,"Urban environment. A delineated geographic area encompassing residential, commercial, and other non-residential urban land uses with a residential population of 50,000 or more people and a density of 1,000 people or more per square mile.",0,0.339,0.0,0.0,0.0,0.0128,0.0,-0.027,0.0005,Home area population density - urban or rural_Scotland - Other Urban Area,1.01,90570,Home area population density - urban or rural_Scotland - Other Urban Area < 0.50,-0.06,0.05,3
Home area population density - urban or rural Scotland - Other Urban Area,C0724128,Urban tradename,Urban tradename. ,0,0.187,0.0,0.0,0.0,0.0128,0.0,-0.027,0.0005,Home area population density - urban or rural_Scotland - Other Urban Area,1.01,90570,Home area population density - urban or rural_Scotland - Other Urban Area < 0.50,-0.06,0.05,99
Home area population density - urban or rural Scotland - Other Urban Area,C2700386,Urban - qualifier,"Urban - qualifier. Relating to, located in, or characteristic of a city or densely populated area.",0,0.386,0.0,0.0,0.0,0.0128,0.0,-0.027,0.0005,Home area population density - urban or rural_Scotland - Other Urban Area,1.01,90570,Home area population density - urban or rural_Scotland - Other Urban Area < 0.50,-0.06,0.05,99
Home area population density - urban or rural Scotland - Other Urban Area,C0178876,urban area,"urban area. of, relating to, or located in a city area.",0,0.334,0.0,0.0,0.0,0.0128,0.0,-0.027,0.0005,Home area population density - urban or rural_Scotland - Other Urban Area,1.01,90570,Home area population density - urban or rural_Scotland - Other Urban Area < 0.50,-0.06,0.05,3
Birth weight,C0005612,Birth Weight,Birth Weight. The mass or quantity of heaviness of an individual at BIRTH. It is expressed by units of pounds or kilograms.,0,0.866,0.0,0.0,0.0,0.0123,0.0,-0.017,0.0017,Birth weight,1.03,72146,-3.70 <= Birth weight < 0.07,0.01,0.01,2
Birth weight,C0024032,Low Birth Weights,Low Birth Weights. A birth weight that is less than 2500 grams.,0,0.722,0.0,0.0,0.0,0.0123,0.0,-0.017,0.0017,Birth weight,1.03,72146,-3.70 <= Birth weight < 0.07,0.01,0.01,2
medication aspirin,C0004057,aspirin,"aspirin. The prototypical analgesic used in the treatment of mild to moderate pain. It has anti-inflammatory and antipyretic properties and acts as an inhibitor of cyclooxygenase which results in the inhibition of the biosynthesis of prostaglandins. Aspirin also inhibits platelet aggregation and is used in the prevention of arterial and venous thrombosis. (From Martindale, The Extra Pharmacopoeia, 30th ed, p5)",0,0.879,0.0,0.0,0.0,0.012,0.0,-0.018,0.0002,Treatment/medication code | Array 0__aspirin,1.02,76105,Treatment/medication code | Array 0__aspirin < 0.12,0.26,0.26,2
Albumin,C0001924,Albumins,"Albumins. Water-soluble proteins found in egg whites, blood, lymph, and other tissues and fluids. They coagulate upon heating.",0,0.835,0.0,0.0,0.0,0.0106,0.0785,-0.003,0.0705,Albumin,1.36,1072,Albumin < -2.80,0.1,0.1,2
Albumin,C1412332,ALB gene,ALB gene. ,0,0.596,0.0,0.0,0.0,0.0106,0.0785,-0.003,0.0705,Albumin,1.36,1072,Albumin < -2.80,0.1,0.1,2
Essential hypertension,C0085580,Essential Hypertension,"Essential Hypertension. Hypertension that occurs without known cause, or preexisting renal disease. Associated polymorphisms for a number of genes have been identified, including AGT, GNB3, and ECE1. OMIM: 145500",0,0.751,0.0,0.0,0.0,0.0098,0.0,-0.021,0.0038,Essential hypertension,1.68,5491,-3.90 <= Essential hypertension < -1.50,0.18,0.2,2
SHBG,C0036883,Sex Hormone-Binding Globulin,"Sex Hormone-Binding Globulin. A glycoprotein migrating as a beta-globulin. Its molecular weight, 52,000 or 95,000-115,000, indicates that it exists as a dimer. The protein binds testosterone, dihydrotestosterone, and estradiol in the plasma. Sex hormone-binding protein has the same amino acid sequence as ANDROGEN-BINDING PROTEIN. They differ by their sites of synthesis and post-translational oligosaccharide modifications.",0,0.45,0.0,0.0,0.0,0.0089,0.0,-0.071,0.0511,SHBG,1.68,2712,SHBG < -1.40,0.02,0.02,2
SHBG,C0312446,Somatotropin binding globulin,Somatotropin binding globulin. ,0,0.518,0.0,0.0,0.0,0.0089,0.0,-0.071,0.0511,SHBG,1.68,2712,SHBG < -1.40,0.02,0.02,99
SHBG,C1366439,SHBG gene,SHBG gene. This gene is involved in the regulation of steroid hormones.,0,0.622,0.0,0.0,0.0,0.0089,0.0,-0.071,0.0511,SHBG,1.68,2712,SHBG < -1.40,0.02,0.02,2
Townsend deprivation index at recruitment,C2949735,Recruitment,"Recruitment. The process of enrolling, enlisting, or adding individuals to a group.",0,0.144,0.0,0.0,0.0,0.0086,0.0,0.025,0.0094,Townsend deprivation index at recruitment,1.19,10276,1.40 <= Townsend deprivation index at recruitment < 2.90,0.0,0.09,99
Total protein,C0555903,Total protein measurement,Total protein measurement. A quantitative measurement of the amount of total protein present in a sample.,0,0.881,0.0,0.0,0.0,0.0086,0.0,0.039,0.0165,Total protein,1.47,941,Total protein >= 2.70,0.1,0.1,2
Total protein,C1261360,Total protein result,Total protein result. ,0,0.923,0.0,0.0,0.0,0.0086,0.0,0.039,0.0165,Total protein,1.47,941,Total protein >= 2.70,0.1,0.1,99
Date of all cause dementia report,C0015127,Etiology aspects,Etiology aspects. Used with diseases for causative agents including microorganisms and includes environmental and social factors and personal habits as contributing factors. It includes pathogenesis.,0,0.161,0.0,1.0,0.3,0.0083,0.0,-0.023,0.0019,Date of all cause dementia report,1.0,91105,-5.20 <= Date of all cause dementia report < 1.10,0.07,0.07,99
Date of all cause dementia report,C0011265,Presenile dementia,Presenile dementia. The presence of dementia in an individual younger than age sixty five.,0,0.364,0.0,1.0,0.3,0.0083,0.0,-0.023,0.0019,Date of all cause dementia report,1.0,91105,-5.20 <= Date of all cause dementia report < 1.10,0.07,0.07,2
Acetone,C0001002,acetone,acetone. A colorless liquid used as a solvent and an antiseptic. It is one of the ketone bodies produced during ketoacidosis.,0,0.864,0.0,0.0,0.0,0.0081,0.0,0.024,0.0816,Acetone,1.36,2195,2.40 <= Acetone < 10.00,-0.0,-0.0,2
"Other chronic ischemic heart disease, unspecified",C0264694,Chronic myocardial ischemia,Chronic myocardial ischemia. ,0,0.903,0.0,0.0,0.0,0.0071,0.2562,0.012,0.0017,"Other chronic ischemic heart disease, unspecified",1.57,3125,"Other chronic ischemic heart disease, unspecified >= 1.30",0.08,0.08,2
Abdominal pain,C0000737,Abdominal Pain,"Abdominal Pain. Sensation of discomfort, distress, or agony in the abdominal region.",0,0.909,0.0,0.0,0.0,0.0069,0.7678,0.0,0.0006,Abdominal pain,1.2,3232,0.06 <= Abdominal pain < 2.80,0.18,0.18,2
3-Hydroxybutyrate,C0106006,3-Hydroxybutyrate,3-Hydroxybutyrate. A hydroxy fatty acid anion and ketone body synthesized in the liver from acetyl-Coenzyme A (acetyl-CoA) by the enzyme 3-hydroxybutyrate dehydrogenase. 3-hydroxybutyrate can be used as an energy source when glucose levels drop. Elevated urine and serum levels of 3-hydroxybutyrate are seen in ketosis and ketoacidosis.,0,0.767,0.0,0.0,0.0,0.0054,0.0,0.023,0.1431,3-Hydroxybutyrate,1.11,14658,-0.49 <= 3-Hydroxybutyrate < -0.02,0.08,0.08,2
Home area population density - urban or rural England/Wales - Town and Fringe - less sparse,C0178587,density,density. The amount of something per unit size.,0,0.247,0.0,0.0,0.0,0.0052,0.0067,0.009,0.0,Home area population density - urban or rural_England/Wales - Town and Fringe - less sparse,1.1,5915,Home area population density - urban or rural_England/Wales - Town and Fringe - less sparse >= 0.50,-0.09,-0.09,2
Home area population density - urban or rural England/Wales - Town and Fringe - less sparse,C0442529,Urban environment,"Urban environment. A delineated geographic area encompassing residential, commercial, and other non-residential urban land uses with a residential population of 50,000 or more people and a density of 1,000 people or more per square mile.",0,0.269,0.0,0.0,0.0,0.0052,0.0067,0.009,0.0,Home area population density - urban or rural_England/Wales - Town and Fringe - less sparse,1.1,5915,Home area population density - urban or rural_England/Wales - Town and Fringe - less sparse >= 0.50,-0.09,-0.09,3
Home area population density - urban or rural England/Wales - Town and Fringe - less sparse,C2700386,Urban - qualifier,"Urban - qualifier. Relating to, located in, or characteristic of a city or densely populated area.",0,0.268,0.0,0.0,0.0,0.0052,0.0067,0.009,0.0,Home area population density - urban or rural_England/Wales - Town and Fringe - less sparse,1.1,5915,Home area population density - urban or rural_England/Wales - Town and Fringe - less sparse >= 0.50,-0.09,-0.09,99
Home area population density - urban or rural England/Wales - Town and Fringe - less sparse,C0557750,Towns,Towns. Human settlements larger than a village but smaller than a city.,0,0.444,0.0,0.0,0.0,0.0052,0.0067,0.009,0.0,Home area population density - urban or rural_England/Wales - Town and Fringe - less sparse,1.1,5915,Home area population density - urban or rural_England/Wales - Town and Fringe - less sparse >= 0.50,-0.09,-0.09,99
Home area population density - urban or rural England/Wales - Town and Fringe - less sparse,C0439092,Less Than,Less Than. A statement about the relative size or order of two objects specifying that an object of interest is smaller than another object in quantity or measure or value or status.,0,0.268,0.0,0.0,0.0,0.0052,0.0067,0.009,0.0,Home area population density - urban or rural_England/Wales - Town and Fringe - less sparse,1.1,5915,Home area population density - urban or rural_England/Wales - Town and Fringe - less sparse >= 0.50,-0.09,-0.09,99
Home area population density - urban or rural England/Wales - Town and Fringe - less sparse,C0547044,Smaller,"Smaller. Of lower rank, degree, or importance; of reduced size, extent, or degree; more limited in quantity.",0,0.311,0.0,0.0,0.0,0.0052,0.0067,0.009,0.0,Home area population density - urban or rural_England/Wales - Town and Fringe - less sparse,1.1,5915,Home area population density - urban or rural_England/Wales - Town and Fringe - less sparse >= 0.50,-0.09,-0.09,99
Mental health conditions ever diagnosed by a professional group group,C0687744,Social group,"Social group. A collection of two or more people who share a common identity as defined by beliefs, codes of conduct, CULTURE and SOCIAL NORMS.",0,0.226,0.0,0.0,0.0,0.005,0.0,-0.036,0.001,Mental health conditions ever diagnosed by a professional__group group,1.06,68835,Mental health conditions ever diagnosed by a professional__group group < 0.03,0.08,0.08,2
Home area population density - urban or rural England/Wales - Urban - less sparse,C0178587,density,density. The amount of something per unit size.,0,0.229,0.0,0.0,0.0,0.0048,0.0,0.034,0.0006,Home area population density - urban or rural_England/Wales - Urban - less sparse,1.05,73086,Home area population density - urban or rural_England/Wales - Urban - less sparse >= 0.50,-0.06,-0.03,2
