feature_name,cui,cui_nomenclature,cui_def,KG_Hits,sim_score,feature_level_min_kg_hits,feature_level_sum_kg_hits,feature_level_avg_kg_hits,feature_importance,p_val,corr,MutualInfoTarget,raw_name,sim_score_target_feat,sim_score_target_cui,shortest_path_length,simple_path_length,norm_path_length
Z03.8 - Observation for other suspected diseases and conditions,C0302523,Observation in research,"Observation in research. The act of regarding attentively and studying facts and occurrences, gathering data through analyzing, measuring, and drawing conclusions, with the purpose of applying the observed information to theoretical assumptions. Observation as a scientific method in the acquisition of knowledge began in classical antiquity; in modern science and medicine its greatest application is facilitated by modern technology. Observation is one of the components of the research process.",0,0.22,0.0,0.0,0.0,0.0,0.9974,0.007,0.0,Z03.8 - Observation for other suspected diseases and conditions,-0.06,-0.06,3,1,0.01
Z03.8 - Observation for other suspected diseases and conditions,C0700325,Patient observation,"Patient observation. Clinical management approach wherein immediate therapy is not provided but there is a period of observation during which periodic tests monitor patient and the progression of the illness. (Driffield T, Smith PC Med Decis Making. 2007 Mar-Apr;27(2):178-88)",0,0.179,0.0,0.0,0.0,0.0,0.9974,0.007,0.0,Z03.8 - Observation for other suspected diseases and conditions,-0.06,-0.06,2,0,0.0
Z03.8 - Observation for other suspected diseases and conditions,C0332147,Suspected diagnosis,Suspected diagnosis. ,0,0.591,0.0,0.0,0.0,0.0,0.9974,0.007,0.0,Z03.8 - Observation for other suspected diseases and conditions,-0.06,-0.06,99,0,0.0
Benign neoplasm of skin,C0086692,Benign Neoplasm,"Benign Neoplasm. A neoplasm which is characterized by the absence of morphologic features associated with malignancy (severe cytologic atypia, tumor cell necrosis, and high mitotic rate). Benign neoplasms remain confined to the original site of growth and do not metastasize to other anatomic sites.",0,0.473,0.0,0.0,0.0,0.0,0.9865,-0.003,0.0005,Benign neoplasm of skin,0.05,0.05,2,1,0.0
Benign neoplasm of skin,C0347197,Benign neoplasm of oral cavity,"Benign neoplasm of oral cavity. A non-metastasizing neoplasm arising from the oral cavity. Representative examples include hemangioma, tongue lipoma, and buccal mucosa papilloma.",0,0.453,0.0,0.0,0.0,0.0,0.9865,-0.003,0.0005,Benign neoplasm of skin,0.05,0.05,2,36,18.0
Benign neoplasm of skin,C0347276,Benign neoplasm of anus,Benign neoplasm of anus. A non-metastasizing neoplasm arising from the anus. Representative examples include squamous papilloma and papillary hidradenoma.,0,0.553,0.0,0.0,0.0,0.0,0.9865,-0.003,0.0005,Benign neoplasm of skin,0.05,0.05,99,11,inf
Benign neoplasm of skin,C0444099,Skin Specimen,Skin Specimen. ,0,0.523,0.0,0.0,0.0,0.0,0.9865,-0.003,0.0005,Benign neoplasm of skin,0.05,0.05,2,0,0.0
Benign neoplasm of skin,C1123023,Skin,Skin. The outer covering of the body that protects it from the environment. It is composed of the DERMIS and the EPIDERMIS.,0,0.57,0.0,0.0,0.0,0.0,0.9865,-0.003,0.0005,Benign neoplasm of skin,0.05,0.05,2,0,0.0
Obesity,C0028754,Obesity,"Obesity. A status with BODY WEIGHT that is grossly above the recommended standards, usually due to accumulation of excess FATS in the body. The standards may vary with age, sex, genetic or cultural background. In the BODY MASS INDEX, a BMI greater than 30.0 kg/m2 is considered obese, and a BMI greater than 40.0 kg/m2 is considered morbidly obese (MORBID OBESITY).",0,0.761,0.0,0.0,0.0,0.0,0.9859,-0.0,0.0,Obesity,0.01,0.01,2,1,0.0
Obesity,C4759928,BODY MASS INDEX QUANTITATIVE TRAIT LOCUS 20,BODY MASS INDEX QUANTITATIVE TRAIT LOCUS 20. ,0,0.446,0.0,0.0,0.0,0.0,0.9859,-0.0,0.0,Obesity,0.01,0.01,99,20,inf
Tobacco use disorder,C0040336,Tobacco Use Disorder,Tobacco Use Disorder. Tobacco used to the detriment of a person's health or social functioning. Tobacco dependence is included.,0,0.878,0.0,0.0,0.0,0.0036,0.9834,-0.009,0.0,Tobacco use disorder,0.02,0.02,2,0,0.0
"(DVT, blood clot in leg) Age deep-vein thrombosis diagnosed infrequent",C0149871,Deep Vein Thrombosis,"Deep Vein Thrombosis. A blood clot in a deep vein, predominantly in the lower extremity, but may include the pelvis or upper extremity.",0,0.606,0.0,1.0,0.2,0.0,0.969,-0.0,0.0008,"(DVT, blood clot in leg) Age deep-vein thrombosis diagnosed_infrequent_",0.1,0.1,2,0,0.0
"(DVT, blood clot in leg) Age deep-vein thrombosis diagnosed infrequent",C0151950,Deep thrombophlebitis,Deep thrombophlebitis. ,0,0.391,0.0,1.0,0.2,0.0,0.969,-0.0,0.0008,"(DVT, blood clot in leg) Age deep-vein thrombosis diagnosed_infrequent_",0.1,0.1,2,1,0.04
"(DVT, blood clot in leg) Age deep-vein thrombosis diagnosed infrequent",C0302148,Blood Clot,"Blood Clot. An aggregation of blood factors, primarily platelets and fibrin with entrapment of cellular elements, frequently causing vascular obstruction at the point of its formation.",0,0.463,0.0,1.0,0.2,0.0,0.969,-0.0,0.0008,"(DVT, blood clot in leg) Age deep-vein thrombosis diagnosed_infrequent_",0.1,0.1,2,0,0.0
"(DVT, blood clot in leg) Age deep-vein thrombosis diagnosed infrequent",C0023216,Lower Extremity,"Lower Extremity. The region of the lower limb in animals, extending from the gluteal region to the FOOT, and including the BUTTOCKS; HIP; and LEG.",0,0.238,0.0,1.0,0.2,0.0,0.969,-0.0,0.0008,"(DVT, blood clot in leg) Age deep-vein thrombosis diagnosed_infrequent_",0.1,0.1,2,1,0.0
"(DVT, blood clot in leg) Age deep-vein thrombosis diagnosed infrequent",C1140621,Leg,Leg. The inferior part of the lower extremity between the KNEE and the ANKLE.,0,0.287,0.0,1.0,0.2,0.0,0.969,-0.0,0.0008,"(DVT, blood clot in leg) Age deep-vein thrombosis diagnosed_infrequent_",0.1,0.1,2,0,0.0
Alanine aminotransferase,C0001899,Alanine Transaminase,"Alanine Transaminase. An enzyme that catalyzes the conversion of L-alanine and 2-oxoglutarate to pyruvate and L-glutamate. (From Enzyme Nomenclature, 1992) EC 2.6.1.2.",0,0.91,0.0,0.0,0.0,0.004,0.967,0.004,0.0,Alanine aminotransferase,-0.03,-0.03,2,0,0.0
Alanine aminotransferase,C1415274,GPT gene,GPT gene. This gene is involved in amino acid metabolism and liver gluconeogenesis.,0,0.552,0.0,0.0,0.0,0.004,0.967,0.004,0.0,Alanine aminotransferase,-0.03,-0.03,2,0,0.0
Alanine aminotransferase,C3887708,"Alanine Aminotransferase 1, human","Alanine Aminotransferase 1, human. Alanine aminotransferase 1 (496 aa, ~55 kDa) is encoded by the human GPT gene. This protein plays a role in both amino acid metabolism and pyruvate synthesis.",0,0.716,0.0,0.0,0.0,0.004,0.967,0.004,0.0,Alanine aminotransferase,-0.03,-0.03,3,14,1.56
(United Kingdom) Year immigrated to UK,C0041700,United Kingdom,"United Kingdom. Country in northwestern Europe including Great Britain and the northern one-sixth of the island of Ireland, located between the North Sea and north Atlantic Ocean. The capital is London.",0,0.305,0.0,0.0,0.0,0.0,0.942,-0.001,0.0,(United Kingdom) Year immigrated to UK_1970,-0.12,-0.12,99,4,inf
Job code at visit administrative,C1292785,Administrative action,Administrative action. ,0,0.459,0.0,0.0,0.0,0.0,0.9345,-0.0,0.0,Job code at visit__administrative,-0.05,-0.05,99,5,inf
Job code at visit administrative,C3845829,Administrative,Administrative. ,0,0.616,0.0,0.0,0.0,0.0,0.9345,-0.0,0.0,Job code at visit__administrative,-0.05,-0.05,99,4,inf
Symptoms involving digestive system,C0683368,Symptoms aspect,Symptoms aspect. ,0,0.499,0.0,0.0,0.0,0.0,0.929,-0.002,0.0,Symptoms involving digestive system,-0.07,-0.07,99,12,inf
Symptoms involving digestive system,C1457887,Symptoms,Symptoms. Subjective evidence of disease perceived by the patient.,0,0.464,0.0,0.0,0.0,0.0,0.929,-0.002,0.0,Symptoms involving digestive system,-0.07,-0.07,2,0,0.0
Symptoms involving digestive system,C0012240,Gastrointestinal system,"Gastrointestinal system. A group of organs stretching from the MOUTH to the ANUS, serving to breakdown foods, assimilate nutrients, and eliminate waste. In humans, the digestive system includes the GASTROINTESTINAL TRACT and the accessory glands (LIVER; BILIARY TRACT; PANCREAS).",0,0.637,0.0,0.0,0.0,0.0,0.929,-0.002,0.0,Symptoms involving digestive system,-0.07,-0.07,3,3,0.03
Symptoms involving digestive system,C2930967,Gastro-enteropancreatic neuroendocrine tumor,Gastro-enteropancreatic neuroendocrine tumor. A well-differentiated neuroendocrine tumor arising from the digestive system. It is characterized by the presence of cells with features similar to those of the normal endocrine cells of the digestive system. The neoplastic cells express immunohistochemical evidence of neuroendocrine differentiation and hormones. There is mild to moderate nuclear atypia and less than 20 mitoses per 10 HPF. It includes well-differentiated endocrine tumors or carcinoid tumors and well-differentiated endocrine carcinomas.,0,0.253,0.0,0.0,0.0,0.0,0.929,-0.002,0.0,Symptoms involving digestive system,-0.07,-0.07,2,0,0.0
Symptoms involving digestive system,C1517465,Digestive System Part,Digestive System Part. A term that refers to any anatomic structure that is part of the digestive system.,0,0.533,0.0,0.0,0.0,0.0,0.929,-0.002,0.0,Symptoms involving digestive system,-0.07,-0.07,99,0,0.0
HSV-2 seropositivity for Herpes Simplex virus-2,C0019351,"herpesvirus 2, human","herpesvirus 2, human. A species of SIMPLEXVIRUS associated with genital infections (HERPES GENITALIS). It is transmitted by sexual intercourse and close personal contact.",0,0.617,0.0,0.0,0.0,0.0,0.9284,0.001,0.0007,HSV-2 seropositivity for Herpes Simplex virus-2_None,-0.01,0.07,2,0,0.0
HSV-2 seropositivity for Herpes Simplex virus-2,C0206558,Simplexvirus,"Simplexvirus. A genus of the family HERPESVIRIDAE, subfamily ALPHAHERPESVIRINAE, consisting of herpes simplex-like viruses. The type species is HERPESVIRUS 1, HUMAN.",0,0.534,0.0,0.0,0.0,0.0,0.9284,0.001,0.0007,HSV-2 seropositivity for Herpes Simplex virus-2_None,-0.01,0.07,2,1,0.0
HSV-2 seropositivity for Herpes Simplex virus-2,C0319232,Human herpes simplex virus,"Human herpes simplex virus. A genus of enveloped, spherical or pleomorphic viruses with a capsid with T=16 icosahedral symmetry and surrounded by amorphous tegument, in the family Herpesviridae. The genome is composed of monopartite, linear double-stranded DNA. Simplexviruses are found in humans and mammals, may remain latent in neurons and cause skin blisters and mucosal ulcers in humans.",0,0.544,0.0,0.0,0.0,0.0,0.9284,0.001,0.0007,HSV-2 seropositivity for Herpes Simplex virus-2_None,-0.01,0.07,2,1,0.04
HSV-2 seropositivity for Herpes Simplex virus-2,C0206679,"herpesvirus 1, human","herpesvirus 1, human. The type species of SIMPLEXVIRUS causing most forms of non-genital herpes simplex in humans. Primary infection occurs mainly in infants and young children and then the virus becomes latent in the dorsal root ganglion. It then is periodically reactivated throughout life causing mostly benign conditions.",0,0.519,0.0,0.0,0.0,0.0,0.9284,0.001,0.0007,HSV-2 seropositivity for Herpes Simplex virus-2_None,-0.01,0.07,2,0,0.0
"Qualifications College or University degree|A levels/AS levels or equivalent|O levels/GCSEs or equivalent|CSEs or equivalent|Other professional qualifications eg: nursing, teaching",C0028677,Discipline of Nursing,"Discipline of Nursing. The field of nursing care concerned with the promotion, maintenance, and restoration of health.",0,0.283,0.0,0.0,0.0,0.0,0.9262,-0.001,0.0,"Qualifications_College or University degree|A levels/AS levels or equivalent|O levels/GCSEs or equivalent|CSEs or equivalent|Other professional qualifications eg: nursing, teaching",0.02,0.02,3,1,0.2
Qualifications A levels/AS levels or equivalent|O levels/GCSEs or equivalent|NVQ or HND or HNC or equivalent,C0018609,Hartnup Disease,"Hartnup Disease. An autosomal recessive disorder due to defective absorption of NEUTRAL AMINO ACIDS by both the intestine and the PROXIMAL RENAL TUBULES. The abnormal urinary loss of TRYPTOPHAN, a precursor of NIACIN, leads to a NICOTINAMIDE deficiency, PELLAGRA-like light-sensitive rash, CEREBELLAR ATAXIA, emotional instability, and aminoaciduria. Mutations involve the neurotransmitter transporter gene SLC6A19.",0,0.158,0.0,0.0,0.0,0.0,0.9227,0.001,0.0,Qualifications_A levels/AS levels or equivalent|O levels/GCSEs or equivalent|NVQ or HND or HNC or equivalent,0.06,0.06,2,0,0.0
Qualifications A levels/AS levels or equivalent|O levels/GCSEs or equivalent|NVQ or HND or HNC or equivalent,C5551064,SLC6A19 wt Allele,"SLC6A19 wt Allele. Human SLC6A19 wild-type allele is located in the vicinity of 5p15.33 and is approximately 24 kb in length. This allele, which encodes sodium-dependent neutral amino acid transporter B(0)AT1 protein, plays a role in epithelial cell uptake of neutral amino acids. Mutation of the gene is associated with iminoglycinuria, hyperglycinuria and Hartnup disorder.",0,0.174,0.0,0.0,0.0,0.0,0.9227,0.001,0.0,Qualifications_A levels/AS levels or equivalent|O levels/GCSEs or equivalent|NVQ or HND or HNC or equivalent,0.06,0.06,99,0,0.0
Qualifications A levels/AS levels or equivalent|O levels/GCSEs or equivalent|NVQ or HND or HNC or equivalent,C0205163,Equal,Equal. A person or thing equal to another in value or measure or force or effect or significance etc.; being essentially equal to something.,0,0.278,0.0,0.0,0.0,0.0,0.9227,0.001,0.0,Qualifications_A levels/AS levels or equivalent|O levels/GCSEs or equivalent|NVQ or HND or HNC or equivalent,0.06,0.06,99,0,0.0
Qualifications A levels/AS levels or equivalent|O levels/GCSEs or equivalent|NVQ or HND or HNC or equivalent,C0439185,Equivalent Weight,"Equivalent Weight. A unit of relative amount of a substance that combines with or displaces 8.0 grams of oxygen or 1.008 gram of hydrogen. The unit is usually expressed in grams and is equal to the amount of substance that gains or loses one mole of electrons in a redox reaction, or to the amount of substances that releases or accepts one mole of hydrogen ions in a neutralization reaction; or to the amount of electrolyte that carries one mole of positive or negative charge. This is a large unit and measurements are more often done in its derivatives, e.g. in milliequivalents.",0,0.284,0.0,0.0,0.0,0.0,0.9227,0.001,0.0,Qualifications_A levels/AS levels or equivalent|O levels/GCSEs or equivalent|NVQ or HND or HNC or equivalent,0.06,0.06,3,0,0.0
3-Hydroxybutyrate,C0106006,3-Hydroxybutyrate,3-Hydroxybutyrate. A hydroxy fatty acid anion and ketone body synthesized in the liver from acetyl-Coenzyme A (acetyl-CoA) by the enzyme 3-hydroxybutyrate dehydrogenase. 3-hydroxybutyrate can be used as an energy source when glucose levels drop. Elevated urine and serum levels of 3-hydroxybutyrate are seen in ketosis and ketoacidosis.,0,0.767,0.0,0.0,0.0,0.0017,0.9223,0.003,0.0,3-Hydroxybutyrate,0.01,0.04,2,0,0.0
Hemorrhage of rectum and anus,C0029163,Oral Hemorrhage,"Oral Hemorrhage. Bleeding from the blood vessels of the mouth, which may occur as a result of injuries to the mouth, accidents in oral surgery, or diseases of the gums.",0,0.405,0.0,1.0,0.2,0.0008,0.9187,-0.009,0.0004,Hemorrhage of rectum and anus,0.08,0.08,2,0,0.0
Hemorrhage of rectum and anus,C0426747,Bleeding from anus,Bleeding from anus. Bleeding originating from the anal area.,0,0.904,0.0,1.0,0.2,0.0008,0.9187,-0.009,0.0004,Hemorrhage of rectum and anus,0.08,0.08,2,23,5.75
Hemorrhage of rectum and anus,C0034896,Rectum,"Rectum. The distal segment of the LARGE INTESTINE, between the SIGMOID COLON and the ANAL CANAL.",0,0.477,0.0,1.0,0.2,0.0008,0.9187,-0.009,0.0004,Hemorrhage of rectum and anus,0.08,0.08,2,0,0.0
Hemorrhage of rectum and anus,C4482211,Pelvis>Rectum,Pelvis>Rectum. ,0,0.531,0.0,1.0,0.2,0.0008,0.9187,-0.009,0.0004,Hemorrhage of rectum and anus,0.08,0.08,99,2,inf
Hemorrhage of rectum and anus,C0003461,Anus,"Anus. The lower opening of the digestive tract, lying in the cleft between the buttocks, through which fecal matter is extruded.",0,0.581,0.0,1.0,0.2,0.0008,0.9187,-0.009,0.0004,Hemorrhage of rectum and anus,0.08,0.08,2,4,0.01
"Age hay fever, rhinitis or eczema diagnosed infrequent",C0001779,Age,Age. How long something has existed; elapsed time since birth.,0,0.244,0.0,0.0,0.0,0.0,0.9186,-0.001,0.0,"Age hay fever, rhinitis or eczema diagnosed_infrequent_",-0.1,-0.1,2,0,0.0
"Age hay fever, rhinitis or eczema diagnosed infrequent",C0018621,Hay fever,Hay fever. Allergic rhinitis caused by outdoor allergens.,0,0.669,0.0,0.0,0.0,0.0,0.9186,-0.001,0.0,"Age hay fever, rhinitis or eczema diagnosed_infrequent_",-0.1,-0.1,2,0,0.0
"Age hay fever, rhinitis or eczema diagnosed infrequent",C0035455,Rhinitis,"Rhinitis. Inflammation of the NASAL MUCOSA, the mucous membrane lining the NASAL CAVITIES.",0,0.595,0.0,0.0,0.0,0.0,0.9186,-0.001,0.0,"Age hay fever, rhinitis or eczema diagnosed_infrequent_",-0.1,-0.1,2,0,0.0
"Age hay fever, rhinitis or eczema diagnosed infrequent",C0013595,Eczema,"Eczema. A pruritic papulovesicular dermatitis occurring as a reaction to many endogenous and exogenous agents (Dorland, 27th ed).",0,0.339,0.0,0.0,0.0,0.0,0.9186,-0.001,0.0,"Age hay fever, rhinitis or eczema diagnosed_infrequent_",-0.1,-0.1,2,3,0.0
(PC) prostate cancer genetic risk,C0376358,Malignant neoplasm of prostate,Malignant neoplasm of prostate. A primary or metastatic malignant tumor involving the prostate gland. The vast majority are carcinomas.,0,0.544,0.0,0.0,0.0,0.0032,0.9166,-0.002,0.0005,(PC) prostate cancer genetic risk,0.05,0.12,2,2,0.0
(PC) prostate cancer genetic risk,C0600139,Prostate carcinoma,"Prostate carcinoma. One of the most common malignant tumors afflicting men. The majority of carcinomas arise in the peripheral zone and a minority occur in the central or the transitional zone of the prostate gland. Grossly, prostatic carcinomas appear as ill-defined yellow areas of discoloration in the prostate gland lobes. Adenocarcinomas represent the overwhelming majority of prostatic carcinomas. Prostatic-specific antigen (PSA) serum test is widely used as a screening test for the early detection of prostatic carcinoma. Treatment options include radical prostatectomy, radiation therapy, androgen ablation and cryotherapy. Watchful waiting or surveillance alone is an option for older patients with low-grade or low-stage disease.",0,0.482,0.0,0.0,0.0,0.0032,0.9166,-0.002,0.0005,(PC) prostate cancer genetic risk,0.05,0.12,2,9,0.02
(PC) prostate cancer genetic risk,C1419413,RNASEL gene,RNASEL gene. This gene plays a role in RNA processing.,0,0.155,0.0,0.0,0.0,0.0032,0.9166,-0.002,0.0005,(PC) prostate cancer genetic risk,0.05,0.12,2,0,0.0
(PC) prostate cancer genetic risk,C1517512,Genetic Risk,Genetic Risk. Risk of developing a disease based on a patient's heredity,0,0.651,0.0,0.0,0.0,0.0032,0.9166,-0.002,0.0005,(PC) prostate cancer genetic risk,0.05,0.12,3,0,0.0
Alcohol intake frequency. Daily or almost daily,C0001948,Alcohol consumption,"Alcohol consumption. Behaviors associated with the ingesting of ALCOHOLIC BEVERAGES, including social drinking.",0,0.644,0.0,0.0,0.0,0.0,0.9077,0.001,0.0003,Alcohol intake frequency._Daily or almost daily,-0.04,-0.04,2,13,0.02
Alcohol intake frequency. Daily or almost daily,C3841784,Daily or Almost Daily Response,Daily or Almost Daily Response. A subjective response that something happens daily or almost daily.,0,0.461,0.0,0.0,0.0,0.0,0.9077,0.001,0.0003,Alcohol intake frequency._Daily or almost daily,-0.04,-0.04,99,0,0.0
Job code at visit vocational industrial,C0021267,Industry,"Industry. Any enterprise centered on the processing, assembly, production, or marketing of a line of products, services, commodities, or merchandise, in a particular field often named after its principal product. Examples include the automobile, fishing, music, publishing, insurance, and textile industries.",0,0.33,0.0,0.0,0.0,0.0,0.9061,-0.001,0.0,Job code at visit__vocational industrial,0.01,0.01,3,3,0.03
"Qualifications O levels/GCSEs or equivalent|CSEs or equivalent|Other professional qualifications eg: nursing, teaching",C0028677,Discipline of Nursing,"Discipline of Nursing. The field of nursing care concerned with the promotion, maintenance, and restoration of health.",0,0.326,0.0,0.0,0.0,0.0,0.9061,-0.001,0.0,"Qualifications_O levels/GCSEs or equivalent|CSEs or equivalent|Other professional qualifications eg: nursing, teaching",0.04,0.04,3,1,0.2
"Qualifications O levels/GCSEs or equivalent|CSEs or equivalent|Other professional qualifications eg: nursing, teaching",C0028678,nursing therapy,"nursing therapy. Used with diseases for nursing care and techniques in their management. It includes the nursing role in diagnostic, therapeutic, and preventive procedures.",0,0.205,0.0,0.0,0.0,0.0,0.9061,-0.001,0.0,"Qualifications_O levels/GCSEs or equivalent|CSEs or equivalent|Other professional qualifications eg: nursing, teaching",0.04,0.04,2,16,0.12
Job code at visit industrial trainers,C0021267,Industry,"Industry. Any enterprise centered on the processing, assembly, production, or marketing of a line of products, services, commodities, or merchandise, in a particular field often named after its principal product. Examples include the automobile, fishing, music, publishing, insurance, and textile industries.",0,0.355,0.0,0.0,0.0,0.0,0.9061,-0.001,0.0002,Job code at visit__industrial trainers,-0.08,-0.08,3,3,0.03
Job code at visit industrial trainers,C0453962,Trainers,Trainers. ,0,0.424,0.0,0.0,0.0,0.0,0.9061,-0.001,0.0002,Job code at visit__industrial trainers,-0.08,-0.08,3,18,3.6
Job code at visit quantity surveyors,C0334789,Surveyor,Surveyor. ,0,0.596,0.0,0.0,0.0,0.0,0.9022,0.001,0.0009,Job code at visit__quantity surveyors,0.01,0.01,2,13,1.62
Job code at visit transport distribution,C0005528,Biological Transport,Biological Transport. The movement of materials (including biochemical substances and drugs) through a biological system at the cellular level. The transport can be across cell membranes and epithelial layers. It also can occur within intracellular compartments and extracellular compartments.,0,0.215,0.0,0.0,0.0,0.0,0.9015,-0.001,0.0008,Job code at visit__transport distribution,-0.01,-0.01,3,24,8.0
Job code at visit transport distribution,C1317949,transport (device),transport (device). Any device designed to move something.,0,0.408,0.0,0.0,0.0,0.0,0.9015,-0.001,0.0008,Job code at visit__transport distribution,-0.01,-0.01,99,9,inf
Job code at visit transport distribution,C1519628,Molecular Transport,"Molecular Transport. Any subcellular or molecular process involved in translocation of a biological entity, such as a macromolecule, from one site or compartment to another.",0,0.212,0.0,0.0,0.0,0.0,0.9015,-0.001,0.0008,Job code at visit__transport distribution,-0.01,-0.01,2,1,0.01
Job code at visit distribution,C0037775,Spatial Distribution,"Spatial Distribution. The placement, arrangement of instance of entities within a space.",0,0.157,0.0,0.0,0.0,0.0,0.9015,-0.001,0.0009,Job code at visit__distribution,-0.08,-0.08,2,21,0.88
Job code at visit distribution,C1704711,Distribution,Distribution. The act of distributing or spreading or apportioning.,0,0.16,0.0,0.0,0.0,0.0,0.9015,-0.001,0.0009,Job code at visit__distribution,-0.08,-0.08,99,7,inf
Tinnitus severity/nuisance Severely,C3641272,Very severe,"Very severe. Exceedingly intense or unpleasant in degree, quality or extent.",0,0.328,0.0,0.0,0.0,0.0,0.8905,-0.001,0.0,Tinnitus severity/nuisance_Severely,0.0,0.0,99,13,inf
Hematuria,C0018965,Hematuria,Hematuria. Presence of blood in the urine.,0,0.912,0.0,0.0,0.0,0.001,0.89,0.004,0.0,Hematuria,0.15,0.15,2,35,0.09
Job code at visit surveyors,C0334789,Surveyor,Surveyor. ,0,0.77,0.0,0.0,0.0,0.0,0.8804,0.001,0.0004,Job code at visit__surveyors,-0.01,-0.01,2,13,1.62
Myocardial infarction,C0027051,Myocardial Infarction,Myocardial Infarction. NECROSIS of the MYOCARDIUM caused by an obstruction of the blood supply to the heart (CORONARY CIRCULATION).,0,0.756,0.0,0.0,0.0,0.0,0.8767,-0.001,0.0,Myocardial infarction,0.0,0.0,2,1,0.0
Myocardial infarction,C0155668,Old myocardial infarction,"Old myocardial infarction. Documented history of previous myocardial infarction (MI), typically with objective evidence via positive biomarkers of myocardial necrosis.",0,0.713,0.0,0.0,0.0,0.0,0.8767,-0.001,0.0,Myocardial infarction,0.0,0.0,2,9,0.09
