feature_name,cui,cui_nomenclature,cui_def,KG_Hits,sim_score,feature_level_min_kg_hits,feature_level_sum_kg_hits,feature_level_avg_kg_hits,feature_importance,p_val,corr,MutualInfoTarget,raw_name,sim_score_target_feat,sim_score_target_cui,shortest_path_length,simple_path_length,norm_path_length
Z86.6 - Personal history of diseases of the nervous system and sense organs,C3542961,NERVOUS SYSTEM DRUGS,NERVOUS SYSTEM DRUGS. ,0,0.227,0.0,1.0,0.2,0.0021,0.9918,0.005,0.0002,Z86.6 - Personal history of diseases of the nervous system and sense organs,0.08,0.08,99,58,inf
Z86.6 - Personal history of diseases of the nervous system and sense organs,C0036665,Sense Organs,Sense Organs. Specialized organs adapted for the reception of stimuli by the NERVOUS SYSTEM.,0,0.38,0.0,1.0,0.2,0.0021,0.9918,0.005,0.0002,Z86.6 - Personal history of diseases of the nervous system and sense organs,0.08,0.08,2,388,11.76
Degeneration of intervertebral disc,C0011164,Abnormal degeneration,Abnormal degeneration. ,0,0.536,0.0,0.0,0.0,0.0002,0.9837,0.003,0.0,Degeneration of intervertebral disc,0.15,0.3,2,16,0.0
Degeneration of intervertebral disc,C1880269,biologic degeneration,biologic degeneration. The process of declining from a higher to a lower level of effective power or vitality or essential quality.,0,0.346,0.0,0.0,0.0,0.0002,0.9837,0.003,0.0,Degeneration of intervertebral disc,0.15,0.3,99,0,0.0
Degeneration of intervertebral disc,C4055157,Degeneration and Regeneration,Degeneration and Regeneration. A finding that generally has features of degeneration and regeneration.,0,0.467,0.0,0.0,0.0,0.0002,0.9837,0.003,0.0,Degeneration of intervertebral disc,0.15,0.3,99,104,inf
Degeneration of intervertebral disc,C0021815,Intervertebral disc structure,Intervertebral disc structure. Spongy discs located between the vertebrae of the spinal column; composed of the outer annulus fibrosus and inner nucleus pulposus.,0,0.749,0.0,0.0,0.0,0.0002,0.9837,0.003,0.0,Degeneration of intervertebral disc,0.15,0.3,2,501,1.89
Eye problems/disorders Cataract,C0086543,Cataract,"Cataract. Partial or complete opacity on or in the lens or capsule of one or both eyes, impairing vision or causing blindness. The many kinds of cataract are classified by their morphology (size, shape, location) or etiology (cause and time of occurrence). (Dorland, 27th ed)",0,0.792,0.0,0.0,0.0,0.0004,0.979,-0.0,0.0,Eye problems/disorders_Cataract,0.26,0.31,2,242,0.19
Time spent outdoors in winter,C1709359,Outdoors,Outdoors. Any area outside a building or shelter.,0,0.448,0.0,0.0,0.0,0.0003,0.979,0.0,0.0007,Time spent outdoors in winter_3,-0.03,-0.03,99,8,inf
Most recent bowel cancer screening,C0346627,Intestinal Cancer,"Intestinal Cancer. A primary or metastatic malignant neoplasm involving the small intestine, large intestine, or both. Representative examples are carcinomas, lymphomas, and sarcomas.",0,0.544,0.0,1.0,0.2,0.0,0.9774,0.0,0.0,Most recent bowel cancer screening_14,-0.0,-0.0,2,303,2.37
Most recent bowel cancer screening,C0199230,Screening for cancer,Screening for cancer. Procedures performed on people to identify those who have NEOPLASMS or PRENEOPLASTIC CONDITIONS.,0,0.647,0.0,1.0,0.2,0.0,0.9774,0.0,0.0,Most recent bowel cancer screening_14,-0.0,-0.0,2,0,0.0
Most recent bowel cancer screening,C0220909,Aspects of disease screening,Aspects of disease screening. ,0,0.333,0.0,1.0,0.2,0.0,0.9774,0.0,0.0,Most recent bowel cancer screening_14,-0.0,-0.0,99,63,inf
Potassium in urine result flag Result above 200 millimole/L,C0162800,Dietary Potassium,Dietary Potassium. Potassium or potassium compounds used in foods or as foods.,0,0.383,0.0,1.0,0.2,0.0,0.9731,-0.0,0.0006,Potassium in urine result flag_Result above 200 millimole/L,0.06,0.06,2,50,1.85
Potassium in urine result flag Result above 200 millimole/L,C0304475,Potassium supplement,Potassium supplement. ,0,0.303,0.0,1.0,0.2,0.0,0.9731,-0.0,0.0006,Potassium in urine result flag_Result above 200 millimole/L,0.06,0.06,2,15,0.75
Potassium in urine result flag Result above 200 millimole/L,C0042036,Urine,"Urine. Liquid by-product of excretion produced in the kidneys, temporarily stored in the bladder until discharge through the URETHRA.",0,0.386,0.0,1.0,0.2,0.0,0.9731,-0.0,0.0006,Potassium in urine result flag_Result above 200 millimole/L,0.06,0.06,2,0,0.0
Potassium in urine result flag Result above 200 millimole/L,C0042037,In Urine,"In Urine. Used for the presence or analysis of substances in the urine, and also for the examination of, or changes in, the urine in disease.",0,0.323,0.0,1.0,0.2,0.0,0.9731,-0.0,0.0006,Potassium in urine result flag_Result above 200 millimole/L,0.06,0.06,99,0,0.0
Tinnitus severity/nuisance Severely,C3641272,Very severe,"Very severe. Exceedingly intense or unpleasant in degree, quality or extent.",0,0.328,0.0,0.0,0.0,0.0,0.9609,-0.0,0.0006,Tinnitus severity/nuisance_Severely,0.1,0.1,99,152,inf
Secondary malignancy of lymph nodes,C3266877,Secondary Malignant Neoplasm,"Secondary Malignant Neoplasm. A malignant neoplasm that arises from a pre-existing lower grade lesion, or as a result of a primary lesion that has spread to secondary sites, or due to a complication of a cancer treatment.",0,0.771,0.0,0.0,0.0,0.0,0.9568,0.001,0.0007,Secondary malignancy of lymph nodes,0.06,0.06,2,112,8.62
Secondary malignancy of lymph nodes,C0153690,Secondary malignant neoplasm of bone,Secondary malignant neoplasm of bone. The spread of a malignant neoplasm from a primary site to the skeletal system. The majority of metastatic neoplasms to the bone are carcinomas.,0,0.685,0.0,0.0,0.0,0.0,0.9568,0.001,0.0007,Secondary malignancy of lymph nodes,0.06,0.06,2,34,0.04
Secondary malignancy of lymph nodes,C0024204,lymph nodes,lymph nodes. They are oval or bean shaped bodies (1 - 30 mm in diameter) located along the lymphatic system.,0,0.598,0.0,0.0,0.0,0.0,0.9568,0.001,0.0007,Secondary malignancy of lymph nodes,0.06,0.06,2,196,0.08
Fractured/broken bones in last 5 years,C0262950,Skeletal bone,Skeletal bone. The structural organ comprised of specialized connective tissue that forms the skeletal components of the body.,0,0.429,0.0,0.0,0.0,0.0,0.9493,0.0,0.0,Fractured/broken bones in last 5 years_Do not know,0.18,0.18,2,4,0.0
Fractured/broken bones in last 5 years,C1442209,XXX bone,XXX bone. ,0,0.371,0.0,0.0,0.0,0.0,0.9493,0.0,0.0,Fractured/broken bones in last 5 years_Do not know,0.18,0.18,99,84,inf
Senile cataract,C0036646,Senile cataract,"Senile cataract. An age-related, anatomical abnormality that is caused by thickening of the lens of the eye.",0,0.926,0.0,0.0,0.0,0.001,0.9486,0.002,0.0002,Senile cataract,0.16,0.23,2,0,0.0
Actinic keratosis,C0022602,Actinic keratosis,"Actinic keratosis. White or pink lesions on the arms, hands, face, or scalp that arise from sun-induced DNA DAMAGE to KERATINOCYTES in exposed areas. They are considered precursor lesions to superficial SQUAMOUS CELL CARCINOMA.",0,0.893,0.0,0.0,0.0,0.0001,0.9485,0.003,0.0,Actinic keratosis,0.12,0.12,2,0,0.0
"Panic attack caused by medical condition, medication, drugs or alcohol No, never",C0086769,Panic Attacks,"Panic Attacks. An episode of intense fear accompanied by symptoms such as heart palpitations, sweating and chills or hot flushes, a sensation of dyspnea, chest pain, abdominal distress, depersonalization, fear of going crazy, and fear of dying.",0,0.584,0.0,0.0,0.0,0.0012,0.9473,0.0,0.0004,"Panic attack caused by medical condition, medication, drugs or alcohol_No, never",-0.07,-0.07,2,20,0.11
"(DVT, blood clot in leg) Age deep-vein thrombosis diagnosed",C0149871,Deep Vein Thrombosis,"Deep Vein Thrombosis. A blood clot in a deep vein, predominantly in the lower extremity, but may include the pelvis or upper extremity.",0,0.665,0.0,0.0,0.0,0.0,0.9463,0.0,0.0,"(DVT, blood clot in leg) Age deep-vein thrombosis diagnosed_27",0.06,0.06,2,148,0.12
"(DVT, blood clot in leg) Age deep-vein thrombosis diagnosed",C0151950,Deep thrombophlebitis,Deep thrombophlebitis. ,0,0.515,0.0,0.0,0.0,0.0,0.9463,0.0,0.0,"(DVT, blood clot in leg) Age deep-vein thrombosis diagnosed_27",0.06,0.06,2,0,0.0
"(DVT, blood clot in leg) Age deep-vein thrombosis diagnosed",C0087086,Thrombus,Thrombus. ,0,0.474,0.0,0.0,0.0,0.0,0.9463,0.0,0.0,"(DVT, blood clot in leg) Age deep-vein thrombosis diagnosed_27",0.06,0.06,2,0,0.0
"(DVT, blood clot in leg) Age deep-vein thrombosis diagnosed",C0302148,Blood Clot,"Blood Clot. An aggregation of blood factors, primarily platelets and fibrin with entrapment of cellular elements, frequently causing vascular obstruction at the point of its formation.",0,0.455,0.0,0.0,0.0,0.0,0.9463,0.0,0.0,"(DVT, blood clot in leg) Age deep-vein thrombosis diagnosed_27",0.06,0.06,2,376,1.47
"(DVT, blood clot in leg) Age deep-vein thrombosis diagnosed",C0023216,Lower Extremity,"Lower Extremity. The region of the lower limb in animals, extending from the gluteal region to the FOOT, and including the BUTTOCKS; HIP; and LEG.",0,0.283,0.0,0.0,0.0,0.0,0.9463,0.0,0.0,"(DVT, blood clot in leg) Age deep-vein thrombosis diagnosed_27",0.06,0.06,2,0,0.0
"(DVT, blood clot in leg) Age deep-vein thrombosis diagnosed",C1140621,Leg,Leg. The inferior part of the lower extremity between the KNEE and the ANKLE.,0,0.292,0.0,0.0,0.0,0.0,0.9463,0.0,0.0,"(DVT, blood clot in leg) Age deep-vein thrombosis diagnosed_27",0.06,0.06,2,13,0.01
Neutropenia,C0023530,Leukopenia,Leukopenia. A decrease in the number of LEUKOCYTES in a blood sample below the normal range (LEUKOCYTE COUNT less than 4000).,0,0.691,0.0,0.0,0.0,0.0,0.9381,-0.002,0.0,Neutropenia,0.05,0.05,2,0,0.0
Neutropenia,C0027947,Neutropenia,Neutropenia. A decrease in the number of NEUTROPHILS found in the blood.,0,0.871,0.0,0.0,0.0,0.0,0.9381,-0.002,0.0,Neutropenia,0.05,0.05,2,191,0.21
Neutropenia,C0853697,Neutrophil count decreased,Neutrophil count decreased. A decrease in the number of neutrophils in the peripheral blood.,0,0.753,0.0,0.0,0.0,0.0,0.9381,-0.002,0.0,Neutropenia,0.05,0.05,2,74,18.5
Age macular degeneration diagnosed,C0024437,Macular degeneration,Macular degeneration. Degenerative changes in the RETINA usually of older adults which results in a loss of vision in the center of the visual field (the MACULA LUTEA) because of damage to the retina. It occurs in dry and wet forms.,0,0.621,0.0,0.0,0.0,0.0,0.9325,-0.0,0.0,Age macular degeneration diagnosed_60,0.14,0.19,2,105,0.41
Age macular degeneration diagnosed,C0242383,Age related macular degeneration,"Age related macular degeneration. Age-related loss of vision in the central portion of the retina (macula), secondary to retinal degeneration.",0,0.752,0.0,0.0,0.0,0.0,0.9325,-0.0,0.0,Age macular degeneration diagnosed_60,0.14,0.19,2,104,0.09
Polyp of corpus uteri,C0227813,Body of uterus,"Body of uterus. The Corpus uteri, or body of uterus, is the part of the uterus above the isthmus, comprising about two thirds of the non-pregnant organ.",0,0.641,0.0,1.0,0.5,0.0001,0.93,-0.0,0.0,Polyp of corpus uteri,-0.04,0.08,2,341,0.62
"M19.91 - Arthrosis, unspecified (Shoulder region)",C0022408,Arthropathy,Arthropathy. Diseases involving the JOINTS.,0,0.38,0.0,0.0,0.0,0.0,0.9276,0.001,0.0002,"M19.91 - Arthrosis, unspecified (Shoulder region)",0.01,0.01,2,0,0.0
"M19.91 - Arthrosis, unspecified (Shoulder region)",C0029408,Degenerative polyarthritis,"Degenerative polyarthritis. A progressive, degenerative joint disease, the most common form of arthritis, especially in older persons. The disease is thought to result not from the aging process but from biochemical changes and biomechanical stresses affecting articular cartilage. In the foreign literature it is often called osteoarthrosis deformans.",0,0.236,0.0,0.0,0.0,0.0,0.9276,0.001,0.0002,"M19.91 - Arthrosis, unspecified (Shoulder region)",0.01,0.01,2,33,0.01
"M19.91 - Arthrosis, unspecified (Shoulder region)",C4760573,Arthrosis,Arthrosis. ,0,0.431,0.0,0.0,0.0,0.0,0.9276,0.001,0.0002,"M19.91 - Arthrosis, unspecified (Shoulder region)",0.01,0.01,99,39,inf
"M19.91 - Arthrosis, unspecified (Shoulder region)",C0037004,Shoulder,"Shoulder. Part of the body in humans and primates where the arms connect to the trunk. The shoulder has five joints; ACROMIOCLAVICULAR joint, CORACOCLAVICULAR joint, GLENOHUMERAL joint, scapulathoracic joint, and STERNOCLAVICULAR joint.",0,0.402,0.0,0.0,0.0,0.0,0.9276,0.001,0.0002,"M19.91 - Arthrosis, unspecified (Shoulder region)",0.01,0.01,2,74,0.06
Eye problems/disorders Glaucoma|Injury or trauma resulting in loss of vision,C0043251,Wounds and Injuries,"Wounds and Injuries. Damage inflicted on the body as the direct or indirect result of an external force, with or without disruption of structural continuity.",0,0.542,0.0,0.0,0.0,0.0,0.9233,0.0,0.0,Eye problems/disorders_Glaucoma|Injury or trauma resulting in loss of vision,0.22,0.22,2,194,0.05
Eye problems/disorders Glaucoma|Injury or trauma resulting in loss of vision,C1510467,trauma qualifier,"trauma qualifier. Used with anatomic headings, animals, and sports for wounds and injuries. Excludes cell damage, for which ""pathology"" is used.",0,0.386,0.0,0.0,0.0,0.0,0.9233,0.0,0.0,Eye problems/disorders_Glaucoma|Injury or trauma resulting in loss of vision,0.22,0.22,99,306,inf
Eye problems/disorders Glaucoma|Injury or trauma resulting in loss of vision,C3263723,Traumatic injury,"Traumatic injury. Damage inflicted on the body as the direct or indirect result of an external force, with or without disruption of structural continuity.",0,0.541,0.0,0.0,0.0,0.0,0.9233,0.0,0.0,Eye problems/disorders_Glaucoma|Injury or trauma resulting in loss of vision,0.22,0.22,2,56,0.35
Eye problems/disorders Glaucoma|Injury or trauma resulting in loss of vision,C0042798,Low Vision,"Low Vision. Vision considered to be inferior to normal vision as represented by accepted standards of acuity, field of vision, or motility. Low vision generally refers to visual disorders that are caused by diseases that cannot be corrected by refraction (e.g., MACULAR DEGENERATION; RETINITIS PIGMENTOSA; DIABETIC RETINOPATHY, etc.).",0,0.508,0.0,0.0,0.0,0.0,0.9233,0.0,0.0,Eye problems/disorders_Glaucoma|Injury or trauma resulting in loss of vision,0.22,0.22,2,19,0.02
Eye problems/disorders Glaucoma|Injury or trauma resulting in loss of vision,C3665346,Unspecified visual loss,Unspecified visual loss. A condition in which the ability to see is impaired.,0,0.617,0.0,0.0,0.0,0.0,0.9233,0.0,0.0,Eye problems/disorders_Glaucoma|Injury or trauma resulting in loss of vision,0.22,0.22,2,0,0.0
Eye problems/disorders Glaucoma|Injury or trauma resulting in loss of vision,C3665386,Abnormal vision,Abnormal vision. Disturbance of eyesight.,0,0.58,0.0,0.0,0.0,0.0,0.9233,0.0,0.0,Eye problems/disorders_Glaucoma|Injury or trauma resulting in loss of vision,0.22,0.22,2,74,10.57
Behavioural and miscellaneous addictions A behaviour,C0278076,Behavioral tic,"Behavioral tic. Habitual, repeated, rapid contraction of certain muscles, resulting in stereotyped individualized actions that can be voluntarily suppressed for only brief periods. They often involve the face, vocal cords, neck, and less often the extremities. Examples include repetitive throat clearing, vocalizations, sniffing, pursing the lips, and excessive blinking. Tics tend to be aggravated by emotional stress. When frequent they may interfere with speech and INTERPERSONAL RELATIONS. Conditions which feature frequent and prominent tics as a primary manifestation of disease are referred to as TIC DISORDERS. (From Adams et al., Principles of Neurology, 6th ed, pp109-10)",0,0.403,0.0,0.0,0.0,0.0,0.9211,-0.0,0.0,Behavioural and miscellaneous addictions_A behaviour,0.07,0.09,2,3,0.02
Behavioural and miscellaneous addictions A behaviour,C0085281,Addictive Behavior,"Addictive Behavior. The observable, measurable, and often pathological activity of an organism that portrays its inability to overcome a habit resulting in an insatiable craving for a substance or for performing certain acts. The addictive behavior includes the emotional and physical overdependence on the object of habit in increasing amount or frequency.",0,0.761,0.0,0.0,0.0,0.0,0.9211,-0.0,0.0,Behavioural and miscellaneous addictions_A behaviour,0.07,0.09,2,75,0.08
Behavioural and miscellaneous addictions A behaviour,C0004927,Behavior,Behavior. The observable response of a man or animal to a situation.,0,0.333,0.0,0.0,0.0,0.0,0.9211,-0.0,0.0,Behavioural and miscellaneous addictions_A behaviour,0.07,0.09,2,58,0.04
Eye problems/disorders Injury or trauma resulting in loss of vision|Cataract,C0043251,Wounds and Injuries,"Wounds and Injuries. Damage inflicted on the body as the direct or indirect result of an external force, with or without disruption of structural continuity.",0,0.584,0.0,0.0,0.0,0.0,0.9047,-0.0,0.0001,Eye problems/disorders_Injury or trauma resulting in loss of vision|Cataract,0.23,0.26,2,194,0.05
Eye problems/disorders Injury or trauma resulting in loss of vision|Cataract,C1510467,trauma qualifier,"trauma qualifier. Used with anatomic headings, animals, and sports for wounds and injuries. Excludes cell damage, for which ""pathology"" is used.",0,0.445,0.0,0.0,0.0,0.0,0.9047,-0.0,0.0001,Eye problems/disorders_Injury or trauma resulting in loss of vision|Cataract,0.23,0.26,99,306,inf
Eye problems/disorders Injury or trauma resulting in loss of vision|Cataract,C3263723,Traumatic injury,"Traumatic injury. Damage inflicted on the body as the direct or indirect result of an external force, with or without disruption of structural continuity.",0,0.578,0.0,0.0,0.0,0.0,0.9047,-0.0,0.0001,Eye problems/disorders_Injury or trauma resulting in loss of vision|Cataract,0.23,0.26,2,56,0.35
Nonrheumatic mitral valve disorders,C0494590,Nonrheumatic mitral valve disorders,Nonrheumatic mitral valve disorders. ,0,0.994,0.0,0.0,0.0,0.0003,0.889,0.001,0.0009,Nonrheumatic mitral valve disorders,0.18,0.18,99,8,inf
Most recent bowel cancer screening Prefer not to answer,C0346627,Intestinal Cancer,"Intestinal Cancer. A primary or metastatic malignant neoplasm involving the small intestine, large intestine, or both. Representative examples are carcinomas, lymphomas, and sarcomas.",0,0.406,0.0,0.0,0.0,0.0,0.887,-0.0,0.0001,Most recent bowel cancer screening_Prefer not to answer,0.01,0.01,2,303,2.37
Most recent bowel cancer screening Prefer not to answer,C0199230,Screening for cancer,Screening for cancer. Procedures performed on people to identify those who have NEOPLASMS or PRENEOPLASTIC CONDITIONS.,0,0.516,0.0,0.0,0.0,0.0,0.887,-0.0,0.0001,Most recent bowel cancer screening_Prefer not to answer,0.01,0.01,2,0,0.0
Most recent bowel cancer screening Prefer not to answer,C0220909,Aspects of disease screening,Aspects of disease screening. ,0,0.216,0.0,0.0,0.0,0.0,0.887,-0.0,0.0001,Most recent bowel cancer screening_Prefer not to answer,0.01,0.01,99,63,inf
Z13.8 - Special screening examination for other specified diseases and disorders,C0281974,screening examination,screening examination. ,0,0.67,0.0,0.0,0.0,0.0001,0.8861,-0.001,0.0,Z13.8 - Special screening examination for other specified diseases and disorders,0.14,0.14,2,4,0.04
Z13.8 - Special screening examination for other specified diseases and disorders,C0029896,Otorhinolaryngologic Diseases,"Otorhinolaryngologic Diseases. Pathological processes of the ear, the nose, and the throat, also known as the ENT diseases.",0,0.182,0.0,0.0,0.0,0.0001,0.8861,-0.001,0.0,Z13.8 - Special screening examination for other specified diseases and disorders,0.14,0.14,2,361,13.88
Chronic sinusitis,C0149516,Chronic sinusitis,"Chronic sinusitis. Inflammation of the paranasal sinuses that typically lasts beyond eight weeks. It is caused by infections, allergies, and the presence of sinus polyps or deviated septum. Signs and symptoms include headache, nasal discharge, swelling in the face, dizziness, and breathing difficulties.",0,0.877,0.0,0.0,0.0,0.0001,0.885,-0.0,0.0,Chronic sinusitis,0.04,0.04,2,86,0.1
Z90.7 - Acquired absence of genital organ (s),C0332197,Absent,Absent. Not existing in a specified place at a specified time.,0,0.188,0.0,0.0,0.0,0.0018,0.8834,0.004,0.0006,Z90.7 - Acquired absence of genital organ(s),0.08,0.08,3,91,45.5
Z90.7 - Acquired absence of genital organ (s),C1689985,Absence (morphologic abnormality),Absence (morphologic abnormality). ,0,0.377,0.0,0.0,0.0,0.0018,0.8834,0.004,0.0006,Z90.7 - Acquired absence of genital organ(s),0.08,0.08,99,337,inf
Z90.7 - Acquired absence of genital organ (s),C0017420,Genitalia,Genitalia. The external and internal organs involved in the functions of REPRODUCTION.,0,0.523,0.0,0.0,0.0,0.0018,0.8834,0.004,0.0006,Z90.7 - Acquired absence of genital organ(s),0.08,0.08,2,48,0.08
Z90.7 - Acquired absence of genital organ (s),C0559522,Genital system,"Genital system. The group of organs and glands involved with having a child. In women, these are the uterus (womb), the fallopian tubes, the ovaries, and the vagina (birth canal). The reproductive system in men includes the testes, the prostate, and the penis.",0,0.501,0.0,0.0,0.0,0.0018,0.8834,0.004,0.0006,Z90.7 - Acquired absence of genital organ(s),0.08,0.08,2,76,0.72
"Ganglion and cyst of synovium, tendon, and bursa",C0017067,Ganglia,Ganglia. Clusters of multipolar neurons surrounded by a capsule of loosely organized CONNECTIVE TISSUE located outside the CENTRAL NERVOUS SYSTEM.,0,0.486,0.0,1.0,0.1,0.0,0.8806,0.002,0.0,"Ganglion and cyst of synovium, tendon, and bursa",0.12,0.2,2,356,0.31
"Ganglion and cyst of synovium, tendon, and bursa",C0085648,Synovial Cyst,"Synovial Cyst. Non-neoplastic tumor-like lesions at joints, developed from the SYNOVIAL MEMBRANE of a joint through the JOINT CAPSULE into the periarticular tissues. They are filled with SYNOVIAL FLUID with a smooth and translucent appearance. A synovial cyst can develop from any joint, but most commonly at the back of the knee, where it is known as POPLITEAL CYST.",0,0.783,0.0,1.0,0.1,0.0,0.8806,0.002,0.0,"Ganglion and cyst of synovium, tendon, and bursa",0.12,0.2,2,2,0.02
"Ganglion and cyst of synovium, tendon, and bursa",C1258666,Myxoid cyst,"Myxoid cyst. Nodular tumor-like lesions or mucoid flesh, arising from tendon sheaths, LIGAMENTS, or JOINT CAPSULE, especially of the hands, wrists, or feet. They are not true cysts as they lack epithelial wall. They are distinguished from SYNOVIAL CYSTS by the lack of communication with a joint cavity or the SYNOVIAL MEMBRANE.",0,0.807,0.0,1.0,0.1,0.0,0.8806,0.002,0.0,"Ganglion and cyst of synovium, tendon, and bursa",0.12,0.2,2,86,0.77
"Ganglion and cyst of synovium, tendon, and bursa",C1550626,SpecimenType - Cyst,SpecimenType - Cyst. ,0,0.502,0.0,1.0,0.1,0.0,0.8806,0.002,0.0,"Ganglion and cyst of synovium, tendon, and bursa",0.12,0.2,99,1,inf
"Ganglion and cyst of synovium, tendon, and bursa",C0039099,Synovial Membrane,Synovial Membrane. The inner membrane of a joint capsule surrounding a freely movable joint. It is loosely attached to the external fibrous capsule and secretes SYNOVIAL FLUID.,0,0.51,0.0,1.0,0.1,0.0,0.8806,0.002,0.0,"Ganglion and cyst of synovium, tendon, and bursa",0.12,0.2,2,22,0.02
"Ganglion and cyst of synovium, tendon, and bursa",C0039508,Tendon structure,Tendon structure. Fibrous bands or cords of CONNECTIVE TISSUE at the ends of SKELETAL MUSCLE FIBERS that serve to attach the MUSCLES to bones and other structures.,0,0.513,0.0,1.0,0.1,0.0,0.8806,0.002,0.0,"Ganglion and cyst of synovium, tendon, and bursa",0.12,0.2,2,33,0.06
"Ganglion and cyst of synovium, tendon, and bursa",C0006441,Synovial bursa,"Synovial bursa. A fluid-filled sac lined with SYNOVIAL MEMBRANE that provides a cushion between bones, tendons and/or muscles around a joint.",0,0.773,0.0,1.0,0.1,0.0,0.8806,0.002,0.0,"Ganglion and cyst of synovium, tendon, and bursa",0.12,0.2,2,59,1.09
S52.50 - Fracture of lower end of radius (closed),C0016658,Fracture,Fracture. A traumatic injury to the bone in which the continuity of the bone is broken.,0,0.311,0.0,0.0,0.0,0.0,0.8743,0.001,0.0002,S52.50 - Fracture of lower end of radius (closed),0.07,0.07,2,0,0.0
