feature_name,cui,cui_nomenclature,cui_def,KG_Hits,sim_score,feature_level_min_kg_hits,feature_level_sum_kg_hits,feature_level_avg_kg_hits,feature_importance,p_val,corr,MutualInfoTarget,raw_name,sim_score_target_feat,sim_score_target_cui,shortest_path_length,simple_path_length,norm_path_length
"(DVT, blood clot in leg) Age deep-vein thrombosis diagnosed",C0023216,Lower Extremity,"Lower Extremity. The region of the lower limb in animals, extending from the gluteal region to the FOOT, and including the BUTTOCKS; HIP; and LEG.",0,0.283,0.0,0.0,0.0,0.0,0.942,-0.001,0.0,"(DVT, blood clot in leg) Age deep-vein thrombosis diagnosed_60",-0.06,-0.06,2,112,0.05
"(DVT, blood clot in leg) Age deep-vein thrombosis diagnosed",C1140621,Leg,Leg. The inferior part of the lower extremity between the KNEE and the ANKLE.,0,0.292,0.0,0.0,0.0,0.0,0.942,-0.001,0.0,"(DVT, blood clot in leg) Age deep-vein thrombosis diagnosed_60",-0.06,-0.06,2,476,0.35
Z90.4 - Acquired absence of other parts of digestive tract,C1689985,Absence (morphologic abnormality),Absence (morphologic abnormality). ,0,0.252,0.0,0.0,0.0,0.0029,0.9289,-0.005,0.0,Z90.4 - Acquired absence of other parts of digestive tract,0.22,0.22,99,191,inf
Z90.4 - Acquired absence of other parts of digestive tract,C0017189,Gastrointestinal tract structure,"Gastrointestinal tract structure. Generally refers to the digestive structures stretching from the MOUTH to ANUS, but does not include the accessory glandular organs (LIVER; BILIARY TRACT; PANCREAS).",0,0.496,0.0,0.0,0.0,0.0029,0.9289,-0.005,0.0,Z90.4 - Acquired absence of other parts of digestive tract,0.22,0.22,2,357,1.84
Pneumonia,C0032285,Pneumonia,Pneumonia. Infection of the lung often accompanied by inflammation.,0,0.796,0.0,0.0,0.0,0.0004,0.9239,-0.004,0.0,Pneumonia,-0.06,-0.06,2,348,0.08
Benign neoplasm of other parts of digestive system,C0086692,Benign Neoplasm,"Benign Neoplasm. A neoplasm which is characterized by the absence of morphologic features associated with malignancy (severe cytologic atypia, tumor cell necrosis, and high mitotic rate). Benign neoplasms remain confined to the original site of growth and do not metastasize to other anatomic sites.",0,0.302,0.0,0.0,0.0,0.0014,0.9003,0.011,0.0,Benign neoplasm of other parts of digestive system,0.3,0.3,2,181,0.12
Benign neoplasm of other parts of digestive system,C0347197,Benign neoplasm of oral cavity,"Benign neoplasm of oral cavity. A non-metastasizing neoplasm arising from the oral cavity. Representative examples include hemangioma, tongue lipoma, and buccal mucosa papilloma.",0,0.576,0.0,0.0,0.0,0.0014,0.9003,0.011,0.0,Benign neoplasm of other parts of digestive system,0.3,0.3,2,78,39.0
Benign neoplasm of other parts of digestive system,C0347276,Benign neoplasm of anus,Benign neoplasm of anus. A non-metastasizing neoplasm arising from the anus. Representative examples include squamous papilloma and papillary hidradenoma.,0,0.567,0.0,0.0,0.0,0.0014,0.9003,0.011,0.0,Benign neoplasm of other parts of digestive system,0.3,0.3,99,35,inf
Benign neoplasm of other parts of digestive system,C0012240,Gastrointestinal system,"Gastrointestinal system. A group of organs stretching from the MOUTH to the ANUS, serving to breakdown foods, assimilate nutrients, and eliminate waste. In humans, the digestive system includes the GASTROINTESTINAL TRACT and the accessory glands (LIVER; BILIARY TRACT; PANCREAS).",0,0.602,0.0,0.0,0.0,0.0014,0.9003,0.011,0.0,Benign neoplasm of other parts of digestive system,0.3,0.3,2,193,2.24
Benign neoplasm of other parts of digestive system,C2930967,Gastro-enteropancreatic neuroendocrine tumor,Gastro-enteropancreatic neuroendocrine tumor. A well-differentiated neuroendocrine tumor arising from the digestive system. It is characterized by the presence of cells with features similar to those of the normal endocrine cells of the digestive system. The neoplastic cells express immunohistochemical evidence of neuroendocrine differentiation and hormones. There is mild to moderate nuclear atypia and less than 20 mitoses per 10 HPF. It includes well-differentiated endocrine tumors or carcinoid tumors and well-differentiated endocrine carcinomas.,0,0.517,0.0,0.0,0.0,0.0014,0.9003,0.011,0.0,Benign neoplasm of other parts of digestive system,0.3,0.3,2,0,0.0
Benign neoplasm of other parts of digestive system,C1517465,Digestive System Part,Digestive System Part. A term that refers to any anatomic structure that is part of the digestive system.,0,0.591,0.0,0.0,0.0,0.0014,0.9003,0.011,0.0,Benign neoplasm of other parts of digestive system,0.3,0.3,99,0,0.0
Gastric ulcer,C0038358,Gastric ulcer,Gastric ulcer. Ulceration of the GASTRIC MUCOSA due to contact with GASTRIC JUICE. It is often associated with HELICOBACTER PYLORI infection or consumption of nonsteroidal anti-inflammatory drugs (NSAIDS).,0,0.588,0.0,0.0,0.0,0.0006,0.8799,0.002,0.0,Gastric ulcer,0.3,0.3,2,115,0.14
Frequency of depressed mood in last 2 weeks More than half the days,C0344315,Depressed mood,"Depressed mood. An emotional state characterized by feelings of sadness, emptiness, and/or tearfulness.",0,0.46,0.0,0.0,0.0,0.0002,0.8776,-0.001,0.0,Frequency of depressed mood in last 2 weeks_More than half the days,0.01,0.07,2,48,0.02
Nervous feelings infrequent,C0849963,Feeling nervous,Feeling nervous. ,0,0.673,0.0,0.0,0.0,0.0,0.8751,0.001,0.0,Nervous feelings_infrequent_,-0.0,-0.0,99,228,inf
Chest pain due to walking ceases when standing still,C0008031,Chest Pain,"Chest Pain. Pressure, burning, or numbness in the chest.",0,0.571,0.0,0.0,0.0,0.0002,0.8674,-0.001,0.0,Chest pain due to walking ceases when standing still_Do not know,0.05,0.06,2,48,0.08
Chest pain due to walking ceases when standing still,C0080331,Walking (activity),"Walking (activity). An activity in which the body advances at a slow to moderate pace by moving the feet in a coordinated fashion. This includes recreational walking, walking for fitness, and competitive race-walking.",0,0.428,0.0,0.0,0.0,0.0002,0.8674,-0.001,0.0,Chest pain due to walking ceases when standing still_Do not know,0.05,0.06,2,0,0.0
Chest pain due to walking ceases when standing still,C0231472,Standing position,Standing position. The act of assuming or maintaining an erect upright position.,0,0.194,0.0,0.0,0.0,0.0002,0.8674,-0.001,0.0,Chest pain due to walking ceases when standing still_Do not know,0.05,0.06,2,45,11.25
Oily fish intake,C0453017,Fatty fish,Fatty fish. ,0,0.662,0.0,0.0,0.0,0.0,0.8617,-0.001,0.0,Oily fish intake_None,0.02,0.07,2,499,83.17
Oily fish intake,C1512806,Intake,"Intake. The process of taking in a substance, especially by eating or drinking, or the quantities thereof; admittance of people to a place or organization at a particular time.",0,0.325,0.0,0.0,0.0,0.0,0.8617,-0.001,0.0,Oily fish intake_None,0.02,0.07,99,50,inf
Oily fish intake,C3251814,Fluid Intake Measurement,Fluid Intake Measurement. Actions performed to measure the amount of fluid volume taken into the body,0,0.271,0.0,0.0,0.0,0.0,0.8617,-0.001,0.0,Oily fish intake_None,0.02,0.07,99,210,inf
Probable recurrent major depression (moderate),C0205081,Moderate (severity modifier),"Moderate (severity modifier). <p>Privacy metadata indicating the level of protection required to safeguard personal and healthcare information, which if disclosed without authorization, would present a moderate risk of harm to an individual's reputation and sense of privacy.</p><i>Usage Note:</i>The level of protection afforded moderately confidential information is dictated by privacy policies intended to engender trust in a service provider. May include publicly available information in jurisdictions that restrict uses of that information without the consent of the data subject.<p>Privacy policies mandating moderate levels of protection, which preempt less protective privacy policies. ""Moderate"" confidentiality policies differ from and would be preempted by the prevailing privacy policies mandating the normative level of protection for information used in the delivery and management of healthcare.</p>Confidentiality code total order hierarchy: Moderate (M) is less protective than<i>V, R, and N*, and subsumes all other protection levels (i.e., *L</i>and *U*).<b>Examples:</b>Includes personal and health information that an individual authorizes to be collected, accessed, used or disclosed to a bank for a health credit card or savings account; to health oversight authorities; to a hospital patient directory; to worker compensation, disability, property and casualty or life insurers; and to personal health record systems, consumer-controlled devices, social media accounts and online Apps; or for marketing purposes",0,0.394,0.0,0.0,0.0,0.0,0.8607,0.001,0.0008,Probable recurrent major depression (moderate)_Yes,0.05,0.05,99,175,inf
Other symptoms/disorders or the urinary system,C1508753,Urinary system,Urinary system. The organs involved in the creation and excretion of urine.,0,0.675,0.0,0.0,0.0,0.0005,0.8508,-0.004,0.0,Other symptoms/disorders or the urinary system,-0.09,-0.09,2,0,0.0
Osteoarthritis; localized,C0029408,Degenerative polyarthritis,"Degenerative polyarthritis. A progressive, degenerative joint disease, the most common form of arthritis, especially in older persons. The disease is thought to result not from the aging process but from biochemical changes and biomechanical stresses affecting articular cartilage. In the foreign literature it is often called osteoarthrosis deformans.",0,0.621,0.0,0.0,0.0,0.0009,0.849,-0.004,0.0,Osteoarthritis; localized,-0.01,-0.01,2,194,0.06
Osteoarthritis; localized,C0949690,Spondylarthritis,"Spondylarthritis. Inflammation of the joints of the SPINE, the intervertebral articulations.",0,0.487,0.0,0.0,0.0,0.0009,0.849,-0.004,0.0,Osteoarthritis; localized,-0.01,-0.01,2,39,0.09
Osteoarthritis; localized,C2350242,"Osteoarthritis, Spine","Osteoarthritis, Spine. A degenerative joint disease involving the SPINE. It is characterized by progressive deterioration of the spinal articular cartilage (CARTILAGE, ARTICULAR), usually with hardening of the subchondral bone and outgrowth of bone spurs (OSTEOPHYTE).",0,0.494,0.0,0.0,0.0,0.0009,0.849,-0.004,0.0,Osteoarthritis; localized,-0.01,-0.01,99,212,inf
Osteoarthritis; localized,C0392752,Localized,Localized. Being confined or restricted to a particular location. [HPO:probinson],0,0.415,0.0,0.0,0.0,0.0009,0.849,-0.004,0.0,Osteoarthritis; localized,-0.01,-0.01,2,36,0.82
Duodenitis,C0013298,Duodenitis,"Duodenitis. Inflammation of the DUODENUM section of the small intestine (INTESTINE, SMALL). Erosive duodenitis may cause bleeding in the UPPER GI TRACT and PEPTIC ULCER.",0,0.777,0.0,0.0,0.0,0.0012,0.8405,0.01,0.0,Duodenitis,0.17,0.17,2,74,1.28
Duodenitis,C1522057,Acute Enteritis of the Mouse Intestinal Tract,Acute Enteritis of the Mouse Intestinal Tract. ,0,0.546,0.0,0.0,0.0,0.0012,0.8405,0.01,0.0,Duodenitis,0.17,0.17,2,656,5.61
Other peripheral nerve disorders,C4721453,Peripheral Nervous System Diseases,"Peripheral Nervous System Diseases. Diseases of the peripheral nerves external to the brain and spinal cord, which includes diseases of the nerve roots, ganglia, plexi, autonomic nerves, sensory nerves, and motor nerves.",0,0.86,0.0,0.0,0.0,0.0011,0.8378,-0.009,0.0004,Other peripheral nerve disorders,-0.01,-0.01,2,0,0.0
Asthma,C0004096,Asthma,"Asthma. A form of bronchial disorder with three distinct components: airway hyper-responsiveness (RESPIRATORY HYPERSENSITIVITY), airway INFLAMMATION, and intermittent AIRWAY OBSTRUCTION. It is characterized by spasmodic contraction of airway smooth muscle, WHEEZING, and dyspnea (DYSPNEA, PAROXYSMAL).",0,0.508,0.0,0.0,0.0,0.003,0.8179,0.002,0.0003,Asthma,0.01,0.01,2,0,0.0
Oily fish intake 5-6 times a week,C0453017,Fatty fish,Fatty fish. ,0,0.574,0.0,0.0,0.0,0.0,0.7825,-0.002,0.0,Oily fish intake_5-6 times a week,0.01,0.13,2,499,83.17
Oily fish intake 5-6 times a week,C1512806,Intake,"Intake. The process of taking in a substance, especially by eating or drinking, or the quantities thereof; admittance of people to a place or organization at a particular time.",0,0.166,0.0,0.0,0.0,0.0,0.7825,-0.002,0.0,Oily fish intake_5-6 times a week,0.01,0.13,99,50,inf
Oily fish intake 5-6 times a week,C3251814,Fluid Intake Measurement,Fluid Intake Measurement. Actions performed to measure the amount of fluid volume taken into the body,0,0.163,0.0,0.0,0.0,0.0,0.7825,-0.002,0.0,Oily fish intake_5-6 times a week,0.01,0.13,99,210,inf
Mood swings,C0085633,Mood swings,Mood swings. A condition of frequent mood changes associated with excessive emotional reactions.,0,0.823,0.0,0.0,0.0,0.0014,0.7779,-0.002,0.0,Mood swings_None,-0.07,-0.07,2,0,0.0
Ever had bowel cancer screening,C0346627,Intestinal Cancer,"Intestinal Cancer. A primary or metastatic malignant neoplasm involving the small intestine, large intestine, or both. Representative examples are carcinomas, lymphomas, and sarcomas.",0,0.402,0.0,1.0,0.2,0.0001,0.7779,-0.002,0.0,Ever had bowel cancer screening_None,0.27,0.27,2,46,0.36
Ever had bowel cancer screening,C0199230,Screening for cancer,Screening for cancer. Procedures performed on people to identify those who have NEOPLASMS or PRENEOPLASTIC CONDITIONS.,0,0.644,0.0,1.0,0.2,0.0001,0.7779,-0.002,0.0,Ever had bowel cancer screening_None,0.27,0.27,2,2,0.02
Ever had bowel cancer screening,C0220909,Aspects of disease screening,Aspects of disease screening. ,0,0.39,0.0,1.0,0.2,0.0001,0.7779,-0.002,0.0,Ever had bowel cancer screening_None,0.27,0.27,99,601,inf
Weight change compared with 1 year ago,C0005911,Body Weight Changes,Body Weight Changes. A clinical manifestation consisting of alterations in an individual's weight from his or her norm.,0,0.718,0.0,0.0,0.0,0.0,0.7779,-0.002,0.0,Weight change compared with 1 year ago_None,0.03,0.09,2,509,1.88
Back pain,C0004604,Back Pain,Back Pain. Acute or chronic pain located in the posterior regions of the THORAX; LUMBOSACRAL REGION; or the adjacent regions.,0,0.847,0.0,0.0,0.0,0.0006,0.7577,0.001,0.0,Back pain,-0.18,-0.18,2,99,0.15
Cholesterol in Very Small VLDL,C0008377,cholesterol,"cholesterol. The principal sterol of all higher animals, distributed in body tissues, especially the brain and spinal cord, and in animal fats and oils.",0,0.461,0.0,0.0,0.0,0.0027,0.7397,0.0,0.0,Cholesterol in Very Small VLDL,-0.11,-0.11,2,165,0.04
Cholesterol in Very Small VLDL,C0008387,Cholesterol Esters,Cholesterol Esters. Fatty acid esters of cholesterol which constitute about two-thirds of the cholesterol in the plasma. The accumulation of cholesterol esters in the arterial intima is a characteristic feature of atherosclerosis.,0,0.532,0.0,0.0,0.0,0.0027,0.7397,0.0,0.0,Cholesterol in Very Small VLDL,-0.11,-0.11,2,283,0.46
(PSA) Time since last prostate specific antigen test Less than a year ago,C0201544,Prostate specific antigen measurement,Prostate specific antigen measurement. The determination of the prostate specific antigen present in a sample.,0,0.587,0.0,0.0,0.0,0.0,0.7383,-0.003,0.0,(PSA) Time since last prostate specific antigen test_Less than a year ago,0.08,0.08,2,46,0.64
(PSA) Time since last prostate specific antigen test Less than a year ago,C0138741,Prostate-Specific Antigen,"Prostate-Specific Antigen. A glycoprotein that is a kallikrein-like serine proteinase and an esterase, produced by epithelial cells of both normal and malignant prostate tissue. It is an important marker for the diagnosis of prostate cancer.",0,0.474,0.0,0.0,0.0,0.0,0.7383,-0.003,0.0,(PSA) Time since last prostate specific antigen test_Less than a year ago,0.08,0.08,2,84,0.11
Suffer from 'nerves',C0683278,Mental Suffering,"Mental Suffering. State of severe distress associated with events that threaten the intactness of the person, can be physical, mental, or emotional.",0,0.416,0.0,0.0,0.0,0.0005,0.7269,-0.003,0.0,Suffer from 'nerves'_Do not know,0.0,0.0,2,54,2.35
Ever had surgery for glaucoma or high eye pressure,C0038894,Surgery specialty,Surgery specialty. The branch of medical science that treats disease or injury by operative procedures.,0,0.298,0.0,1.0,0.2,0.0,0.7184,0.003,0.0,Ever had surgery for glaucoma or high eye pressure_No,0.05,0.05,99,18,inf
Ever had surgery for glaucoma or high eye pressure,C0038895,Surgical aspects,"Surgical aspects. Used for operative procedures on organs, regions, or tissues in the treatment of diseases, including tissue section by lasers. It excludes transplantation, for which ""transplantation"" is used.",0,0.347,0.0,1.0,0.2,0.0,0.7184,0.003,0.0,Ever had surgery for glaucoma or high eye pressure_No,0.05,0.05,99,13,inf
Ever had surgery for glaucoma or high eye pressure,C0017601,Glaucoma,"Glaucoma. An ocular disease, occurring in many forms, having as its primary characteristics an unstable or a sustained increase in the intraocular pressure which the eye cannot withstand without damage to its structure or impairment of its function. The consequences of the increased pressure may be manifested in a variety of symptoms, depending upon type and severity, such as excavation of the optic disk, hardness of the eyeball, corneal anesthesia, reduced visual acuity, seeing of colored halos around lights, disturbed dark adaptation, visual field defects, and headaches. (Dictionary of Visual Science, 4th ed)",0,0.635,0.0,1.0,0.2,0.0,0.7184,0.003,0.0,Ever had surgery for glaucoma or high eye pressure_No,0.05,0.05,2,9,0.0
Ever had surgery for glaucoma or high eye pressure,C0234708,Raised intraocular pressure (finding),Raised intraocular pressure (finding). Increased pressure of the intraocular fluid in the eye.,0,0.592,0.0,1.0,0.2,0.0,0.7184,0.003,0.0,Ever had surgery for glaucoma or high eye pressure_No,0.05,0.05,2,0,0.0
Retention of urine,C0035280,Retention (Psychology),Retention (Psychology). The persistence to perform a learned behavior (facts or experiences) after an interval has elapsed in which there has been no performance or practice of the behavior.,0,0.34,0.0,0.0,0.0,0.001,0.7174,-0.005,0.0,Retention of urine,-0.07,-0.07,99,301,inf
Retention of urine,C0333117,Retention of content,Retention of content. The condition of remaining in a place or position or of holding within.,0,0.485,0.0,0.0,0.0,0.001,0.7174,-0.005,0.0,Retention of urine,-0.07,-0.07,99,69,inf
Retention of urine,C0042036,Urine,"Urine. Liquid by-product of excretion produced in the kidneys, temporarily stored in the bladder until discharge through the URETHRA.",0,0.597,0.0,0.0,0.0,0.001,0.7174,-0.005,0.0,Retention of urine,-0.07,-0.07,2,162,0.03
Retention of urine,C0042037,In Urine,"In Urine. Used for the presence or analysis of substances in the urine, and also for the examination of, or changes in, the urine in disease.",0,0.329,0.0,0.0,0.0,0.001,0.7174,-0.005,0.0,Retention of urine,-0.07,-0.07,99,7,inf
Fracture resulting from simple fall,C0016658,Fracture,Fracture. A traumatic injury to the bone in which the continuity of the bone is broken.,0,0.585,0.0,0.0,0.0,0.0005,0.7162,-0.003,0.0,Fracture resulting from simple fall_No,-0.13,-0.13,2,0,0.0
"Other chronic ischemic heart disease, unspecified",C0264694,Chronic myocardial ischemia,Chronic myocardial ischemia. ,0,0.903,0.0,0.0,0.0,0.0047,0.7155,0.007,0.0,"Other chronic ischemic heart disease, unspecified",0.18,0.18,2,0,0.0
osteoarthritis,C0029408,Degenerative polyarthritis,"Degenerative polyarthritis. A progressive, degenerative joint disease, the most common form of arthritis, especially in older persons. The disease is thought to result not from the aging process but from biochemical changes and biomechanical stresses affecting articular cartilage. In the foreign literature it is often called osteoarthrosis deformans.",0,0.784,0.0,0.0,0.0,0.0001,0.6829,0.003,0.0,"Non-cancer illness code, self-reported | Array 6__osteoarthritis",-0.0,-0.0,2,194,0.06
osteoarthritis,C0949690,Spondylarthritis,"Spondylarthritis. Inflammation of the joints of the SPINE, the intervertebral articulations.",0,0.548,0.0,0.0,0.0,0.0001,0.6829,0.003,0.0,"Non-cancer illness code, self-reported | Array 6__osteoarthritis",-0.0,-0.0,2,39,0.09
osteoarthritis,C2350242,"Osteoarthritis, Spine","Osteoarthritis, Spine. A degenerative joint disease involving the SPINE. It is characterized by progressive deterioration of the spinal articular cartilage (CARTILAGE, ARTICULAR), usually with hardening of the subchondral bone and outgrowth of bone spurs (OSTEOPHYTE).",0,0.576,0.0,0.0,0.0,0.0001,0.6829,0.003,0.0,"Non-cancer illness code, self-reported | Array 6__osteoarthritis",-0.0,-0.0,99,212,inf
Fractured/broken bones in last 5 years,C0262950,Skeletal bone,Skeletal bone. The structural organ comprised of specialized connective tissue that forms the skeletal components of the body.,0,0.429,0.0,0.0,0.0,0.0,0.6725,0.003,0.0,Fractured/broken bones in last 5 years_Yes,-0.12,-0.12,2,0,0.0
Fractured/broken bones in last 5 years,C1442209,XXX bone,XXX bone. ,0,0.371,0.0,0.0,0.0,0.0,0.6725,0.003,0.0,Fractured/broken bones in last 5 years_Yes,-0.12,-0.12,99,106,inf
Septicemia,C0036690,Septicemia,Septicemia. Systemic disease associated with the presence of pathogenic microorganisms or their toxins in the blood.,0,0.826,0.0,0.0,0.0,0.0009,0.6613,-0.006,0.0,Septicemia,-0.13,-0.13,2,96,0.02
Septicemia,C0243026,Sepsis,"Sepsis. Systemic inflammatory response syndrome with a proven or suspected infectious etiology. When sepsis is associated with organ dysfunction distant from the site of infection, it is called severe sepsis. When sepsis is accompanied by HYPOTENSION despite adequate fluid infusion, it is called SEPTIC SHOCK.",0,0.707,0.0,0.0,0.0,0.0009,0.6613,-0.006,0.0,Septicemia,-0.13,-0.13,2,1,0.0
Suffer from 'nerves' Prefer not to answer,C0683278,Mental Suffering,"Mental Suffering. State of severe distress associated with events that threaten the intactness of the person, can be physical, mental, or emotional.",0,0.367,0.0,0.0,0.0,0.0,0.6531,-0.004,0.0,Suffer from 'nerves'_Prefer not to answer,0.08,0.08,2,54,2.35
"Injury, NOS",C3263722,Traumatic AND/OR non-traumatic injury,Traumatic AND/OR non-traumatic injury. Disorder resulting from physical damage to the body,0,0.797,0.0,0.0,0.0,0.0022,0.6458,0.004,0.0,"Injury, NOS",-0.11,-0.11,99,0,0.0
"Injury, NOS",C3263723,Traumatic injury,"Traumatic injury. Damage inflicted on the body as the direct or indirect result of an external force, with or without disruption of structural continuity.",0,0.861,0.0,0.0,0.0,0.0022,0.6458,0.004,0.0,"Injury, NOS",-0.11,-0.11,2,55,0.34
Oily fish intake Once a week,C0453017,Fatty fish,Fatty fish. ,0,0.617,0.0,0.0,0.0,0.0016,0.6442,-0.004,0.0,Oily fish intake_Once a week,0.0,0.11,2,499,83.17
Oily fish intake Once a week,C1512806,Intake,"Intake. The process of taking in a substance, especially by eating or drinking, or the quantities thereof; admittance of people to a place or organization at a particular time.",0,0.168,0.0,0.0,0.0,0.0016,0.6442,-0.004,0.0,Oily fish intake_Once a week,0.0,0.11,99,50,inf
Oily fish intake Once a week,C3251814,Fluid Intake Measurement,Fluid Intake Measurement. Actions performed to measure the amount of fluid volume taken into the body,0,0.164,0.0,0.0,0.0,0.0016,0.6442,-0.004,0.0,Oily fish intake_Once a week,0.0,0.11,99,210,inf
Z92.1 - Personal history of long-term (current) use of anticoagulants,C0262926,Medical History,"Medical History. A record of a patient's background regarding health and the occurrence of disease events of the individual. In addition, personal medical history may be a variable in epidemiologic studies.",0,0.399,0.0,0.0,0.0,0.0008,0.643,0.004,0.0003,Z92.1 - Personal history of long-term (current) use of anticoagulants,0.09,0.11,2,0,0.0
Z92.1 - Personal history of long-term (current) use of anticoagulants,C0424945,Social and personal history,Social and personal history. ,0,0.298,0.0,0.0,0.0,0.0008,0.643,0.004,0.0003,Z92.1 - Personal history of long-term (current) use of anticoagulants,0.09,0.11,99,4,inf
Z92.1 - Personal history of long-term (current) use of anticoagulants,C0003280,Anticoagulants,Anticoagulants. Agents that prevent BLOOD CLOTTING.,0,0.52,0.0,0.0,0.0,0.0008,0.643,0.004,0.0003,Z92.1 - Personal history of long-term (current) use of anticoagulants,0.09,0.11,2,323,0.27
Ever addicted to a behaviour or miscellanous infrequent,C0858354,addict,addict. ,0,0.625,0.0,0.0,0.0,0.0,0.6374,-0.004,0.0,Ever addicted to a behaviour or miscellanous_infrequent_,-0.01,0.02,2,229,0.42
